Format Version,1.1,Take Name,Take 2016-04-07 08.33.59 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.59.370 PM,Total Frames,3382,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
45,0.375000,-1.859967,1.403569,4.367208,,,,,,,,,,,,
46,0.383333,-1.860010,1.403574,4.367210,,,,,,,,,,,,
47,0.391667,-1.860021,1.403544,4.367211,,,,,,,,,,,,
48,0.400000,-1.860066,1.403553,4.367193,,,,,,,,,,,,
49,0.408333,-1.859971,1.403503,4.367218,,,,,,,,,,,,
50,0.416667,-1.860086,1.403442,4.367216,,,,,,,,,,,,
51,0.425000,-1.860002,1.403570,4.367266,,,,,,,,,,,,
52,0.433333,-1.860007,1.403538,4.367276,,,,,,,,,,,,
53,0.441667,-1.859940,1.403569,4.367271,,,,,,,,,,,,
54,0.450000,-1.859932,1.403470,4.367267,,,,,,,,,,,,
55,0.458333,-1.859935,1.403441,4.367236,,,,,,,,,,,,
56,0.466667,-1.859866,1.403485,4.367294,,,,,,,,,,,,
57,0.475000,-1.859786,1.403497,4.367261,,,,,,,,,,,,
58,0.483333,-1.859908,1.403401,4.367294,,,,,,,,,,,,
59,0.491667,-1.859788,1.403404,4.367213,,,,,,,,,,,,
60,0.500000,-1.859766,1.403444,4.367267,,,,,,,,,,,,
61,0.508333,-1.859765,1.403448,4.367248,,,,,,,,,,,,
62,0.516667,-1.859826,1.403394,4.367231,,,,,,,,,,,,
63,0.525000,-1.859915,1.403422,4.367277,,,,,,,,,,,,
64,0.533333,-1.859834,1.403543,4.367315,,,,,,,,,,,,
65,0.541667,-1.859854,1.403452,4.367267,,,,,,,,,,,,
66,0.550000,-1.859880,1.403576,4.367309,,,,,,,,,,,,
67,0.558333,-1.859895,1.403585,4.367305,,,,,,,,,,,,
68,0.566667,-1.859926,1.403582,4.367299,,,,,,,,,,,,
69,0.575000,-1.860003,1.403484,4.367201,,,,,,,,,,,,
70,0.583333,-1.860008,1.403407,4.367161,,,,,,,,,,,,
71,0.591667,-1.860031,1.403429,4.367149,,,,,,,,,,,,
72,0.600000,-1.859999,1.403522,4.367175,,,,,,,,,,,,
73,0.608333,-1.859950,1.403387,4.367058,,,,,,,,,,,,
74,0.616667,-1.860007,1.403391,4.367040,,,,,,,,,,,,
75,0.625000,-1.859969,1.403488,4.367071,,,,,,,,,,,,
76,0.633333,-1.859995,1.403458,4.367061,,,,,,,,,,,,
77,0.641667,-1.860019,1.403579,4.367158,,,,,,,,,,,,
78,0.650000,-1.860038,1.403460,4.367032,,,,,,,,,,,,
79,0.658333,-1.860042,1.403472,4.367111,,,,,,,,,,,,
80,0.666667,-1.860037,1.403576,4.367120,,,,,,,,,,,,
81,0.675000,-1.860083,1.403424,4.367100,,,,,,,,,,,,
82,0.683333,-1.859991,1.403463,4.367080,,,,,,,,,,,,
83,0.691667,-1.859990,1.403497,4.367144,,,,,,,,,,,,
84,0.700000,-1.859976,1.403505,4.367129,,,,,,,,,,,,
85,0.708333,-1.859897,1.403512,4.367218,,,,,,,,,,,,
86,0.716667,-1.859876,1.403555,4.367204,,,,,,,,,,,,
87,0.725000,-1.859958,1.403513,4.367210,,,,,,,,,,,,
88,0.733333,-1.859964,1.403586,4.367269,,,,,,,,,,,,
89,0.741667,-1.859976,1.403453,4.367191,,,,,,,,,,,,
90,0.750000,-1.859915,1.403428,4.367135,,,,,,,,,,,,
91,0.758333,-1.859902,1.403558,4.367187,,,,,,,,,,,,
92,0.766667,-1.859929,1.403410,4.367127,,,,,,,,,,,,
93,0.775000,-1.859903,1.403564,4.367217,,,,,,,,,,,,
94,0.783333,-1.859838,1.403450,4.367116,,,,,,,,,,,,
95,0.791667,-1.859900,1.403536,4.367156,,,,,,,,,,,,
96,0.800000,-1.859968,1.403538,4.367187,,,,,,,,,,,,
97,0.808333,-1.859944,1.403503,4.367136,,,,,,,,,,,,
98,0.816667,-1.859938,1.403495,4.367167,,,,,,,,,,,,
99,0.825000,-1.859947,1.403479,4.367113,,,,,,,,,,,,
100,0.833333,-1.860000,1.403472,4.367184,,,,,,,,,,,,
101,0.841667,-1.860013,1.403560,4.367205,,,,,,,,,,,,
102,0.850000,-1.860039,1.403380,4.367114,,,,,,,,,,,,
103,0.858333,-1.859979,1.403546,4.367126,,,,,,,,,,,,
104,0.866667,-1.860047,1.403431,4.367080,,,,,,,,,,,,
105,0.875000,-1.860028,1.403403,4.367057,,,,,,,,,,,,
106,0.883333,-1.860057,1.403487,4.367074,,,,,,,,,,,,
107,0.891667,-1.860023,1.403406,4.367082,,,,,,,,,,,,
108,0.900000,-1.859985,1.403470,4.367091,,,,,,,,,,,,
109,0.908333,-1.859987,1.403484,4.367110,,,,,,,,,,,,
110,0.916667,-1.859977,1.403427,4.367072,,,,,,,,,,,,
111,0.925000,-1.859990,1.403478,4.367129,,,,,,,,,,,,
112,0.933333,-1.859995,1.403450,4.367148,,,,,,,,,,,,
113,0.941667,-1.859962,1.403379,4.367063,,,,,,,,,,,,
114,0.950000,-1.859976,1.403401,4.367164,,,,,,,,,,,,
115,0.958333,-1.859996,1.403455,4.367152,,,,,,,,,,,,
116,0.966667,-1.859951,1.403465,4.367151,,,,,,,,,,,,
117,0.975000,-1.860035,1.403387,4.367214,,,,,,,,,,,,
118,0.983333,-1.859821,1.403482,4.367184,,,,,,,,,,,,
119,0.991667,-1.859977,1.403423,4.367216,,,,,,,,,,,,
120,1.000000,-1.859947,1.403360,4.367207,,,,,,,,,,,,
121,1.008333,-1.859991,1.403453,4.367246,,,,,,,,,,,,
122,1.016667,-1.859964,1.403390,4.367214,,,,,,,,,,,,
123,1.025000,-1.859972,1.403491,4.367238,,,,,,,,,,,,
124,1.033333,-1.859923,1.403492,4.367249,,,,,,,,,,,,
125,1.041667,-1.859897,1.403512,4.367245,,,,,,,,,,,,
126,1.050000,-1.859944,1.403495,4.367241,,,,,,,,,,,,
127,1.058333,-1.859951,1.403545,4.367263,,,,,,,,,,,,
128,1.066667,-1.859919,1.403462,4.367176,,,,,,,,,,,,
129,1.075000,-1.859898,1.403439,4.367174,,,,,,,,,,,,
130,1.083333,-1.860003,1.403355,4.367109,,,,,,,,,,,,
131,1.091667,-1.859961,1.403443,4.367177,,,,,,,,,,,,
132,1.100000,-1.859950,1.403424,4.367140,,,,,,,,,,,,
133,1.108333,-1.859972,1.403490,4.367184,,,,,,,,,,,,
134,1.116667,-1.859997,1.403403,4.367123,,,,,,,,,,,,
135,1.125000,-1.859955,1.403532,4.367204,,,,,,,,,,,,
136,1.133333,-1.859954,1.403641,4.367290,,,,,,,,,,,,
137,1.141667,-1.860015,1.403476,4.367227,,,,,,,,,,,,
138,1.150000,-1.859992,1.403493,4.367217,,,,,,,,,,,,
139,1.158333,-1.860003,1.403436,4.367154,,,,,,,,,,,,
140,1.166667,-1.859932,1.403503,4.367229,,,,,,,,,,,,
141,1.175000,-1.860005,1.403454,4.367215,,,,,,,,,,,,
142,1.183333,-1.859965,1.403433,4.367204,,,,,,,,,,,,
143,1.191667,-1.859949,1.403563,4.367294,,,,,,,,,,,,
144,1.200000,-1.859926,1.403452,4.367239,,,,,,,,,,,,
145,1.208333,-1.859956,1.403415,4.367229,,,,,,,,,,,,
146,1.216667,-1.859952,1.403451,4.367265,,,,,,,,,,,,
147,1.225000,-1.859974,1.403512,4.367320,,,,,,,,,,,,
148,1.233333,-1.859989,1.403516,4.367284,,,,,,,,,,,,
149,1.241667,-1.859963,1.403495,4.367287,,,,,,,,,,,,
150,1.250000,-1.859913,1.403563,4.367345,,,,,,,,,,,,
151,1.258333,-1.859923,1.403497,4.367272,,,,,,,,,,,,
152,1.266667,-1.859891,1.403492,4.367246,,,,,,,,,,,,
153,1.275000,-1.859904,1.403489,4.367264,,,,,,,,,,,,
154,1.283333,-1.859924,1.403438,4.367242,,,,,,,,,,,,
155,1.291667,-1.859972,1.403484,4.367260,,,,,,,,,,,,
156,1.300000,-1.859967,1.403545,4.367326,,,,,,,,,,,,
157,1.308333,-1.859957,1.403579,4.367230,,,,,,,,,,,,
158,1.316667,-1.860044,1.403539,4.367309,,,,,,,,,,,,
159,1.325000,-1.859973,1.403436,4.367255,,,,,,,,,,,,
160,1.333333,-1.859972,1.403557,4.367282,,,,,,,,,,,,
161,1.341667,-1.859986,1.403525,4.367295,,,,,,,,,,,,
162,1.350000,-1.859916,1.403577,4.367273,,,,,,,,,,,,
163,1.358333,-1.859954,1.403457,4.367216,,,,,,,,,,,,
164,1.366667,-1.859987,1.403485,4.367232,,,,,,,,,,,,
165,1.375000,-1.859952,1.403453,4.367211,,,,,,,,,,,,
166,1.383333,-1.860014,1.403496,4.367257,,,,,,,,,,,,
167,1.391667,-1.859932,1.403401,4.367153,,,,,,,,,,,,
168,1.400000,-1.859859,1.403598,4.367303,,,,,,,,,,,,
169,1.408333,-1.859949,1.403436,4.367187,,,,,,,,,,,,
170,1.416667,-1.859897,1.403531,4.367298,,,,,,,,,,,,
171,1.425000,-1.859928,1.403558,4.367294,,,,,,,,,,,,
172,1.433333,-1.859915,1.403466,4.367218,,,,,,,,,,,,
173,1.441667,-1.859961,1.403509,4.367298,,,,,,,,,,,,
174,1.450000,-1.859967,1.403516,4.367279,,,,,,,,,,,,
175,1.458333,-1.859978,1.403318,4.367176,,,,,,,,,,,,
176,1.466667,-1.860002,1.403478,4.367260,,,,,,,,,,,,
177,1.475000,-1.859915,1.403470,4.367310,,,,,,,,,,,,
178,1.483333,-1.859990,1.403474,4.367259,,,,,,,,,,,,
179,1.491667,-1.859963,1.403459,4.367290,,,,,,,,,,,,
180,1.500000,-1.859975,1.403467,4.367235,,,,,,,,,,,,
181,1.508333,-1.859846,1.403545,4.367282,,,,,,,,,,,,
182,1.516667,-1.859937,1.403532,4.367259,,,,,,,,,,,,
183,1.525000,-1.859909,1.403487,4.367265,,,,,,,,,,,,
184,1.533333,-1.860026,1.403466,4.367205,,,,,,,,,,,,
185,1.541667,-1.859958,1.403500,4.367180,,,,,,,,,,,,
186,1.550000,-1.859984,1.403448,4.367188,,,,,,,,,,,,
187,1.558333,-1.859973,1.403561,4.367288,,,,,,,,,,,,
188,1.566667,-1.859957,1.403493,4.367216,,,,,,,,,,,,
189,1.575000,-1.859941,1.403506,4.367222,,,,,,,,,,,,
190,1.583333,-1.859852,1.403496,4.367236,,,,,,,,,,,,
191,1.591667,-1.859949,1.403455,4.367192,,,,,,,,,,,,
192,1.600000,-1.860001,1.403409,4.367185,,,,,,,,,,,,
193,1.608333,-1.859982,1.403411,4.367136,,,,,,,,,,,,
194,1.616667,-1.860004,1.403441,4.367196,,,,,,,,,,,,
195,1.625000,-1.859990,1.403564,4.367278,,,,,,,,,,,,
196,1.633333,-1.860028,1.403471,4.367202,,,,,,,,,,,,
197,1.641667,-1.860002,1.403432,4.367223,,,,,,,,,,,,
198,1.650000,-1.859972,1.403465,4.367227,,,,,,,,,,,,
199,1.658333,-1.859950,1.403527,4.367230,,,,,,,,,,,,
200,1.666667,-1.859855,1.403546,4.367241,,,,,,,,,,,,
201,1.675000,-1.859927,1.403510,4.367225,,,,,,,,,,,,
202,1.683333,-1.859912,1.403506,4.367246,,,,,,,,,,,,
203,1.691667,-1.859992,1.403488,4.367217,,,,,,,,,,,,
204,1.700000,-1.859969,1.403416,4.367164,,,,,,,,,,,,
205,1.708333,-1.859900,1.403490,4.367223,,,,,,,,,,,,
206,1.716667,-1.859977,1.403562,4.367233,,,,,,,,,,,,
207,1.725000,-1.859995,1.403443,4.367210,,,,,,,,,,,,
208,1.733333,-1.859939,1.403463,4.367184,,,,,,,,,,,,
209,1.741667,-1.860013,1.403440,4.367210,,,,,,,,,,,,
210,1.750000,-1.860035,1.403459,4.367214,,,,,,,,,,,,
211,1.758333,-1.859950,1.403511,4.367182,,,,,,,,,,,,
212,1.766667,-1.859926,1.403540,4.367259,,,,,,,,,,,,
213,1.775000,-1.859936,1.403490,4.367185,,,,,,,,,,,,
214,1.783333,-1.859960,1.403541,4.367228,,,,,,,,,,,,
215,1.791667,-1.859976,1.403535,4.367184,,,,,,,,,,,,
216,1.800000,-1.859979,1.403539,4.367234,,,,,,,,,,,,
217,1.808333,-1.859990,1.403426,4.367178,,,,,,,,,,,,
218,1.816667,-1.860016,1.403482,4.367204,,,,,,,,,,,,
219,1.825000,-1.859910,1.403579,4.367192,,,,,,,,,,,,
220,1.833333,-1.859956,1.403500,4.367146,,,,,,,,,,,,
221,1.841667,-1.859951,1.403523,4.367171,,,,,,,,,,,,
222,1.850000,-1.859958,1.403522,4.367161,,,,,,,,,,,,
223,1.858333,-1.860046,1.403527,4.367180,,,,,,,,,,,,
224,1.866667,-1.859961,1.403489,4.367168,,,,,,,,,,,,
225,1.875000,-1.860045,1.403395,4.367132,,,,,,,,,,,,
226,1.883333,-1.859970,1.403585,4.367224,,,,,,,,,,,,
227,1.891667,-1.859985,1.403443,4.367185,,,,,,,,,,,,
228,1.900000,-1.859977,1.403624,4.367260,,,,,,,,,,,,
229,1.908333,-1.859998,1.403501,4.367173,,,,,,,,,,,,
230,1.916667,-1.859880,1.403527,4.367208,,,,,,,,,,,,
231,1.925000,-1.859986,1.403416,4.367135,,,,,,,,,,,,
232,1.933333,-1.859986,1.403312,4.367130,,,,,,,,,,,,
233,1.941667,-1.860016,1.403471,4.367205,,,,,,,,,,,,
234,1.950000,-1.859982,1.403411,4.367182,,,,,,,,,,,,
235,1.958333,-1.859976,1.403427,4.367154,,,,,,,,,,,,
236,1.966667,-1.859907,1.403511,4.367244,,,,,,,,,,,,
237,1.975000,-1.859994,1.403512,4.367189,,,,,,,,,,,,
238,1.983333,-1.859990,1.403533,4.367232,,,,,,,,,,,,
239,1.991667,-1.860007,1.403486,4.367216,,,,,,,,,,,,
240,2.000000,-1.859986,1.403514,4.367206,,,,,,,,,,,,
241,2.008333,-1.859921,1.403484,4.367177,,,,,,,,,,,,
242,2.016667,-1.859961,1.403496,4.367186,,,,,,,,,,,,
243,2.025000,-1.859932,1.403550,4.367229,,,,,,,,,,,,
244,2.033333,-1.860017,1.403413,4.367127,,,,,,,,,,,,
245,2.041667,-1.859963,1.403508,4.367176,,,,,,,,,,,,
246,2.050000,-1.860042,1.403499,4.367231,,,,,,,,,,,,
247,2.058333,-1.859979,1.403449,4.367132,,,,,,,,,,,,
248,2.066667,-1.860033,1.403440,4.367196,,,,,,,,,,,,
249,2.075000,-1.859928,1.403447,4.367211,,,,,,,,,,,,
250,2.083333,-1.859940,1.403515,4.367203,,,,,,,,,,,,
251,2.091667,-1.859983,1.403428,4.367155,,,,,,,,,,,,
252,2.100000,-1.859971,1.403482,4.367164,,,,,,,,,,,,
253,2.108333,-1.859988,1.403520,4.367254,,,,,,,,,,,,
254,2.116667,-1.859992,1.403539,4.367252,,,,,,,,,,,,
255,2.125000,-1.859941,1.403497,4.367184,,,,,,,,,,,,
256,2.133333,-1.859968,1.403454,4.367196,,,,,,,,,,,,
257,2.141667,-1.860031,1.403445,4.367190,,,,,,,,,,,,
258,2.150000,-1.859909,1.403529,4.367198,,,,,,,,,,,,
259,2.158333,-1.859940,1.403568,4.367251,,,,,,,,,,,,
260,2.166667,-1.859871,1.403395,4.367148,,,,,,,,,,,,
261,2.175000,-1.859941,1.403478,4.367185,,,,,,,,,,,,
262,2.183333,-1.860019,1.403394,4.367178,,,,,,,,,,,,
263,2.191667,-1.859921,1.403489,4.367216,,,,,,,,,,,,
264,2.200000,-1.859957,1.403532,4.367276,,,,,,,,,,,,
265,2.208333,-1.859984,1.403538,4.367294,,,,,,,,,,,,
266,2.216667,-1.860002,1.403504,4.367254,,,,,,,,,,,,
267,2.225000,-1.860008,1.403503,4.367272,,,,,,,,,,,,
268,2.233333,-1.859998,1.403453,4.367137,,,,,,,,,,,,
269,2.241667,-1.860044,1.403397,4.367160,,,,,,,,,,,,
270,2.250000,-1.859966,1.403451,4.367161,,,,,,,,,,,,
271,2.258333,-1.859987,1.403511,4.367231,,,,,,,,,,,,
272,2.266667,-1.860012,1.403386,4.367159,,,,,,,,,,,,
273,2.275000,-1.859971,1.403578,4.367290,,,,,,,,,,,,
274,2.283333,-1.859994,1.403531,4.367228,,,,,,,,,,,,
275,2.291667,-1.859978,1.403452,4.367181,,,,,,,,,,,,
276,2.300000,-1.859962,1.403461,4.367214,,,,,,,,,,,,
277,2.308333,-1.860000,1.403400,4.367216,,,,,,,,,,,,
278,2.316667,-1.859947,1.403580,4.367240,,,,,,,,,,,,
279,2.325000,-1.859939,1.403423,4.367226,,,,,,,,,,,,
280,2.333333,-1.859990,1.403418,4.367198,,,,,,,,,,,,
281,2.341667,-1.859956,1.403407,4.367188,,,,,,,,,,,,
282,2.350000,-1.859965,1.403466,4.367181,,,,,,,,,,,,
283,2.358333,-1.859947,1.403503,4.367255,,,,,,,,,,,,
284,2.366667,-1.859946,1.403538,4.367270,,,,,,,,,,,,
285,2.375000,-1.859932,1.403598,4.367296,,,,,,,,,,,,
286,2.383333,-1.859970,1.403457,4.367203,,,,,,,,,,,,
287,2.391667,-1.859992,1.403569,4.367278,,,,,,,,,,,,
288,2.400000,-1.859897,1.403522,4.367279,,,,,,,,,,,,
289,2.408333,-1.859927,1.403437,4.367210,,,,,,,,,,,,
290,2.416667,-1.859963,1.403407,4.367189,,,,,,,,,,,,
291,2.425000,-1.859964,1.403508,4.367254,,,,,,,,,,,,
292,2.433333,-1.859902,1.403530,4.367242,,,,,,,,,,,,
293,2.441667,-1.859981,1.403437,4.367213,,,,,,,,,,,,
294,2.450000,-1.859974,1.403454,4.367173,,,,,,,,,,,,
295,2.458333,-1.859923,1.403522,4.367219,,,,,,,,,,,,
296,2.466667,-1.859957,1.403432,4.367204,,,,,,,,,,,,
297,2.475000,-1.859978,1.403494,4.367240,,,,,,,,,,,,
298,2.483333,-1.859986,1.403497,4.367214,,,,,,,,,,,,
299,2.491667,-1.859940,1.403559,4.367310,,,,,,,,,,,,
300,2.500000,-1.859990,1.403510,4.367211,,,,,,,,,,,,
301,2.508333,-1.859947,1.403481,4.367198,,,,,,,,,,,,
302,2.516667,-1.859975,1.403498,4.367209,,,,,,,,,,,,
303,2.525000,-1.859883,1.403534,4.367178,,,,,,,,,,,,
304,2.533333,-1.859997,1.403469,4.367206,,,,,,,,,,,,
305,2.541667,-1.860024,1.403545,4.367271,,,,,,,,,,,,
306,2.550000,-1.859995,1.403492,4.367208,,,,,,,,,,,,
307,2.558333,-1.860012,1.403476,4.367208,,,,,,,,,,,,
308,2.566667,-1.859960,1.403425,4.367226,,,,,,,,,,,,
309,2.575000,-1.859945,1.403577,4.367251,,,,,,,,,,,,
310,2.583333,-1.859957,1.403479,4.367181,,,,,,,,,,,,
311,2.591667,-1.860012,1.403567,4.367272,,,,,,,,,,,,
312,2.600000,-1.859934,1.403518,4.367256,,,,,,,,,,,,
313,2.608333,-1.859976,1.403445,4.367211,,,,,,,,,,,,
314,2.616667,-1.860006,1.403437,4.367231,,,,,,,,,,,,
315,2.625000,-1.859973,1.403449,4.367273,,,,,,,,,,,,
316,2.633333,-1.859961,1.403473,4.367230,,,,,,,,,,,,
317,2.641667,-1.859931,1.403448,4.367213,,,,,,,,,,,,
318,2.650000,-1.859902,1.403484,4.367260,,,,,,,,,,,,
319,2.658333,-1.859980,1.403392,4.367203,,,,,,,,,,,,
320,2.666667,-1.859993,1.403503,4.367234,,,,,,,,,,,,
321,2.675000,-1.859940,1.403552,4.367328,,,,,,,,,,,,
322,2.683333,-1.859942,1.403432,4.367235,,,,,,,,,,,,
323,2.691667,-1.859938,1.403484,4.367207,,,,,,,,,,,,
324,2.700000,-1.859895,1.403592,4.367248,,,,,,,,,,,,
325,2.708333,-1.859934,1.403545,4.367239,,,,,,,,,,,,
326,2.716667,-1.859950,1.403543,4.367250,,,,,,,,,,,,
327,2.725000,-1.859930,1.403473,4.367195,,,,,,,,,,,,
328,2.733333,-1.859909,1.403507,4.367221,,,,,,,,,,,,
329,2.741667,-1.860031,1.403408,4.367176,,,,,,,,,,,,
330,2.750000,-1.860011,1.403459,4.367225,,,,,,,,,,,,
331,2.758333,-1.859907,1.403377,4.367164,,,,,,,,,,,,
332,2.766667,-1.859984,1.403388,4.367149,,,,,,,,,,,,
333,2.775000,-1.859928,1.403462,4.367155,,,,,,,,,,,,
334,2.783333,-1.859965,1.403487,4.367255,,,,,,,,,,,,
335,2.791667,-1.860022,1.403488,4.367223,,,,,,,,,,,,
336,2.800000,-1.860022,1.403442,4.367256,,,,,,,,,,,,
337,2.808333,-1.859938,1.403414,4.367168,,,,,,,,,,,,
338,2.816667,-1.859997,1.403429,4.367170,,,,,,,,,,,,
339,2.825000,-1.859978,1.403595,4.367283,,,,,,,,,,,,
340,2.833333,-1.859967,1.403522,4.367245,,,,,,,,,,,,
341,2.841667,-1.859874,1.403432,4.367206,,,,,,,,,,,,
342,2.850000,-1.859915,1.403454,4.367183,,,,,,,,,,,,
343,2.858333,-1.859935,1.403545,4.367248,,,,,,,,,,,,
344,2.866667,-1.859917,1.403510,4.367220,,,,,,,,,,,,
345,2.875000,-1.859994,1.403585,4.367327,,,,,,,,,,,,
346,2.883333,-1.859975,1.403576,4.367270,,,,,,,,,,,,
347,2.891667,-1.859964,1.403562,4.367269,,,,,,,,,,,,
348,2.900000,-1.859966,1.403489,4.367245,,,,,,,,,,,,
349,2.908333,-1.859984,1.403505,4.367242,,,,,,,,,,,,
350,2.916667,-1.859981,1.403529,4.367225,,,,,,,,,,,,
351,2.925000,-1.859970,1.403566,4.367270,,,,,,,,,,,,
352,2.933333,-1.860026,1.403461,4.367204,,,,,,,,,,,,
353,2.941667,-1.860011,1.403565,4.367288,,,,,,,,,,,,
354,2.950000,-1.860033,1.403484,4.367205,,,,,,,,,,,,
355,2.958333,-1.860044,1.403550,4.367235,,,,,,,,,,,,
356,2.966667,-1.859907,1.403577,4.367223,,,,,,,,,,,,
357,2.975000,-1.859993,1.403504,4.367201,,,,,,,,,,,,
358,2.983333,-1.859947,1.403601,4.367272,,,,,,,,,,,,
359,2.991667,-1.860041,1.403548,4.367249,,,,,,,,,,,,
360,3.000000,-1.860005,1.403449,4.367175,,,,,,,,,,,,
361,3.008333,-1.859926,1.403614,4.367290,,,,,,,,,,,,
362,3.016667,-1.859998,1.403549,4.367223,,,,,,,,,,,,
363,3.025000,-1.859961,1.403420,4.367180,,,,,,,,,,,,
364,3.033333,-1.859914,1.403538,4.367223,,,,,,,,,,,,
365,3.041667,-1.859967,1.403454,4.367205,,,,,,,,,,,,
366,3.050000,-1.859941,1.403528,4.367250,,,,,,,,,,,,
367,3.058333,-1.860005,1.403517,4.367261,,,,,,,,,,,,
368,3.066667,-1.859971,1.403440,4.367168,,,,,,,,,,,,
369,3.075000,-1.859995,1.403456,4.367215,,,,,,,,,,,,
370,3.083333,-1.860012,1.403409,4.367125,,,,,,,,,,,,
371,3.091667,-1.860015,1.403527,4.367265,,,,,,,,,,,,
372,3.100000,-1.859925,1.403411,4.367134,,,,,,,,,,,,
373,3.108333,-1.859929,1.403415,4.367157,,,,,,,,,,,,
374,3.116667,-1.859918,1.403538,4.367181,,,,,,,,,,,,
375,3.125000,-1.859968,1.403497,4.367200,,,,,,,,,,,,
376,3.133333,-1.859927,1.403468,4.367162,,,,,,,,,,,,
377,3.141667,-1.859963,1.403523,4.367223,,,,,,,,,,,,
378,3.150000,-1.859950,1.403440,4.367221,,,,,,,,,,,,
