Format Version,1.1,Take Name,Take 2016-04-06 08.04.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.04.07.496 PM,Total Frames,8788,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
169,1.408333,-2.462332,1.417333,3.491458,,,,,,,,,,,,
170,1.416667,-2.462233,1.417366,3.491428,,,,,,,,,,,,
171,1.425000,-2.462357,1.417365,3.491305,,,,,,,,,,,,
172,1.433333,-2.462294,1.417308,3.491525,,,,,,,,,,,,
173,1.441667,-2.462357,1.417399,3.491404,,,,,,,,,,,,
174,1.450000,-2.462200,1.417291,3.491578,,,,,,,,,,,,
175,1.458333,-2.462204,1.417459,3.491453,,,,,,,,,,,,
176,1.466667,-2.462183,1.417410,3.491509,,,,,,,,,,,,
177,1.475000,-2.462289,1.417297,3.491343,,,,,,,,,,,,
178,1.483333,-2.462129,1.417214,3.491521,,,,,,,,,,,,
179,1.491667,-2.462166,1.417322,3.491525,,,,,,,,,,,,
180,1.500000,-2.461920,1.417151,3.491813,,,,,,,,,,,,
181,1.508333,-2.462097,1.417324,3.491608,,,,,,,,,,,,
182,1.516667,-2.462420,1.417566,3.491341,,,,,,,,,,,,
183,1.525000,-2.462440,1.417586,3.491342,,,,,,,,,,,,
184,1.533333,-2.462410,1.417473,3.491364,,,,,,,,,,,,
185,1.541667,-2.462234,1.417352,3.491468,,,,,,,,,,,,
186,1.550000,-2.462264,1.417341,3.491524,,,,,,,,,,,,
187,1.558333,-2.462198,1.417370,3.491466,,,,,,,,,,,,
188,1.566667,-2.462219,1.417422,3.491467,,,,,,,,,,,,
189,1.575000,-2.462274,1.417353,3.491493,,,,,,,,,,,,
190,1.583333,-2.462193,1.417344,3.491596,,,,,,,,,,,,
191,1.591667,-2.462101,1.417113,3.491634,,,,,,,,,,,,
192,1.600000,-2.462247,1.417491,3.491364,,,,,,,,,,,,
193,1.608333,-2.462204,1.417370,3.491540,,,,,,,,,,,,
194,1.616667,-2.461980,1.417174,3.491671,,,,,,,,,,,,
195,1.625000,-2.462118,1.417301,3.491518,,,,,,,,,,,,
196,1.633333,-2.462118,1.417249,3.491581,,,,,,,,,,,,
197,1.641667,-2.462134,1.417267,3.491577,,,,,,,,,,,,
198,1.650000,-2.462426,1.417406,3.491333,,,,,,,,,,,,
199,1.658333,-2.462031,1.417182,3.491695,,,,,,,,,,,,
200,1.666667,-2.462129,1.417286,3.491617,,,,,,,,,,,,
201,1.675000,-2.462214,1.417329,3.491506,,,,,,,,,,,,
202,1.683333,-2.462205,1.417225,3.491510,,,,,,,,,,,,
203,1.691667,-2.462416,1.417323,3.491366,,,,,,,,,,,,
204,1.700000,-2.462231,1.417309,3.491468,,,,,,,,,,,,
205,1.708333,-2.462135,1.417249,3.491580,,,,,,,,,,,,
206,1.716667,-2.462015,1.417190,3.491654,,,,,,,,,,,,
207,1.725000,-2.462116,1.417179,3.491568,,,,,,,,,,,,
208,1.733333,-2.462068,1.417327,3.491613,,,,,,,,,,,,
209,1.741667,-2.462228,1.417302,3.491576,,,,,,,,,,,,
210,1.750000,-2.462287,1.417468,3.491435,,,,,,,,,,,,
211,1.758333,-2.462200,1.417432,3.491522,,,,,,,,,,,,
212,1.766667,-2.462129,1.417295,3.491580,,,,,,,,,,,,
213,1.775000,-2.462159,1.417303,3.491626,,,,,,,,,,,,
214,1.783333,-2.462121,1.417269,3.491661,,,,,,,,,,,,
215,1.791667,-2.462020,1.417231,3.491686,,,,,,,,,,,,
216,1.800000,-2.462086,1.417247,3.491579,,,,,,,,,,,,
217,1.808333,-2.462179,1.417202,3.491509,,,,,,,,,,,,
218,1.816667,-2.462096,1.417168,3.491615,,,,,,,,,,,,
219,1.825000,-2.461994,1.417221,3.491695,,,,,,,,,,,,
220,1.833333,-2.462060,1.417323,3.491601,,,,,,,,,,,,
221,1.841667,-2.462040,1.417380,3.491745,,,,,,,,,,,,
222,1.850000,-2.462179,1.417381,3.491623,,,,,,,,,,,,
223,1.858333,-2.462168,1.417400,3.491595,,,,,,,,,,,,
224,1.866667,-2.462000,1.417219,3.491697,,,,,,,,,,,,
225,1.875000,-2.462200,1.417417,3.491453,,,,,,,,,,,,
226,1.883333,-2.462099,1.417285,3.491682,,,,,,,,,,,,
227,1.891667,-2.462121,1.417327,3.491580,,,,,,,,,,,,
228,1.900000,-2.462186,1.417391,3.491437,,,,,,,,,,,,
229,1.908333,-2.462152,1.417290,3.491548,,,,,,,,,,,,
230,1.916667,-2.462213,1.417387,3.491557,,,,,,,,,,,,
231,1.925000,-2.462211,1.417256,3.491505,,,,,,,,,,,,
232,1.933333,-2.462101,1.417232,3.491551,,,,,,,,,,,,
233,1.941667,-2.462179,1.417282,3.491531,,,,,,,,,,,,
234,1.950000,-2.462273,1.417312,3.491435,,,,,,,,,,,,
235,1.958333,-2.462285,1.417230,3.491437,,,,,,,,,,,,
236,1.966667,-2.462281,1.417359,3.491465,,,,,,,,,,,,
237,1.975000,-2.462411,1.417446,3.491355,,,,,,,,,,,,
238,1.983333,-2.462243,1.417277,3.491520,,,,,,,,,,,,
239,1.991667,-2.462174,1.417282,3.491514,,,,,,,,,,,,
240,2.000000,-2.462157,1.417347,3.491554,,,,,,,,,,,,
241,2.008333,-2.462223,1.417367,3.491488,,,,,,,,,,,,
242,2.016667,-2.462291,1.417287,3.491522,,,,,,,,,,,,
243,2.025000,-2.462135,1.417147,3.491517,,,,,,,,,,,,
244,2.033333,-2.462236,1.417221,3.491423,,,,,,,,,,,,
245,2.041667,-2.462370,1.417268,3.491348,,,,,,,,,,,,
246,2.050000,-2.462254,1.417232,3.491528,,,,,,,,,,,,
247,2.058333,-2.462327,1.417393,3.491388,,,,,,,,,,,,
248,2.066667,-2.462115,1.417302,3.491567,,,,,,,,,,,,
249,2.075000,-2.462165,1.417376,3.491512,,,,,,,,,,,,
250,2.083333,-2.462221,1.417310,3.491570,,,,,,,,,,,,
251,2.091667,-2.462344,1.417313,3.491434,,,,,,,,,,,,
252,2.100000,-2.462036,1.417204,3.491692,,,,,,,,,,,,
253,2.108333,-2.462104,1.417372,3.491594,,,,,,,,,,,,
254,2.116667,-2.462055,1.417298,3.491658,,,,,,,,,,,,
255,2.125000,-2.461963,1.417188,3.491782,,,,,,,,,,,,
256,2.133333,-2.462023,1.417254,3.491654,,,,,,,,,,,,
257,2.141667,-2.462209,1.417305,3.491516,,,,,,,,,,,,
258,2.150000,-2.461941,1.417163,3.491686,,,,,,,,,,,,
259,2.158333,-2.461865,1.417062,3.491809,,,,,,,,,,,,
260,2.166667,-2.462104,1.417126,3.491651,,,,,,,,,,,,
261,2.175000,-2.461968,1.417096,3.491661,,,,,,,,,,,,
262,2.183333,-2.462156,1.417179,3.491500,,,,,,,,,,,,
263,2.191667,-2.462201,1.417257,3.491554,,,,,,,,,,,,
264,2.200000,-2.462170,1.417358,3.491555,,,,,,,,,,,,
265,2.208333,-2.462087,1.417283,3.491667,,,,,,,,,,,,
266,2.216667,-2.462217,1.417373,3.491487,,,,,,,,,,,,
267,2.225000,-2.462170,1.417265,3.491558,,,,,,,,,,,,
268,2.233333,-2.462296,1.417408,3.491530,,,,,,,,,,,,
269,2.241667,-2.462261,1.417296,3.491453,,,,,,,,,,,,
270,2.250000,-2.462218,1.417247,3.491558,,,,,,,,,,,,
271,2.258333,-2.462095,1.417180,3.491566,,,,,,,,,,,,
272,2.266667,-2.462010,1.417171,3.491753,,,,,,,,,,,,
273,2.275000,-2.462141,1.417292,3.491560,,,,,,,,,,,,
274,2.283333,-2.462332,1.417423,3.491393,,,,,,,,,,,,
275,2.291667,-2.462364,1.417353,3.491452,,,,,,,,,,,,
276,2.300000,-2.462376,1.417292,3.491442,,,,,,,,,,,,
277,2.308333,-2.462280,1.417182,3.491494,,,,,,,,,,,,
278,2.316667,-2.462242,1.417200,3.491530,,,,,,,,,,,,
279,2.325000,-2.461901,1.417073,3.491817,,,,,,,,,,,,
280,2.333333,-2.462084,1.417143,3.491671,,,,,,,,,,,,
281,2.341667,-2.462039,1.417226,3.491668,,,,,,,,,,,,
282,2.350000,-2.462083,1.417201,3.491585,,,,,,,,,,,,
283,2.358333,-2.462087,1.417135,3.491678,,,,,,,,,,,,
284,2.366667,-2.462102,1.417262,3.491612,,,,,,,,,,,,
285,2.375000,-2.462057,1.417187,3.491521,,,,,,,,,,,,
286,2.383333,-2.461957,1.416997,3.491753,,,,,,,,,,,,
287,2.391667,-2.462096,1.417134,3.491547,,,,,,,,,,,,
288,2.400000,-2.462139,1.417232,3.491503,,,,,,,,,,,,
289,2.408333,-2.462225,1.417382,3.491562,,,,,,,,,,,,
290,2.416667,-2.462187,1.417305,3.491591,,,,,,,,,,,,
291,2.425000,-2.462203,1.417269,3.491526,,,,,,,,,,,,
292,2.433333,-2.462030,1.417192,3.491759,,,,,,,,,,,,
293,2.441667,-2.462014,1.417264,3.491678,,,,,,,,,,,,
294,2.450000,-2.461975,1.417295,3.491594,,,,,,,,,,,,
295,2.458333,-2.462040,1.417225,3.491632,,,,,,,,,,,,
296,2.466667,-2.462076,1.417238,3.491590,,,,,,,,,,,,
297,2.475000,-2.462010,1.417177,3.491754,,,,,,,,,,,,
298,2.483333,-2.462206,1.417402,3.491559,,,,,,,,,,,,
299,2.491667,-2.462157,1.417291,3.491511,,,,,,,,,,,,
300,2.500000,-2.462068,1.417269,3.491541,,,,,,,,,,,,
301,2.508333,-2.462169,1.417364,3.491627,,,,,,,,,,,,
302,2.516667,-2.462187,1.417222,3.491567,,,,,,,,,,,,
303,2.525000,-2.462273,1.417266,3.491472,,,,,,,,,,,,
304,2.533333,-2.462062,1.417073,3.491617,,,,,,,,,,,,
305,2.541667,-2.461950,1.417125,3.491676,,,,,,,,,,,,
306,2.550000,-2.462082,1.417271,3.491646,,,,,,,,,,,,
307,2.558333,-2.462173,1.416975,3.491576,,,,,,,,,,,,
308,2.566667,-2.462186,1.417204,3.491570,,,,,,,,,,,,
309,2.575000,-2.462201,1.417290,3.491484,,,,,,,,,,,,
310,2.583333,-2.462281,1.417362,3.491432,,,,,,,,,,,,
311,2.591667,-2.462088,1.417281,3.491636,,,,,,,,,,,,
312,2.600000,-2.462181,1.417300,3.491514,,,,,,,,,,,,
313,2.608333,-2.462175,1.417366,3.491555,,,,,,,,,,,,
314,2.616667,-2.462156,1.417077,3.491520,,,,,,,,,,,,
315,2.625000,-2.462262,1.417263,3.491465,,,,,,,,,,,,
316,2.633333,-2.462247,1.417325,3.491523,,,,,,,,,,,,
317,2.641667,-2.462068,1.417225,3.491615,,,,,,,,,,,,
318,2.650000,-2.462186,1.417398,3.491508,,,,,,,,,,,,
319,2.658333,-2.462291,1.417332,3.491395,,,,,,,,,,,,
320,2.666667,-2.462065,1.417259,3.491695,,,,,,,,,,,,
321,2.675000,-2.462168,1.417212,3.491578,,,,,,,,,,,,
322,2.683333,-2.462238,1.417118,3.491460,,,,,,,,,,,,
323,2.691667,-2.462280,1.417222,3.491544,,,,,,,,,,,,
324,2.700000,-2.462213,1.417204,3.491538,,,,,,,,,,,,
325,2.708333,-2.462126,1.417276,3.491605,,,,,,,,,,,,
326,2.716667,-2.462149,1.417272,3.491596,,,,,,,,,,,,
327,2.725000,-2.462103,1.417147,3.491643,,,,,,,,,,,,
328,2.733333,-2.462095,1.417204,3.491590,,,,,,,,,,,,
329,2.741667,-2.462217,1.417293,3.491521,,,,,,,,,,,,
330,2.750000,-2.462159,1.417052,3.491650,,,,,,,,,,,,
331,2.758333,-2.462333,1.417243,3.491391,,,,,,,,,,,,
332,2.766667,-2.462374,1.417566,3.491395,,,,,,,,,,,,
333,2.775000,-2.462115,1.417199,3.491645,,,,,,,,,,,,
334,2.783333,-2.462182,1.417277,3.491466,,,,,,,,,,,,
335,2.791667,-2.462125,1.417234,3.491606,,,,,,,,,,,,
336,2.800000,-2.462118,1.417132,3.491647,,,,,,,,,,,,
337,2.808333,-2.462226,1.417274,3.491526,,,,,,,,,,,,
338,2.816667,-2.462065,1.417145,3.491692,,,,,,,,,,,,
339,2.825000,-2.462258,1.417250,3.491607,,,,,,,,,,,,
340,2.833333,-2.462255,1.417231,3.491534,,,,,,,,,,,,
341,2.841667,-2.462099,1.417088,3.491603,,,,,,,,,,,,
342,2.850000,-2.462212,1.417274,3.491524,,,,,,,,,,,,
343,2.858333,-2.462005,1.417103,3.491764,,,,,,,,,,,,
344,2.866667,-2.462146,1.417341,3.491460,,,,,,,,,,,,
345,2.875000,-2.462060,1.417126,3.491677,,,,,,,,,,,,
346,2.883333,-2.462009,1.417046,3.491631,,,,,,,,,,,,
347,2.891667,-2.462119,1.417137,3.491614,,,,,,,,,,,,
348,2.900000,-2.462241,1.417321,3.491526,,,,,,,,,,,,
349,2.908333,-2.462260,1.417314,3.491485,,,,,,,,,,,,
350,2.916667,-2.462349,1.417298,3.491397,,,,,,,,,,,,
351,2.925000,-2.462161,1.417126,3.491548,,,,,,,,,,,,
352,2.933333,-2.462105,1.417110,3.491625,,,,,,,,,,,,
353,2.941667,-2.462080,1.417138,3.491669,,,,,,,,,,,,
354,2.950000,-2.462012,1.416952,3.491753,,,,,,,,,,,,
355,2.958333,-2.462119,1.416984,3.491571,,,,,,,,,,,,
356,2.966667,-2.462144,1.417114,3.491656,,,,,,,,,,,,
357,2.975000,-2.462296,1.417390,3.491328,,,,,,,,,,,,
358,2.983333,-2.462402,1.417381,3.491452,,,,,,,,,,,,
359,2.991667,-2.462188,1.417361,3.491591,,,,,,,,,,,,
360,3.000000,-2.462283,1.417257,3.491499,,,,,,,,,,,,
361,3.008333,-2.462093,1.417383,3.491498,,,,,,,,,,,,
362,3.016667,-2.462176,1.417345,3.491569,,,,,,,,,,,,
363,3.025000,-2.462089,1.417294,3.491627,,,,,,,,,,,,
364,3.033333,-2.462162,1.417404,3.491673,,,,,,,,,,,,
365,3.041667,-2.462159,1.417307,3.491650,,,,,,,,,,,,
366,3.050000,-2.462036,1.417359,3.491642,,,,,,,,,,,,
367,3.058333,-2.462205,1.417241,3.491518,,,,,,,,,,,,
368,3.066667,-2.462083,1.417289,3.491614,,,,,,,,,,,,
369,3.075000,-2.462002,1.417123,3.491647,,,,,,,,,,,,
370,3.083333,-2.461958,1.417173,3.491751,,,,,,,,,,,,
371,3.091667,-2.462161,1.417192,3.491482,,,,,,,,,,,,
372,3.100000,-2.462021,1.417199,3.491697,,,,,,,,,,,,
373,3.108333,-2.462009,1.417269,3.491673,,,,,,,,,,,,
374,3.116667,-2.462290,1.417470,3.491446,,,,,,,,,,,,
375,3.125000,-2.462189,1.417310,3.491545,,,,,,,,,,,,
376,3.133333,-2.462172,1.417345,3.491452,,,,,,,,,,,,
377,3.141667,-2.462256,1.417359,3.491424,,,,,,,,,,,,
