Format Version,1.1,Take Name,Take 2016-04-06 08.07.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.39.119 PM,Total Frames,4607,Rotation Type,Quaternion

,,Marker,Marker,Marker
1811,15.091667,-3.591380,2.666559,-1.659035
1812,15.100000,-3.599226,2.679289,-1.653461
1813,15.108333,-3.606860,2.691847,-1.647687
1814,15.116667,-3.614683,2.704865,-1.641862
1815,15.125000,-3.622009,2.717745,-1.635718
1816,15.133333,-3.629647,2.730967,-1.629786
1817,15.141667,-3.636925,2.744291,-1.623415
1818,15.150000,-3.644463,2.757730,-1.616977
1819,15.158333,-3.651979,2.771822,-1.610414
1820,15.166667,-3.659379,2.785480,-1.603376
1821,15.175000,-3.666906,2.799719,-1.596360
1822,15.183333,-3.674511,2.814469,-1.589166
1823,15.191667,-3.682153,2.828916,-1.581697
1824,15.200000,-3.689383,2.843595,-1.573712
1825,15.208333,-3.696813,2.858397,-1.565876
1826,15.216667,-3.704292,2.873056,-1.557662
1827,15.225000,-3.711515,2.887410,-1.549250
1828,15.233333,-3.718825,2.901849,-1.540714
1829,15.241667,-3.726238,2.915832,-1.532134
1830,15.250000,-3.733298,2.929316,-1.523178
1831,15.258333,-3.740530,2.942511,-1.514287
1832,15.266667,-3.747533,2.955135,-1.505049
1833,15.275000,-3.754758,2.967645,-1.495888
1834,15.283333,-3.761957,2.979314,-1.486183
1835,15.291667,-3.769014,2.990408,-1.476405
1836,15.300000,-3.775910,3.001199,-1.466486
1837,15.308333,-3.783037,3.011492,-1.456393
1838,15.316667,-3.790038,3.021219,-1.446075
1839,15.325000,-3.797021,3.030358,-1.435590
1840,15.333333,-3.804016,3.039121,-1.424749
1841,15.341667,-3.811106,3.047268,-1.413754
1842,15.350000,-3.818272,3.054764,-1.402582
1843,15.358333,-3.825581,3.061745,-1.391226
1844,15.366667,-3.832626,3.067965,-1.379510
1845,15.375000,-3.839722,3.073605,-1.367582
1846,15.383333,-3.846793,3.078368,-1.355579
1847,15.391667,-3.853969,3.082573,-1.343404
1848,15.400000,-3.861105,3.086051,-1.330934
1849,15.408333,-3.868018,3.088875,-1.318269
1850,15.416667,-3.875026,3.090934,-1.305591
1851,15.425000,-3.881937,3.092186,-1.292626
1852,15.433333,-3.888824,3.092970,-1.279391
1853,15.441667,-3.895666,3.092775,-1.266218
1854,15.450000,-3.902367,3.091926,-1.252590
1855,15.458333,-3.909183,3.090460,-1.239116
1856,15.466667,-3.915855,3.088319,-1.225279
1857,15.475000,-3.922483,3.085341,-1.211354
1858,15.483333,-3.929125,3.081773,-1.197205
1859,15.491667,-3.935708,3.077595,-1.182979
1860,15.500000,-3.942207,3.072901,-1.168766
1861,15.508333,-3.948751,3.067429,-1.153953
1862,15.516667,-3.955173,3.061649,-1.139425
1863,15.525000,-3.961733,3.055046,-1.124621
1864,15.533333,-3.968080,3.047927,-1.109675
1865,15.541667,-3.974635,3.040311,-1.094785
1866,15.550000,-3.980902,3.032254,-1.079521
1867,15.558333,-3.987038,3.023535,-1.064365
1868,15.566667,-3.993066,3.014452,-1.048778
1869,15.575000,-3.999137,3.005128,-1.033416
1870,15.583333,-4.005307,2.995629,-1.017587
1871,15.591667,-4.011598,2.986107,-1.002130
1872,15.600000,-4.017193,2.976198,-0.985907
1873,15.608333,-4.023272,2.966182,-0.969903
1874,15.616667,-4.028933,2.956087,-0.953538
1875,15.625000,-4.034696,2.946029,-0.937436
1876,15.633333,-4.040508,2.936162,-0.920859
1877,15.641667,-4.046021,2.926349,-0.904246
1878,15.650000,-4.051666,2.916992,-0.887738
1879,15.658333,-4.056742,2.907388,-0.870598
1880,15.666667,-4.063581,2.899389,-0.854661
1881,15.675000,-4.068227,2.890378,-0.837243
1882,15.683333,-4.072964,2.881293,-0.819819
1883,15.691667,-4.077537,2.872560,-0.802366
1884,15.700000,-4.081797,2.863535,-0.784494
1885,15.708333,-4.086042,2.854259,-0.766628
1886,15.716667,-4.089570,2.844939,-0.748314
1887,15.725000,-4.093238,2.835571,-0.730272
1888,15.733333,-4.096701,2.825945,-0.711996
1889,15.741667,-4.100204,2.816380,-0.693920
1890,15.750000,-4.103211,2.806464,-0.675686
1891,15.758333,-4.105640,2.796270,-0.657204
1892,15.766667,-4.108188,2.786032,-0.638726
1893,15.775000,-4.110427,2.775738,-0.620165
1894,15.783333,-4.112537,2.765238,-0.601637
1895,15.791667,-4.114527,2.754540,-0.583301
1896,15.800000,-4.116488,2.743916,-0.564769
1897,15.808333,-4.118267,2.733121,-0.546040
1898,15.816667,-4.120000,2.722477,-0.527710
1899,15.825000,-4.121466,2.711599,-0.509057
1900,15.833333,-4.122684,2.700728,-0.490212
1901,15.841667,-4.123779,2.689792,-0.471423
1902,15.850000,-4.124677,2.679119,-0.452559
1903,15.858333,-4.125347,2.668494,-0.433478
1904,15.866667,-4.126392,2.657868,-0.414936
1905,15.875000,-4.126901,2.647253,-0.396055
1906,15.883333,-4.127321,2.636795,-0.376909
1907,15.891667,-4.128257,2.626438,-0.358743
1908,15.900000,-4.128583,2.615909,-0.339647
1909,15.908333,-4.128645,2.605321,-0.320931
1910,15.916667,-4.129127,2.594820,-0.302427
1911,15.925000,-4.129117,2.584216,-0.283667
1912,15.933333,-4.129226,2.573634,-0.264961
1913,15.941667,-4.129074,2.562970,-0.246266
1914,15.950000,-4.128925,2.553340,-0.225627
1915,15.958333,-4.129091,2.541889,-0.208856
1916,15.966667,-4.129143,2.531576,-0.190011
1917,15.975000,-4.129242,2.521438,-0.171262
1918,15.983333,-4.129310,2.511390,-0.152661
1919,15.991667,-4.129218,2.501633,-0.133672
1920,16.000000,-4.128900,2.491831,-0.114737
1921,16.008333,-4.128769,2.482332,-0.096149
1922,16.016667,-4.128768,2.473087,-0.077516
1923,16.025000,-4.128381,2.464113,-0.058486
1924,16.033333,-4.128557,2.455295,-0.039802
1925,16.041667,-4.128256,2.446355,-0.020838
1926,16.050000,-4.128119,2.437476,-0.002054
1927,16.058333,-4.128427,2.429238,0.016452
1928,16.066667,-4.127750,2.420567,0.035776
1929,16.075000,-4.127669,2.412269,0.054371
1930,16.083333,-4.127719,2.404424,0.072885
1931,16.091667,-4.125962,2.394168,0.091703
1932,16.100000,-4.127757,2.389740,0.111538
1933,16.108333,-4.127868,2.380972,0.129541
1934,16.116667,-4.127883,2.373533,0.148350
1935,16.125000,-4.127514,2.366110,0.167640
1936,16.133333,-4.127390,2.358957,0.186509
1937,16.141667,-4.127238,2.352003,0.205374
1938,16.150000,-4.127102,2.345245,0.224138
1939,16.158333,-4.126937,2.339583,0.244189
1940,16.166667,-4.126873,2.332118,0.261934
1941,16.175000,-4.126959,2.325635,0.280388
1942,16.183333,-4.126660,2.319405,0.299518
1943,16.191667,-4.126512,2.313014,0.318119
1944,16.200000,-4.126101,2.306806,0.336986
1945,16.208333,-4.126390,2.301656,0.357131
1946,16.216667,-4.126221,2.295643,0.375759
1947,16.225000,-4.126450,2.288967,0.393174
1948,16.233333,-4.126193,2.283995,0.413372
1949,16.241667,-4.126274,2.277159,0.430391
1950,16.250000,-4.125976,2.271678,0.449403
1951,16.258333,-4.126020,2.265752,0.467888
1952,16.266667,-4.125824,2.260990,0.487594
1953,16.275000,-4.125472,2.255099,0.506133
1954,16.283333,-4.125106,2.249153,0.524661
1955,16.291667,-4.124784,2.243360,0.542709
1956,16.300000,-4.123814,2.236395,0.559961
1957,16.308333,-4.123217,2.230287,0.578082
1958,16.316667,-4.122619,2.224185,0.596044
1959,16.325000,-4.121538,2.217879,0.614017
1960,16.333333,-4.120709,2.211683,0.631777
1961,16.341667,-4.119337,2.205276,0.649540
1962,16.350000,-4.118342,2.199035,0.666994
1963,16.358333,-4.116920,2.192739,0.684435
1964,16.366667,-4.115237,2.186259,0.701696
1965,16.375000,-4.113034,2.179681,0.718942
1966,16.383333,-4.110666,2.173261,0.735894
1967,16.391667,-4.108624,2.167016,0.752906
1968,16.400000,-4.105957,2.160638,0.769586
1969,16.408333,-4.103153,2.154274,0.786175
1970,16.416667,-4.100538,2.148316,0.802428
1971,16.425000,-4.097151,2.142269,0.818771
1972,16.433333,-4.094079,2.136174,0.834452
1973,16.441667,-4.090103,2.130219,0.850557
1974,16.450000,-4.086274,2.124351,0.866146
1975,16.458333,-4.082451,2.118776,0.881286
1976,16.466667,-4.078056,2.113195,0.896412
1977,16.475000,-4.073176,2.107654,0.911413
1978,16.483333,-4.068153,2.102162,0.926069
1979,16.491667,-4.063364,2.097005,0.940066
1980,16.500000,-4.058314,2.091788,0.953888
1981,16.508333,-4.052679,2.086693,0.967539
1982,16.516667,-4.046951,2.081779,0.980974
1983,16.525000,-4.040941,2.076897,0.994122
1984,16.533333,-4.034593,2.072156,1.006969
1985,16.541667,-4.028152,2.067408,1.019355
1986,16.550000,-4.021801,2.062706,1.031329
1987,16.558333,-4.015298,2.059304,1.044237
1988,16.566667,-4.007351,2.053377,1.054630
1989,16.575000,-4.001401,2.051593,1.068003
1990,16.583333,-3.992994,2.045640,1.077314
1991,16.591667,-3.985399,2.042090,1.088435
1992,16.600000,-3.978402,2.040034,1.100520
1993,16.608333,-3.969957,2.035854,1.110225
1994,16.616667,-3.961924,2.032556,1.120766
1995,16.625000,-3.953214,2.029631,1.131319
1996,16.633333,-3.944629,2.026802,1.141713
1997,16.641667,-3.935520,2.023993,1.152159
1998,16.650000,-3.926845,2.021327,1.161749
1999,16.658333,-3.917780,2.018399,1.171394
2000,16.666667,-3.907827,2.015429,1.181304
2001,16.675000,-3.898598,2.014022,1.192034
2002,16.683333,-3.888401,2.010168,1.200403
2003,16.691667,-3.878904,2.007485,1.209406
2004,16.700000,-3.868750,2.004786,1.218850
2005,16.708333,-3.858450,2.002064,1.227656
2006,16.716667,-3.847831,1.999572,1.236709
2007,16.725000,-3.837007,1.997047,1.245511
2008,16.733333,-3.825901,1.994562,1.254378
2009,16.741667,-3.814764,1.992019,1.262823
2010,16.750000,-3.803248,1.989248,1.271531
2011,16.758333,-3.791691,1.986693,1.279790
2012,16.766667,-3.780548,1.984965,1.288648
2013,16.775000,-3.768190,1.981317,1.295754
2014,16.783333,-3.756447,1.978950,1.303600
2015,16.791667,-3.743440,1.976279,1.311977
2016,16.800000,-3.731371,1.973899,1.319434
2017,16.808333,-3.718355,1.971486,1.327078
2018,16.816667,-3.705549,1.969156,1.334594
2019,16.825000,-3.691805,1.966900,1.342366
2020,16.833333,-3.678621,1.964829,1.349630
2021,16.841667,-3.664566,1.962917,1.357024
2022,16.850000,-3.650620,1.960653,1.364175
2023,16.858333,-3.636439,1.958712,1.371186
2024,16.866667,-3.622366,1.956821,1.377970
2025,16.875000,-3.607013,1.954884,1.385131
2026,16.883333,-3.592904,1.952832,1.391232
2027,16.891667,-3.577530,1.950769,1.397761
2028,16.900000,-3.562774,1.948754,1.403837
2029,16.908333,-3.546967,1.946663,1.410293
2030,16.916667,-3.531905,1.944550,1.416021
2031,16.925000,-3.516031,1.942748,1.422138
2032,16.933333,-3.499947,1.940491,1.427767
2033,16.941667,-3.483941,1.938434,1.433402
2034,16.950000,-3.467497,1.936320,1.438961
2035,16.958333,-3.451074,1.934170,1.443958
2036,16.966667,-3.434345,1.932040,1.449169
2037,16.975000,-3.417292,1.929929,1.454402
2038,16.983333,-3.400372,1.927748,1.459147
2039,16.991667,-3.382955,1.925952,1.463941
2040,17.000000,-3.365261,1.923888,1.468844
2041,17.008333,-3.347948,1.921940,1.472927
2042,17.016667,-3.329947,1.919960,1.477389
2043,17.025000,-3.311970,1.917970,1.481674
2044,17.033333,-3.293527,1.916204,1.485802
2045,17.041667,-3.275171,1.914279,1.489672
2046,17.050000,-3.256489,1.912473,1.493307
2047,17.058333,-3.237393,1.910636,1.497048
2048,17.066667,-3.218585,1.908796,1.500507
2049,17.075000,-3.199332,1.906895,1.503748
2050,17.083333,-3.179824,1.904816,1.506914
2051,17.091667,-3.160463,1.903261,1.509829
2052,17.100000,-3.140605,1.901300,1.512773
2053,17.108333,-3.120533,1.899239,1.515349
2054,17.116667,-3.101045,1.897481,1.517643
2055,17.125000,-3.080681,1.895470,1.520140
2056,17.133333,-3.060698,1.893484,1.521936
2057,17.141667,-3.040467,1.891588,1.523840
2058,17.150000,-3.020066,1.889065,1.525717
2059,17.158333,-2.999907,1.886865,1.526759
2060,17.166667,-2.979056,1.884515,1.528259
2061,17.175000,-2.958702,1.881710,1.529296
2062,17.183333,-2.938163,1.879219,1.529953
2063,17.191667,-2.917664,1.876118,1.530303
2064,17.200000,-2.897005,1.872989,1.530611
2065,17.208333,-2.876711,1.869855,1.530647
2066,17.216667,-2.856492,1.866271,1.530085
2067,17.225000,-2.835866,1.863431,1.530215
2068,17.233333,-2.815544,1.859436,1.529138
2069,17.241667,-2.795259,1.855907,1.527949
2070,17.250000,-2.774643,1.853274,1.527505
2071,17.258333,-2.754043,1.849872,1.526045
2072,17.266667,-2.733716,1.846148,1.524203
2073,17.275000,-2.712848,1.843478,1.523276
2074,17.283333,-2.692074,1.840370,1.521504
2075,17.291667,-2.672261,1.837517,1.519554
2076,17.300000,-2.650820,1.833766,1.517026
2077,17.308333,-2.630180,1.830606,1.514794
2078,17.316667,-2.609438,1.826871,1.511506
2079,17.325000,-2.589090,1.823775,1.508490
2080,17.333333,-2.568458,1.821426,1.506403
2081,17.341667,-2.548298,1.818889,1.503384
2082,17.350000,-2.527220,1.814882,1.499235
2083,17.358333,-2.507548,1.812325,1.494941
2084,17.366667,-2.486730,1.810250,1.492647
2085,17.375000,-2.465746,1.807362,1.488377
2086,17.383333,-2.445707,1.805034,1.484486
2087,17.391667,-2.425564,1.801975,1.478694
2088,17.400000,-2.404822,1.800113,1.475702
2089,17.408333,-2.383825,1.797171,1.470733
2090,17.416667,-2.364103,1.795494,1.466236
2091,17.425000,-2.342610,1.792751,1.461326
2092,17.433333,-2.322151,1.791047,1.455820
2093,17.441667,-2.303717,1.789978,1.449238
2094,17.450000,-2.282153,1.788432,1.445680
2095,17.458333,-2.260672,1.786351,1.439891
2096,17.466667,-2.241258,1.786047,1.434685
2097,17.475000,-2.221310,1.784302,1.427400
2098,17.483333,-2.200257,1.783889,1.423421
2099,17.491667,-2.181304,1.783110,1.415481
2100,17.500000,-2.160327,1.782068,1.410012
2101,17.508333,-2.140281,1.781878,1.403967
2102,17.516667,-2.120168,1.781407,1.397551
2103,17.525000,-2.099708,1.780944,1.391402
2104,17.533333,-2.078768,1.780742,1.385636
2105,17.541667,-2.058874,1.780747,1.379280
2106,17.550000,-2.038201,1.781301,1.373476
2107,17.558333,-2.017977,1.781024,1.366796
2108,17.566667,-1.998347,1.782124,1.360452
2109,17.575000,-1.977647,1.782158,1.354112
2110,17.583333,-1.958150,1.782619,1.347895
2111,17.591667,-1.937622,1.782860,1.341944
2112,17.600000,-1.918292,1.783222,1.335709
2113,17.608333,-1.899606,1.783030,1.329109
2114,17.616667,-1.880472,1.783365,1.322809
2115,17.625000,-1.860479,1.783574,1.318495
2116,17.633333,-1.842871,1.783493,1.310230
2117,17.641667,-1.823943,1.783945,1.304301
2118,17.650000,-1.804784,1.784180,1.298601
2119,17.658333,-1.786974,1.785178,1.292123
2120,17.666667,-1.768260,1.786052,1.286387
2121,17.675000,-1.748796,1.787181,1.282445
2122,17.683333,-1.731313,1.788132,1.275011
2123,17.691667,-1.712539,1.789196,1.269559
2124,17.700000,-1.693264,1.790376,1.266263
2125,17.708333,-1.675511,1.791707,1.259012
2126,17.716667,-1.656355,1.793879,1.255265
2127,17.725000,-1.638065,1.795368,1.248913
2128,17.733333,-1.619148,1.797549,1.245394
2129,17.741667,-1.601310,1.799794,1.239100
2130,17.750000,-1.581866,1.802534,1.236082
2131,17.758333,-1.563286,1.805299,1.231428
2132,17.766667,-1.543521,1.807316,1.226024
2133,17.775000,-1.524682,1.810876,1.222625
2134,17.783333,-1.505928,1.814294,1.218484
2135,17.791667,-1.487558,1.817998,1.213489
2136,17.800000,-1.468588,1.822153,1.209428
2137,17.808333,-1.450951,1.827675,1.206468
2138,17.816667,-1.431267,1.831615,1.202807
2139,17.825000,-1.413281,1.836402,1.198675
2140,17.833333,-1.394346,1.841819,1.195328
2141,17.841667,-1.376870,1.847913,1.191260
2142,17.850000,-1.358665,1.853685,1.187423
2143,17.858333,-1.340484,1.859779,1.183581
2144,17.866667,-1.321988,1.866103,1.180067
2145,17.875000,-1.303827,1.872777,1.176372
2146,17.883333,-1.285971,1.879559,1.172426
2147,17.891667,-1.268058,1.886565,1.168681
2148,17.900000,-1.249451,1.893635,1.164928
2149,17.908333,-1.232243,1.900907,1.160801
2150,17.916667,-1.213911,1.907846,1.156749
2151,17.925000,-1.196760,1.916000,1.152862
2152,17.933333,-1.178731,1.922857,1.147503
2153,17.941667,-1.161511,1.931000,1.143444
2154,17.950000,-1.143121,1.938199,1.139774
2155,17.958333,-1.126693,1.947689,1.135958
2156,17.966667,-1.108107,1.954931,1.131057
2157,17.975000,-1.091332,1.963869,1.126894
2158,17.983333,-1.074142,1.972674,1.122245
2159,17.991667,-1.057720,1.981570,1.116302
2160,18.000000,-1.041020,1.991557,1.112648
2161,18.008333,-1.023628,2.000451,1.107899
2162,18.016667,-1.007219,2.010151,1.102587
2163,18.025000,-0.991275,2.019980,1.096158
2164,18.033333,-0.974587,2.030061,1.091027
2165,18.041667,-0.958348,2.040767,1.085883
2166,18.050000,-0.942306,2.052020,1.079752
2167,18.058333,-0.927199,2.063781,1.073957
2168,18.066667,-0.910188,2.075314,1.069150
2169,18.075000,-0.895637,2.088306,1.062484
2170,18.083333,-0.880177,2.101068,1.056755
2171,18.091667,-0.865112,2.114273,1.050825
2172,18.100000,-0.849999,2.128096,1.044918
2173,18.108333,-0.835730,2.142413,1.038881
2174,18.116667,-0.820908,2.156616,1.032822
2175,18.125000,-0.806601,2.171366,1.026774
2176,18.133333,-0.791875,2.186166,1.021219
2177,18.141667,-0.778724,2.201858,1.014513
2178,18.150000,-0.764978,2.217293,1.008797
2179,18.158333,-0.750922,2.232284,1.003602
2180,18.166667,-0.737105,2.248109,0.998257
2181,18.175000,-0.725068,2.264100,0.991610
2182,18.183333,-0.712613,2.279962,0.985607
2183,18.191667,-0.699598,2.295830,0.980187
2184,18.200000,-0.686024,2.311602,0.974962
2185,18.208333,-0.673648,2.327621,0.969199
2186,18.216667,-0.660677,2.343400,0.964231
2187,18.225000,-0.648648,2.359663,0.958308
2188,18.233333,-0.635193,2.375254,0.953206
2189,18.241667,-0.622584,2.390993,0.947952
2190,18.250000,-0.610267,2.406419,0.942825
2191,18.258333,-0.596908,2.421290,0.938179
2192,18.266667,-0.583883,2.436148,0.932844
2193,18.275000,-0.570636,2.450550,0.928063
2194,18.283333,-0.557510,2.464586,0.923452
2195,18.291667,-0.544196,2.478012,0.918449
2196,18.300000,-0.530208,2.491065,0.913926
2197,18.308333,-0.516781,2.503739,0.909051
2198,18.316667,-0.502751,2.516023,0.904370
2199,18.325000,-0.488111,2.527306,0.900407
2200,18.333333,-0.473982,2.538659,0.895788
2201,18.341667,-0.460361,2.549567,0.891239
2202,18.350000,-0.445222,2.559332,0.887211
2203,18.358333,-0.430708,2.568716,0.883040
2204,18.366667,-0.416431,2.577650,0.878451
2205,18.375000,-0.402148,2.586032,0.873994
2206,18.383333,-0.386768,2.593284,0.869934
2207,18.391667,-0.371331,2.599865,0.865898
2208,18.400000,-0.356319,2.606140,0.861862
2209,18.408333,-0.340983,2.611642,0.857814
2210,18.416667,-0.325773,2.616632,0.853663
2211,18.425000,-0.310402,2.621002,0.849833
2212,18.433333,-0.295257,2.624664,0.845662
2213,18.441667,-0.279913,2.627717,0.841817
2214,18.450000,-0.264264,2.630292,0.837863
2215,18.458333,-0.248465,2.632242,0.834000
2216,18.466667,-0.233088,2.633676,0.830190
2217,18.475000,-0.217278,2.634456,0.826586
2218,18.483333,-0.201251,2.634709,0.822786
2219,18.491667,-0.185852,2.634513,0.819471
2220,18.500000,-0.169777,2.633593,0.816034
2221,18.508333,-0.154230,2.632401,0.812750
2222,18.516667,-0.138389,2.630203,0.809362
2223,18.525000,-0.122680,2.627793,0.806198
2224,18.533333,-0.106751,2.624908,0.802998
2225,18.541667,-0.091044,2.621611,0.800211
2226,18.550000,-0.075179,2.618115,0.797054
2227,18.558333,-0.059414,2.614439,0.794391
2228,18.566667,-0.043773,2.610253,0.791521
2229,18.575000,-0.028053,2.605739,0.788609
2230,18.583333,-0.012267,2.601000,0.786280
2231,18.591667,0.003154,2.596028,0.783524
2232,18.600000,0.018775,2.590868,0.780974
2233,18.608333,0.034582,2.585512,0.778778
2234,18.616667,0.050406,2.580002,0.776523
2235,18.625000,0.066105,2.574399,0.774327
2236,18.633333,0.081644,2.568610,0.772258
2237,18.641667,0.097153,2.562445,0.770420
2238,18.650000,0.112738,2.556096,0.768371
2239,18.658333,0.128115,2.549589,0.766722
2240,18.666667,0.143559,2.542609,0.764895
2241,18.675000,0.158984,2.535463,0.763193
2242,18.683333,0.174020,2.528097,0.761435
2243,18.691667,0.189269,2.520325,0.759887
2244,18.700000,0.204343,2.512354,0.758362
2245,18.708333,0.219064,2.504059,0.757088
2246,18.716667,0.233668,2.495561,0.755754
2247,18.725000,0.248320,2.487021,0.754315
2248,18.733333,0.263827,2.477982,0.753246
2249,18.741667,0.278915,2.468843,0.751927
2250,18.750000,0.294233,2.459563,0.751021
2251,18.758333,0.309094,2.450474,0.750288
2252,18.766667,0.323897,2.441451,0.749281
2253,18.775000,0.338758,2.432262,0.748081
2254,18.783333,0.353762,2.422808,0.746953
2255,18.791667,0.368794,2.413764,0.745765
2256,18.800000,0.384802,2.404382,0.744992
2257,18.808333,0.400280,2.394815,0.744222
