Format Version,1.1,Take Name,Take 2016-04-06 08.07.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.39.119 PM,Total Frames,4607,Rotation Type,Quaternion

,,Marker,Marker,Marker
1210,10.083333,,,
1211,10.091667,1.127609,2.646611,3.431957
1212,10.100000,,,
1213,10.108333,1.157986,2.634055,3.406087
1214,10.116667,,,
1215,10.125000,,,
1216,10.133333,1.204642,2.615245,3.366045
1217,10.141667,,,
1218,10.150000,1.235738,2.601139,3.338827
1219,10.158333,,,
1220,10.166667,,,
1221,10.175000,,,
1222,10.183333,,,
1223,10.191667,,,
1224,10.200000,,,
1225,10.208333,,,
1226,10.216667,1.356509,2.541233,3.222219
1227,10.225000,1.371995,2.533684,3.207186
1228,10.233333,,,
1229,10.241667,,,
1230,10.250000,,,
1231,10.258333,1.429840,2.500671,3.144742
1232,10.266667,,,
1233,10.275000,1.458051,2.483960,3.112537
1234,10.283333,,,
1235,10.291667,1.487795,2.465971,3.081494
1236,10.300000,,,
1237,10.308333,,,
1238,10.316667,,,
1239,10.325000,1.544035,2.429908,3.016448
1240,10.333333,,,
1241,10.341667,,,
1242,10.350000,,,
1243,10.358333,1.600695,2.392951,2.951769
1244,10.366667,,,
1245,10.375000,1.629397,2.375294,2.919214
1246,10.383333,,,
1247,10.391667,,,
1248,10.400000,,,
1249,10.408333,1.684470,2.339470,2.851710
1250,10.416667,,,
1251,10.425000,1.712202,2.321911,2.817526
1252,10.433333,,,
1253,10.441667,,,
1254,10.450000,,,
1255,10.458333,,,
1256,10.466667,,,
1257,10.475000,,,
1258,10.483333,,,
1259,10.491667,,,
1260,10.500000,,,
1261,10.508333,,,
1262,10.516667,,,
1263,10.525000,1.871282,2.228108,2.599604
1264,10.533333,,,
1265,10.541667,,,
1266,10.550000,,,
1267,10.558333,,,
1268,10.566667,,,
1269,10.575000,,,
1270,10.583333,,,
1271,10.591667,,,
1272,10.600000,,,
1273,10.608333,,,
1274,10.616667,,,
1275,10.625000,,,
1276,10.633333,,,
1277,10.641667,2.026566,2.135637,2.319436
1278,10.650000,2.034393,2.130527,2.298124
1279,10.658333,2.042438,2.125661,2.276846
1280,10.666667,2.050447,2.120670,2.254848
1281,10.675000,2.057075,2.116211,2.233272
1282,10.683333,2.064600,2.111343,2.211159
1283,10.691667,2.071026,2.107266,2.189342
1284,10.700000,2.077450,2.103385,2.166582
1285,10.708333,2.083210,2.099453,2.144566
1286,10.716667,2.088661,2.095903,2.122058
1287,10.725000,2.093842,2.092395,2.100071
1288,10.733333,2.098951,2.089384,2.077290
1289,10.741667,2.101949,2.087829,2.055221
1290,10.750000,2.107592,2.083720,2.032229
1291,10.758333,2.111033,2.081140,2.010036
1292,10.766667,2.114434,2.078858,1.987265
1293,10.775000,2.117589,2.076983,1.964763
1294,10.783333,2.120040,2.074862,1.942641
1295,10.791667,2.122235,2.073107,1.919987
1296,10.800000,2.124280,2.071957,1.897483
1297,10.808333,2.125481,2.070976,1.875393
1298,10.816667,2.126866,2.069899,1.853130
1299,10.825000,2.127932,2.069757,1.830615
1300,10.833333,2.128003,2.070121,1.808841
1301,10.841667,2.128470,2.070197,1.786497
1302,10.850000,2.128767,2.070725,1.764252
1303,10.858333,2.129137,2.071432,1.742098
1304,10.866667,2.129058,2.072603,1.719863
1305,10.875000,2.128102,2.075261,1.698466
1306,10.883333,2.128274,2.076098,1.676442
1307,10.891667,2.127913,2.078181,1.654280
1308,10.900000,2.126687,2.081240,1.632511
1309,10.908333,2.126993,2.082734,1.610305
1310,10.916667,2.126069,2.085687,1.588752
1311,10.925000,2.125003,2.088506,1.567145
1312,10.933333,2.124300,2.091988,1.545388
1313,10.941667,2.122474,2.095969,1.524123
1314,10.950000,2.121488,2.098887,1.502801
1315,10.958333,2.120264,2.102629,1.481546
1316,10.966667,2.119411,2.106071,1.459978
1317,10.975000,2.117994,2.110246,1.439074
1318,10.983333,2.116951,2.114126,1.417870
1319,10.991667,2.115429,2.117738,1.396917
1320,11.000000,2.113945,2.122051,1.376143
1321,11.008333,2.112847,2.126081,1.355357
1322,11.016667,2.110746,2.129953,1.334752
1323,11.025000,2.109388,2.133783,1.314205
1324,11.033333,2.107321,2.138225,1.293463
1325,11.041667,2.105125,2.141747,1.273285
1326,11.050000,2.105167,2.144950,1.252906
1327,11.058333,2.102253,2.149255,1.233245
1328,11.066667,2.099760,2.153008,1.212852
1329,11.075000,2.098367,2.156383,1.193099
1330,11.083333,2.097886,2.159308,1.173273
1331,11.091667,2.094421,2.164457,1.153545
1332,11.100000,2.092952,2.168126,1.134115
1333,11.108333,2.091693,2.172050,1.114364
1334,11.116667,2.089046,2.176900,1.094772
1335,11.125000,2.086976,2.180983,1.074598
1336,11.133333,2.085381,2.185638,1.055068
1337,11.141667,2.083086,2.190149,1.034929
1338,11.150000,2.080901,2.194238,1.015332
1339,11.158333,2.079736,2.198790,0.996407
1340,11.166667,2.077503,2.203576,0.976643
1341,11.175000,2.075586,2.207918,0.957590
1342,11.183333,2.074183,2.212668,0.938430
1343,11.191667,2.072095,2.217314,0.918989
1344,11.200000,2.068974,2.222645,0.899150
1345,11.208333,2.067742,2.227089,0.880123
1346,11.216667,2.065125,2.232236,0.861283
1347,11.225000,2.062751,2.237105,0.842667
1348,11.233333,2.061537,2.241943,0.824211
1349,11.241667,2.058376,2.247175,0.805047
1350,11.250000,2.055754,2.252345,0.786025
1351,11.258333,2.054146,2.257507,0.766918
1352,11.266667,2.051700,2.262356,0.748636
1353,11.275000,2.050607,2.267224,0.730327
1354,11.283333,2.047589,2.272335,0.711908
1355,11.291667,2.044147,2.277593,0.692772
1356,11.300000,2.041459,2.282630,0.674881
1357,11.308333,2.039928,2.287714,0.657282
1358,11.316667,2.036955,2.293105,0.639075
1359,11.325000,2.034006,2.297558,0.620339
1360,11.333333,2.030803,2.302866,0.602535
1361,11.341667,2.028407,2.308251,0.585156
1362,11.350000,2.024821,2.313653,0.566837
1363,11.358333,2.021455,2.318413,0.548766
1364,11.366667,2.018970,2.323702,0.531367
1365,11.375000,2.016063,2.328671,0.514362
1366,11.383333,2.012174,2.333878,0.495819
1367,11.391667,2.008361,2.339146,0.477782
1368,11.400000,2.005776,2.344075,0.460730
1369,11.408333,2.002326,2.348969,0.442899
1370,11.416667,1.997846,2.354656,0.424819
1371,11.425000,1.994070,2.359741,0.406624
1372,11.433333,1.991067,2.364510,0.390018
1373,11.441667,1.987143,2.369842,0.371831
1374,11.450000,1.982423,2.375270,0.353560
1375,11.458333,1.978942,2.379735,0.336945
1376,11.466667,1.974765,2.384771,0.319394
1377,11.475000,1.969889,2.390043,0.301376
1378,11.483333,1.965852,2.394594,0.284665
1379,11.491667,1.961931,2.399800,0.267608
1380,11.500000,1.956546,2.404788,0.249724
1381,11.508333,1.951997,2.409463,0.232874
1382,11.516667,1.947748,2.414682,0.216430
1383,11.525000,1.942326,2.419448,0.198767
1384,11.533333,1.937395,2.424464,0.181951
1385,11.541667,1.932719,2.429492,0.165834
1386,11.550000,1.927383,2.434045,0.148624
1387,11.558333,1.922349,2.439645,0.132167
1388,11.566667,1.917260,2.444314,0.116094
1389,11.575000,1.911402,2.449536,0.099348
1390,11.583333,1.906484,2.454851,0.083926
1391,11.591667,1.900146,2.459866,0.067161
1392,11.600000,1.894489,2.465609,0.051730
1393,11.608333,1.888785,2.470387,0.035505
1394,11.616667,1.882951,2.475927,0.020460
1395,11.625000,1.876579,2.481291,0.004669
1396,11.633333,1.871589,2.486186,-0.009770
1397,11.641667,1.864620,2.491992,-0.025481
1398,11.650000,1.858752,2.497272,-0.039458
1399,11.658333,1.852368,2.502643,-0.055062
1400,11.666667,1.845932,2.508560,-0.069318
1401,11.675000,1.839465,2.513890,-0.083613
1402,11.683333,1.832876,2.519951,-0.098297
1403,11.691667,1.826824,2.525371,-0.111905
1404,11.700000,1.819937,2.531281,-0.126502
1405,11.708333,1.812813,2.537539,-0.140606
1406,11.716667,1.806788,2.543299,-0.153478
1407,11.725000,1.799454,2.549517,-0.167786
1408,11.733333,1.792451,2.555871,-0.181849
1409,11.741667,1.785442,2.561827,-0.194654
1410,11.750000,1.778545,2.568356,-0.207848
1411,11.758333,1.771431,2.574720,-0.221638
1412,11.766667,1.764585,2.580867,-0.234567
1413,11.775000,1.757485,2.587354,-0.247160
1414,11.783333,1.750276,2.593718,-0.259410
1415,11.791667,1.743163,2.600131,-0.272851
1416,11.800000,1.735669,2.606994,-0.285992
1417,11.808333,1.728057,2.613655,-0.298613
1418,11.816667,1.720714,2.620049,-0.310707
1419,11.825000,1.712768,2.626962,-0.323199
1420,11.833333,1.705882,2.633423,-0.335213
1421,11.841667,1.697804,2.639953,-0.347850
1422,11.850000,1.689915,2.646700,-0.360128
1423,11.858333,1.682274,2.653369,-0.372042
1424,11.866667,1.674239,2.659808,-0.383560
1425,11.875000,1.667178,2.666328,-0.395088
1426,11.883333,1.658555,2.673259,-0.406420
1427,11.891667,1.650476,2.679719,-0.417756
1428,11.900000,1.642886,2.686486,-0.428535
1429,11.908333,1.634481,2.692932,-0.439316
1430,11.916667,1.625936,2.699857,-0.450321
1431,11.925000,1.618013,2.706534,-0.460699
1432,11.933333,1.609376,2.713150,-0.470935
1433,11.941667,1.600807,2.720110,-0.481233
1434,11.950000,1.592409,2.726842,-0.491430
1435,11.958333,1.583618,2.733575,-0.501241
1436,11.966667,1.575008,2.740724,-0.511294
1437,11.975000,1.566719,2.747353,-0.520631
1438,11.983333,1.557616,2.754916,-0.529971
1439,11.991667,1.549343,2.761792,-0.539147
1440,12.000000,1.539814,2.769111,-0.548914
1441,12.008333,1.530641,2.776697,-0.558598
1442,12.016667,1.520736,2.784157,-0.568442
1443,12.025000,1.511902,2.791495,-0.577530
1444,12.033333,1.502188,2.799192,-0.586653
1445,12.041667,1.492726,2.807028,-0.595842
1446,12.050000,1.482233,2.814484,-0.605612
1447,12.058333,1.471807,2.822447,-0.615419
1448,12.066667,1.461542,2.829872,-0.625139
1449,12.075000,1.451457,2.837214,-0.634805
1450,12.083333,1.440897,2.844790,-0.644163
1451,12.091667,1.430440,2.851991,-0.653532
1452,12.100000,1.419523,2.859102,-0.663378
1453,12.108333,1.409242,2.865867,-0.673316
1454,12.116667,1.397568,2.872587,-0.683309
1455,12.125000,1.387296,2.879070,-0.693159
1456,12.133333,1.375563,2.885023,-0.703368
1457,12.141667,1.364310,2.890874,-0.713401
1458,12.150000,1.353681,2.896298,-0.723411
1459,12.158333,1.341911,2.901300,-0.733479
1460,12.166667,1.330204,2.905830,-0.743476
1461,12.175000,1.319368,2.909914,-0.753637
1462,12.183333,1.307530,2.913596,-0.763577
1463,12.191667,1.296278,2.916355,-0.773498
1464,12.200000,1.284254,2.918890,-0.783581
1465,12.208333,1.272478,2.920733,-0.793579
1466,12.216667,1.261051,2.921789,-0.803399
1467,12.225000,1.249238,2.922659,-0.813514
1468,12.233333,1.237387,2.922691,-0.823406
1469,12.241667,1.225355,2.922331,-0.833869
1470,12.250000,1.213171,2.921499,-0.844091
1471,12.258333,1.201212,2.920052,-0.854555
1472,12.266667,1.189356,2.917969,-0.864750
1473,12.275000,1.176859,2.915348,-0.874953
1474,12.283333,1.164109,2.912524,-0.885674
1475,12.291667,1.152066,2.908898,-0.896330
1476,12.300000,1.140043,2.904835,-0.906450
1477,12.308333,1.126727,2.900312,-0.916931
1478,12.316667,1.113845,2.895175,-0.928072
1479,12.325000,1.102050,2.889539,-0.938572
1480,12.333333,1.089240,2.883660,-0.949249
1481,12.341667,1.076512,2.877167,-0.960342
1482,12.350000,1.063177,2.870514,-0.971115
1483,12.358333,1.050428,2.863343,-0.982387
1484,12.366667,1.037701,2.855528,-0.993296
1485,12.375000,1.024439,2.848125,-1.004642
1486,12.383333,1.011705,2.839962,-1.015578
1487,12.391667,0.997934,2.831960,-1.027178
1488,12.400000,0.984588,2.824057,-1.038419
1489,12.408333,0.971018,2.815513,-1.049886
1490,12.416667,0.957284,2.807450,-1.061386
1491,12.425000,0.943518,2.798959,-1.072987
1492,12.433333,0.929503,2.790479,-1.084157
1493,12.441667,0.915566,2.782499,-1.095881
1494,12.450000,0.901490,2.773943,-1.107441
1495,12.458333,0.887072,2.766016,-1.118869
1496,12.466667,0.872566,2.757818,-1.130327
1497,12.475000,0.858133,2.749764,-1.141731
1498,12.483333,0.843257,2.742007,-1.153031
1499,12.491667,0.828680,2.733811,-1.164053
1500,12.500000,0.813754,2.725830,-1.174970
1501,12.508333,0.799233,2.718099,-1.186169
1502,12.516667,0.784394,2.709761,-1.196604
1503,12.525000,0.769755,2.701858,-1.207515
1504,12.533333,0.754784,2.693595,-1.217672
1505,12.541667,0.740187,2.685598,-1.228056
1506,12.550000,0.725322,2.677037,-1.238216
1507,12.558333,0.710855,2.668883,-1.248039
1508,12.566667,0.695854,2.660265,-1.258086
1509,12.575000,0.681424,2.651823,-1.267505
1510,12.583333,0.666879,2.643373,-1.277246
1511,12.591667,0.651613,2.635072,-1.287024
1512,12.600000,0.637054,2.626856,-1.296636
1513,12.608333,0.621837,2.618474,-1.305892
1514,12.616667,0.606880,2.610348,-1.315282
1515,12.625000,0.592103,2.601838,-1.324575
1516,12.633333,0.576405,2.594249,-1.333987
1517,12.641667,0.561633,2.585799,-1.343163
1518,12.650000,0.546804,2.577870,-1.352257
1519,12.658333,0.531762,2.569482,-1.361177
1520,12.666667,0.516583,2.561423,-1.370548
1521,12.675000,0.501075,2.553061,-1.379728
1522,12.683333,0.486214,2.544730,-1.388516
1523,12.691667,0.471062,2.536215,-1.397734
1524,12.700000,0.455192,2.528079,-1.407080
1525,12.708333,0.440571,2.518965,-1.415505
1526,12.716667,0.424986,2.510598,-1.424841
1527,12.725000,0.409682,2.501682,-1.433683
1528,12.733333,0.395142,2.492795,-1.442302
1529,12.741667,0.378958,2.483706,-1.451499
1530,12.750000,0.363880,2.474428,-1.460286
1531,12.758333,0.348292,2.465423,-1.469120
1532,12.766667,0.333045,2.455639,-1.477897
1533,12.775000,0.317700,2.446366,-1.486961
1534,12.783333,0.302194,2.436715,-1.495640
1535,12.791667,0.286513,2.427158,-1.504708
1536,12.800000,0.270997,2.417835,-1.513756
1537,12.808333,0.254818,2.408328,-1.522445
1538,12.816667,0.239537,2.398526,-1.531562
1539,12.825000,0.223398,2.389258,-1.540648
1540,12.833333,0.208135,2.379385,-1.549372
1541,12.841667,0.191843,2.369619,-1.558571
1542,12.850000,0.175853,2.360384,-1.567139
1543,12.858333,0.159538,2.351001,-1.576257
1544,12.866667,0.143155,2.341569,-1.585333
1545,12.875000,0.127294,2.332261,-1.593991
1546,12.883333,0.110560,2.322846,-1.602741
1547,12.891667,0.094548,2.313890,-1.611127
1548,12.900000,0.078322,2.304486,-1.619938
1549,12.908333,0.061845,2.295624,-1.628540
1550,12.916667,0.045314,2.286672,-1.636595
1551,12.925000,0.029174,2.277313,-1.644875
1552,12.933333,0.013059,2.268695,-1.653110
1553,12.941667,-0.003717,2.259805,-1.660938
1554,12.950000,-0.019176,2.251438,-1.668375
1555,12.958333,-0.035499,2.243385,-1.675198
1556,12.966667,-0.051618,2.234415,-1.682864
1557,12.975000,-0.067397,2.225684,-1.690454
1558,12.983333,-0.082109,2.216200,-1.697640
1559,12.991667,-0.098114,2.208260,-1.703984
1560,13.000000,-0.113572,2.199662,-1.710900
1561,13.008333,-0.128713,2.190875,-1.717696
1562,13.016667,-0.144125,2.182393,-1.724044
1563,13.025000,-0.158909,2.173705,-1.730208
1564,13.033333,-0.173524,2.165215,-1.736274
1565,13.041667,-0.188201,2.156949,-1.742163
1566,13.050000,-0.202397,2.148446,-1.747995
1567,13.058333,-0.216944,2.140431,-1.753529
1568,13.066667,-0.231106,2.132182,-1.758848
1569,13.075000,-0.245106,2.123986,-1.764035
1570,13.083333,-0.258922,2.115162,-1.769445
1571,13.091667,-0.272478,2.106857,-1.775054
1572,13.100000,-0.286674,2.099736,-1.778854
1573,13.108333,-0.300444,2.091840,-1.783509
1574,13.116667,-0.313734,2.083761,-1.787915
1575,13.125000,-0.326815,2.075610,-1.792110
1576,13.133333,-0.340316,2.067852,-1.796176
1577,13.141667,-0.353639,2.059883,-1.800638
1578,13.150000,-0.366747,2.051714,-1.804870
1579,13.158333,-0.379513,2.043940,-1.808571
1580,13.166667,-0.392268,2.036277,-1.812169
1581,13.175000,-0.405479,2.028535,-1.816082
1582,13.183333,-0.418361,2.021017,-1.819905
1583,13.191667,-0.430676,2.013401,-1.822707
1584,13.200000,-0.443514,2.005714,-1.826581
1585,13.208333,-0.456023,1.998420,-1.830005
1586,13.216667,-0.468486,1.991243,-1.832278
1587,13.225000,-0.481140,1.983941,-1.835531
1588,13.233333,-0.493249,1.976559,-1.838358
1589,13.241667,-0.505445,1.969145,-1.840874
1590,13.250000,-0.517735,1.961825,-1.843558
1591,13.258333,-0.529682,1.954713,-1.846156
1592,13.266667,-0.541819,1.947493,-1.848460
1593,13.275000,-0.553864,1.940243,-1.850753
1594,13.283333,-0.565686,1.933199,-1.852919
1595,13.291667,-0.578012,1.926132,-1.855475
1596,13.300000,-0.589587,1.919274,-1.857230
1597,13.308333,-0.601876,1.912435,-1.859794
1598,13.316667,-0.613598,1.905594,-1.861366
1599,13.325000,-0.625605,1.898705,-1.863892
1600,13.333333,-0.637481,1.891924,-1.865701
1601,13.341667,-0.649478,1.885306,-1.868163
1602,13.350000,-0.661515,1.878695,-1.870211
1603,13.358333,-0.673447,1.872126,-1.872450
1604,13.366667,-0.685538,1.865143,-1.874701
1605,13.375000,-0.697386,1.858810,-1.876752
1606,13.383333,-0.709511,1.851872,-1.879237
1607,13.391667,-0.721645,1.845290,-1.881618
1608,13.400000,-0.733634,1.838669,-1.883844
1609,13.408333,-0.746031,1.831967,-1.886403
1610,13.416667,-0.758180,1.825673,-1.888577
1611,13.425000,-0.770695,1.818869,-1.891524
1612,13.433333,-0.782905,1.812577,-1.893549
1613,13.441667,-0.795525,1.805989,-1.896289
1614,13.450000,-0.807995,1.799487,-1.899002
1615,13.458333,-0.820565,1.793317,-1.901233
1616,13.466667,-0.833290,1.786567,-1.904469
1617,13.475000,-0.845654,1.780329,-1.906690
1618,13.483333,-0.858544,1.773887,-1.909645
1619,13.491667,-0.871591,1.767426,-1.912816
1620,13.500000,-0.884292,1.761234,-1.915262
1621,13.508333,-0.897723,1.754996,-1.918425
1622,13.516667,-0.910737,1.748667,-1.921650
1623,13.525000,-0.924115,1.742676,-1.924463
1624,13.533333,-0.937131,1.736308,-1.927430
1625,13.541667,-0.950771,1.730163,-1.930700
1626,13.550000,-0.964246,1.723937,-1.933975
1627,13.558333,-0.977813,1.717907,-1.936787
1628,13.566667,-0.991236,1.711909,-1.939812
1629,13.575000,-1.005310,1.705699,-1.943437
1630,13.583333,-1.019235,1.699694,-1.946143
1631,13.591667,-1.032778,1.693718,-1.949079
1632,13.600000,-1.046579,1.687758,-1.952108
1633,13.608333,-1.060589,1.681638,-1.955369
1634,13.616667,-1.074697,1.675961,-1.958393
1635,13.625000,-1.088516,1.670227,-1.961328
1636,13.633333,-1.102183,1.664499,-1.963950
1637,13.641667,-1.116462,1.659160,-1.967054
1638,13.650000,-1.130771,1.653826,-1.969859
1639,13.658333,-1.144860,1.648825,-1.972712
1640,13.666667,-1.158563,1.643859,-1.975259
1641,13.675000,-1.172977,1.639387,-1.977583
1642,13.683333,-1.187599,1.635123,-1.980531
1643,13.691667,-1.201778,1.630774,-1.982810
1644,13.700000,-1.215689,1.626872,-1.985037
1645,13.708333,-1.229909,1.622983,-1.987077
1646,13.716667,-1.244522,1.619587,-1.989374
1647,13.725000,-1.258685,1.616238,-1.991279
1648,13.733333,-1.272384,1.612645,-1.993005
1649,13.741667,-1.286705,1.609775,-1.994722
1650,13.750000,-1.301266,1.606616,-1.996570
1651,13.758333,-1.314999,1.603522,-1.997697
1652,13.766667,-1.328965,1.600840,-1.998878
1653,13.775000,-1.343192,1.597914,-2.000572
1654,13.783333,-1.357526,1.595558,-2.001431
1655,13.791667,-1.374563,1.593498,-2.005259
1656,13.800000,-1.385211,1.590717,-2.003142
1657,13.808333,-1.399321,1.588931,-2.003926
1658,13.816667,-1.413424,1.587283,-2.004205
1659,13.825000,-1.427943,1.586143,-2.005027
1660,13.833333,-1.442178,1.584995,-2.005788
1661,13.841667,-1.456202,1.583992,-2.006120
1662,13.850000,-1.471341,1.583719,-2.006687
1663,13.858333,-1.486298,1.583750,-2.007218
1664,13.866667,-1.501261,1.583960,-2.007426
1665,13.875000,-1.516325,1.584419,-2.007736
1666,13.883333,-1.531614,1.585176,-2.008257
1667,13.891667,-1.547128,1.586134,-2.008688
1668,13.900000,-1.562579,1.587162,-2.009059
1669,13.908333,-1.577900,1.588571,-2.009158
1670,13.916667,-1.597198,1.590607,-2.012673
1671,13.925000,-1.609388,1.591742,-2.010144
1672,13.933333,-1.625249,1.593456,-2.010419
1673,13.941667,-1.641118,1.594800,-2.010804
1674,13.950000,-1.657005,1.596298,-2.010901
1675,13.958333,-1.672936,1.598214,-2.010847
1676,13.966667,-1.691787,1.599919,-2.014106
1677,13.975000,-1.705059,1.601367,-2.011230
1678,13.983333,-1.724629,1.603653,-2.014833
1679,13.991667,-1.737928,1.605080,-2.012148
1680,14.000000,-1.754540,1.607287,-2.012578
1681,14.008333,-1.771027,1.609603,-2.012770
1682,14.016667,-1.787668,1.611611,-2.013050
1683,14.025000,-1.805286,1.613824,-2.015326
1684,14.033333,-1.820953,1.616592,-2.013666
1685,14.041667,-1.837790,1.619353,-2.013801
1686,14.050000,-1.854736,1.622345,-2.014024
1687,14.058333,-1.871269,1.625258,-2.013845
1688,14.066667,-1.888076,1.628178,-2.013847
1689,14.075000,-1.904851,1.631754,-2.013980
1690,14.083333,-1.924021,1.634823,-2.016916
1691,14.091667,-1.937894,1.638067,-2.013851
1692,14.100000,-1.957630,1.642151,-2.016855
1693,14.108333,-1.970990,1.645686,-2.013666
1694,14.116667,-1.987641,1.649912,-2.013465
1695,14.125000,-2.004234,1.653994,-2.013313
1696,14.133333,-2.020874,1.658403,-2.013224
1697,14.141667,-2.039543,1.662360,-2.015683
1698,14.150000,-2.053795,1.667326,-2.012750
1699,14.158333,-2.070031,1.671521,-2.012372
1700,14.166667,-2.086555,1.676339,-2.012378
1701,14.175000,-2.102631,1.680985,-2.012138
1702,14.183333,-2.119124,1.686041,-2.012067
1703,14.191667,-2.135007,1.690983,-2.011695
1704,14.200000,-2.151395,1.696313,-2.011552
1705,14.208333,-2.167591,1.701913,-2.011352
1706,14.216667,-2.183568,1.707110,-2.011336
1707,14.225000,-2.200085,1.712930,-2.010993
1708,14.233333,-2.216097,1.718550,-2.011084
1709,14.241667,-2.232336,1.724148,-2.010841
1710,14.250000,-2.248528,1.729941,-2.010947
1711,14.258333,-2.264365,1.735315,-2.010922
1712,14.266667,-2.280082,1.741002,-2.010820
1713,14.275000,-2.296112,1.745705,-2.012871
1714,14.283333,-2.312741,1.751348,-2.012938
1715,14.291667,-2.325732,1.756956,-2.010283
1716,14.300000,-2.341200,1.762499,-2.010207
1717,14.308333,-2.356995,1.767431,-2.012346
1718,14.316667,-2.372328,1.773245,-2.011958
1719,14.325000,-2.387884,1.778794,-2.012178
1720,14.333333,-2.400871,1.784916,-2.009236
1721,14.341667,-2.416062,1.790925,-2.009297
1722,14.350000,-2.431401,1.795892,-2.011437
1723,14.358333,-2.445541,1.802752,-2.008882
1724,14.366667,-2.461760,1.808257,-2.011450
1725,14.375000,-2.475144,1.815239,-2.008748
1726,14.383333,-2.490638,1.821181,-2.010948
1727,14.391667,-2.506656,1.828514,-2.010730
1728,14.400000,-2.519706,1.835199,-2.008029
1729,14.408333,-2.534510,1.842263,-2.007565
1730,14.416667,-2.549537,1.849672,-2.007493
1731,14.425000,-2.564944,1.856892,-2.006945
1732,14.433333,-2.580051,1.864383,-2.006627
1733,14.441667,-2.595107,1.870485,-2.007986
1734,14.450000,-2.610253,1.879691,-2.004968
1735,14.458333,-2.625267,1.887379,-2.004055
1736,14.466667,-2.640473,1.895428,-2.003181
1737,14.475000,-2.655788,1.903232,-2.002161
1738,14.483333,-2.671074,1.911398,-2.000877
1739,14.491667,-2.687255,1.918981,-2.001620
1740,14.500000,-2.702171,1.927009,-2.000101
1741,14.508333,-2.716438,1.935632,-1.995684
1742,14.516667,-2.731276,1.943749,-1.993655
1743,14.525000,-2.746404,1.951600,-1.991618
1744,14.533333,-2.761524,1.958732,-1.991212
1745,14.541667,-2.777173,1.967259,-1.988674
1746,14.550000,-2.791896,1.975609,-1.986032
1747,14.558333,-2.807048,1.983802,-1.983120
1748,14.566667,-2.822369,1.994022,-1.977683
1749,14.575000,-2.837298,2.002759,-1.974543
1750,14.583333,-2.851218,2.009529,-1.972616
1751,14.591667,-2.869207,2.020164,-1.969706
1752,14.600000,-2.883693,2.028949,-1.965882
1753,14.608333,-2.898695,2.038382,-1.962083
1754,14.616667,-2.913731,2.048141,-1.957705
1755,14.625000,-2.928146,2.058476,-1.951211
1756,14.633333,-2.943188,2.068204,-1.946778
1757,14.641667,-2.957740,2.076785,-1.944442
1758,14.650000,-2.973352,2.086972,-1.939973
1759,14.658333,-2.988480,2.096911,-1.935273
1760,14.666667,-3.003376,2.107289,-1.930310
1761,14.675000,-3.015937,2.116240,-1.924648
1762,14.683333,-3.031094,2.127418,-1.918899
1763,14.691667,-3.047100,2.137960,-1.914926
1764,14.700000,-3.062182,2.148536,-1.909946
1765,14.708333,-3.076293,2.158728,-1.904536
1766,14.716667,-3.088983,2.168389,-1.898719
1767,14.725000,-3.102291,2.178203,-1.892971
1768,14.733333,-3.116711,2.188662,-1.887514
1769,14.741667,-3.132161,2.199991,-1.882444
1770,14.750000,-3.143680,2.209085,-1.876350
1771,14.758333,-3.157336,2.219471,-1.870355
1772,14.766667,-3.172044,2.230469,-1.865084
1773,14.775000,-3.183916,2.240170,-1.858508
1774,14.783333,-3.196990,2.250482,-1.852499
1775,14.791667,-3.210202,2.260762,-1.846697
1776,14.800000,-3.223405,2.272511,-1.839266
1777,14.808333,-3.235786,2.283088,-1.832783
1778,14.816667,-3.248950,2.293447,-1.827652
1779,14.825000,-3.261371,2.304072,-1.822004
1780,14.833333,-3.274229,2.313617,-1.818569
1781,14.841667,-3.285600,2.323608,-1.812816
1782,14.850000,-3.297702,2.334248,-1.807463
1783,14.858333,-3.311049,2.345625,-1.802643
1784,14.866667,-3.321813,2.355516,-1.796659
1785,14.875000,-3.335170,2.367163,-1.792070
1786,14.883333,-3.345404,2.377090,-1.786004
1787,14.891667,-3.359412,2.389450,-1.781879
1788,14.900000,-3.370253,2.400253,-1.776526
1789,14.908333,-3.381685,2.411369,-1.771143
1790,14.916667,-3.392910,2.422467,-1.766036
1791,14.925000,-3.403754,2.433637,-1.760762
1792,14.933333,-3.413684,2.444522,-1.755503
1793,14.941667,-3.425498,2.456290,-1.750954
1794,14.950000,-3.434444,2.466333,-1.745060
1795,14.958333,-3.446865,2.478789,-1.741132
1796,14.966667,-3.456339,2.489685,-1.735848
1797,14.975000,-3.465535,2.500217,-1.730311
1798,14.983333,-3.475826,2.511642,-1.725568
1799,14.991667,-3.485361,2.523080,-1.720670
1800,15.000000,-3.495033,2.534579,-1.715695
1801,15.008333,-3.504667,2.546147,-1.710697
1802,15.016667,-3.513774,2.557883,-1.705948
1803,15.025000,-3.522584,2.569371,-1.700707
1804,15.033333,-3.531773,2.581152,-1.695671
1805,15.041667,-3.540931,2.593328,-1.690745
1806,15.050000,-3.549508,2.605325,-1.685477
1807,15.058333,-3.558166,2.617603,-1.680350
1808,15.066667,-3.566565,2.629566,-1.675146
1809,15.075000,-3.575164,2.641747,-1.669819
1810,15.083333,-3.583385,2.654208,-1.664571
