Format Version,1.1,Take Name,Take 2016-04-06 08.07.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.11.120 PM,Total Frames,3226,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10302,Marker_10302,Marker_10302,Marker_10310,Marker_10310,Marker_10310
,,"8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E35702846","8392B20CF49E35702846","8392B20CF49E35702846"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
1006,8.383333,-2.943239,1.423137,0.307947,,,
1007,8.391667,-2.943267,1.423161,0.307939,,,
1008,8.400000,-2.943222,1.423097,0.307981,,,
1009,8.408333,-2.943266,1.423178,0.307962,,,
1010,8.416667,-2.943229,1.423132,0.307975,,,
1011,8.425000,-2.943259,1.423175,0.307962,,,
1012,8.433333,-2.943228,1.423166,0.307939,,,
1013,8.441667,-2.943288,1.423165,0.307970,,,
1014,8.450000,-2.943238,1.423162,0.308034,,,
1015,8.458333,-2.943241,1.423096,0.307975,,,
1016,8.466667,-2.943331,1.423118,0.307882,,,
1017,8.475000,-2.943243,1.423068,0.308017,,,
1018,8.483333,-2.943292,1.423204,0.308004,,,
1019,8.491667,-2.943251,1.423129,0.308007,,,
1020,8.500000,-2.943328,1.423225,0.308002,,,
1021,8.508333,-2.943313,1.423196,0.307986,,,
1022,8.516667,-2.943339,1.423226,0.307997,,,
1023,8.525000,-2.943271,1.423200,0.307982,,,
1024,8.533333,-2.943359,1.423259,0.307904,,,
1025,8.541667,-2.943386,1.423293,0.307956,,,
1026,8.550000,-2.943272,1.423133,0.307997,,,
1027,8.558333,-2.943351,1.423177,0.307930,,,
1028,8.566667,-2.943286,1.423168,0.308035,,,
1029,8.575000,-2.943294,1.423198,0.308025,,,
1030,8.583333,-2.943269,1.423167,0.308004,,,
1031,8.591667,-2.943285,1.423166,0.307976,,,
1032,8.600000,-2.943338,1.423225,0.307986,,,
1033,8.608333,-2.943362,1.423188,0.308018,,,
1034,8.616667,-2.943309,1.423230,0.307915,,,
1035,8.625000,-2.943291,1.423206,0.307993,,,
1036,8.633333,-2.943285,1.423250,0.307920,,,
1037,8.641667,-2.943323,1.423174,0.307966,,,
1038,8.650000,-2.943265,1.423157,0.307953,,,
1039,8.658333,-2.943347,1.423186,0.307927,,,
1040,8.666667,-2.943290,1.423118,0.307903,,,
1041,8.675000,-2.943341,1.423133,0.307875,,,
1042,8.683333,-2.943341,1.423215,0.307976,,,
1043,8.691667,-2.943292,1.423211,0.307940,,,
1044,8.700000,-2.943301,1.423129,0.307948,,,
1045,8.708333,-2.943308,1.423162,0.307832,,,
1046,8.716667,-2.943282,1.423140,0.307915,,,
1047,8.725000,-2.943289,1.423143,0.307880,,,
1048,8.733333,-2.943298,1.423150,0.307927,,,
1049,8.741667,-2.943229,1.423162,0.307977,,,
1050,8.750000,-2.943334,1.423149,0.307939,,,
1051,8.758333,-2.943275,1.423229,0.307906,,,
1052,8.766667,-2.943254,1.423201,0.307998,,,
1053,8.775000,-2.943276,1.423119,0.307939,,,
1054,8.783333,-2.943323,1.423174,0.307911,,,
1055,8.791667,-2.943293,1.423150,0.307946,,,
1056,8.800000,-2.943201,1.423120,0.307955,,,
1057,8.808333,-2.943270,1.423169,0.307963,,,
1058,8.816667,-2.943236,1.423129,0.307983,,,
1059,8.825000,-2.943272,1.423140,0.307973,,,
1060,8.833333,-2.943240,1.423148,0.307909,,,
1061,8.841667,-2.943238,1.423183,0.308020,,,
1062,8.850000,-2.943165,1.423159,0.308019,,,
1063,8.858333,-2.943218,1.423194,0.307925,,,
1064,8.866667,-2.943241,1.423123,0.307961,,,
1065,8.875000,-2.943242,1.423172,0.307965,,,
1066,8.883333,-2.943140,1.423075,0.308014,,,
1067,8.891667,-2.943204,1.423151,0.308047,,,
1068,8.900000,-2.943298,1.423178,0.307940,,,
1069,8.908333,-2.943170,1.423102,0.308029,,,
1070,8.916667,-2.943222,1.423176,0.308029,,,
1071,8.925000,-2.943237,1.423185,0.308048,,,
1072,8.933333,-2.943218,1.423186,0.308048,,,
1073,8.941667,-2.943232,1.423184,0.308020,,,
1074,8.950000,-2.943195,1.423143,0.308055,,,
1075,8.958333,-2.943249,1.423160,0.307915,,,
1076,8.966667,-2.943284,1.423200,0.307944,,,
1077,8.975000,-2.943230,1.423178,0.308007,,,
1078,8.983333,-2.943258,1.423127,0.307948,,,
1079,8.991667,-2.943248,1.423119,0.308029,,,
1080,9.000000,-2.943217,1.423140,0.308013,,,
1081,9.008333,-2.943238,1.423149,0.308045,,,
1082,9.016667,-2.943323,1.423186,0.307926,,,
1083,9.025000,-2.943281,1.423189,0.307950,,,
1084,9.033333,-2.943259,1.423174,0.307941,,,
1085,9.041667,-2.943210,1.423085,0.307998,,,
1086,9.050000,-2.943256,1.423153,0.307951,,,
1087,9.058333,-2.943295,1.423137,0.307906,,,
1088,9.066667,-2.943262,1.423139,0.307947,,,
1089,9.075000,-2.943355,1.423204,0.307966,,,
1090,9.083333,-2.943281,1.423136,0.307956,,,
1091,9.091667,-2.943257,1.423099,0.307954,,,
1092,9.100000,-2.943224,1.423128,0.307886,,,
1093,9.108333,-2.943202,1.423127,0.307911,,,
1094,9.116667,-2.943204,1.423131,0.307920,,,
1095,9.125000,-2.943220,1.423040,0.307910,,,
1096,9.133333,-2.943256,1.423140,0.307956,,,
1097,9.141667,-2.943211,1.423180,0.307941,,,
1098,9.150000,-2.943255,1.423206,0.307962,,,
1099,9.158333,-2.943278,1.423221,0.307888,,,
1100,9.166667,-2.943235,1.423176,0.307938,,,
1101,9.175000,-2.943278,1.423140,0.307983,,,
1102,9.183333,-2.943217,1.423107,0.307951,,,
1103,9.191667,-2.943254,1.423138,0.308005,,,
1104,9.200000,-2.943225,1.423075,0.308037,,,
1105,9.208333,-2.943245,1.423177,0.307983,,,
1106,9.216667,-2.943272,1.423182,0.307973,,,
1107,9.225000,-2.943223,1.423116,0.307961,,,
1108,9.233333,-2.943194,1.423113,0.308064,,,
1109,9.241667,-2.943255,1.423133,0.307997,,,
1110,9.250000,-2.943250,1.423126,0.307962,,,
1111,9.258333,-2.943247,1.423218,0.308017,,,
1112,9.266667,-2.943216,1.423154,0.308035,,,
1113,9.275000,-2.943262,1.423135,0.307908,,,
1114,9.283333,-2.943252,1.423132,0.307959,,,
1115,9.291667,-2.943194,1.423170,0.308054,,,
1116,9.300000,-2.943252,1.423200,0.307957,,,
1117,9.308333,-2.943218,1.423190,0.308111,,,
1118,9.316667,-2.943264,1.423222,0.307982,,,
1119,9.325000,-2.943240,1.423126,0.308051,,,
1120,9.333333,-2.943245,1.423145,0.308034,,,
1121,9.341667,-2.943247,1.423092,0.307962,,,
1122,9.350000,-2.943264,1.423056,0.307928,,,
1123,9.358333,-2.943301,1.423144,0.307913,,,
1124,9.366667,-2.943261,1.423172,0.308050,,,
1125,9.375000,-2.943314,1.423218,0.307972,,,
1126,9.383333,-2.943280,1.423174,0.307955,,,
1127,9.391667,-2.943333,1.423194,0.307912,,,
1128,9.400000,-2.943258,1.423147,0.307954,,,
1129,9.408333,-2.943305,1.423133,0.307957,,,
1130,9.416667,-2.943363,1.423169,0.307953,,,
1131,9.425000,-2.943213,1.423059,0.307991,,,
1132,9.433333,-2.943247,1.423114,0.307970,,,
1133,9.441667,-2.943304,1.423074,0.307946,,,
1134,9.450000,-2.943277,1.423151,0.307946,,,
1135,9.458333,-2.943219,1.423161,0.307904,,,
1136,9.466667,-2.943252,1.423144,0.307900,,,
1137,9.475000,-2.943266,1.423124,0.307903,,,
1138,9.483333,-2.943303,1.423114,0.307894,,,
1139,9.491667,-2.943302,1.423151,0.307920,,,
1140,9.500000,-2.943272,1.423215,0.307932,,,
1141,9.508333,-2.943236,1.423173,0.307977,,,
1142,9.516667,-2.943250,1.423115,0.308023,,,
1143,9.525000,-2.943178,1.423136,0.307983,,,
1144,9.533333,-2.943262,1.423126,0.307968,,,
1145,9.541667,-2.943286,1.423159,0.307977,,,
1146,9.550000,-2.943284,1.423166,0.307975,,,
1147,9.558333,-2.943289,1.423156,0.307930,,,
1148,9.566667,-2.943285,1.423146,0.308042,,,
1149,9.575000,-2.943258,1.423168,0.307961,,,
1150,9.583333,-2.943354,1.423101,0.307956,,,
1151,9.591667,-2.943281,1.423134,0.307992,,,
1152,9.600000,-2.943315,1.423191,0.307975,,,
1153,9.608333,-2.943381,1.423185,0.307990,,,
1154,9.616667,-2.943281,1.423121,0.308058,,,
1155,9.625000,-2.943222,1.423164,0.308092,,,
1156,9.633333,-2.943317,1.423140,0.308034,,,
1157,9.641667,-2.943285,1.423197,0.307990,,,
1158,9.650000,-2.943311,1.423157,0.308034,,,
1159,9.658333,-2.943295,1.423151,0.308002,,,
1160,9.666667,-2.943323,1.423157,0.308028,,,
1161,9.675000,-2.943327,1.423138,0.307995,,,
1162,9.683333,-2.943289,1.423161,0.307997,,,
1163,9.691667,-2.943264,1.423125,0.307949,,,
1164,9.700000,-2.943223,1.423082,0.308020,,,
1165,9.708333,-2.943353,1.423198,0.308000,,,
1166,9.716667,-2.943274,1.423147,0.308019,,,
1167,9.725000,-2.943275,1.423161,0.308027,,,
1168,9.733333,-2.943317,1.423219,0.307935,,,
1169,9.741667,-2.943306,1.423180,0.307975,,,
1170,9.750000,-2.943273,1.423130,0.308010,,,
1171,9.758333,-2.943245,1.423150,0.308029,,,
1172,9.766667,-2.943267,1.423161,0.307954,,,
1173,9.775000,-2.943280,1.423197,0.307966,,,
1174,9.783333,-2.943251,1.423092,0.307961,,,
1175,9.791667,-2.943262,1.423069,0.307993,,,
1176,9.800000,-2.943208,1.423095,0.307967,,,
1177,9.808333,-2.943240,1.423133,0.307884,,,
1178,9.816667,-2.943284,1.423149,0.307921,,,
1179,9.825000,-2.943251,1.423088,0.307932,,,
1180,9.833333,-2.943273,1.423110,0.307911,,,
1181,9.841667,-2.943231,1.423089,0.307926,,,
1182,9.850000,-2.943214,1.423085,0.307915,,,
1183,9.858333,-2.943267,1.423143,0.307935,,,
1184,9.866667,-2.943265,1.423118,0.307949,,,
1185,9.875000,-2.943232,1.423031,0.307905,,,
1186,9.883333,-2.943259,1.423135,0.307941,,,
1187,9.891667,-2.943163,1.423158,0.308000,,,
1188,9.900000,-2.943233,1.423133,0.307964,,,
1189,9.908333,-2.943243,1.423112,0.307994,,,
1190,9.916667,-2.943244,1.423143,0.307920,,,
1191,9.925000,-2.943254,1.423140,0.307944,,,
1192,9.933333,-2.943282,1.423203,0.308015,,,
1193,9.941667,-2.943286,1.423191,0.307978,,,
1194,9.950000,-2.943235,1.423143,0.307961,,,
1195,9.958333,-2.943295,1.423195,0.308010,,,
1196,9.966667,-2.943249,1.423214,0.308004,,,
1197,9.975000,-2.943246,1.423177,0.307988,,,
1198,9.983333,-2.943275,1.423155,0.307993,,,
1199,9.991667,-2.943254,1.423193,0.307994,,,
1200,10.000000,-2.943229,1.423183,0.307936,,,
1201,10.008333,-2.943273,1.423171,0.307929,,,
1202,10.016667,-2.943266,1.423222,0.307960,,,
1203,10.025000,-2.943258,1.423115,0.307991,,,
1204,10.033333,-2.943264,1.423152,0.308006,,,
1205,10.041667,-2.943326,1.423136,0.307963,,,
1206,10.050000,-2.943288,1.423125,0.307907,,,
1207,10.058333,-2.943255,1.423127,0.308015,,,
1208,10.066667,-2.943270,1.423126,0.307983,,,
1209,10.075000,-2.943218,1.423095,0.307976,,,
1210,10.083333,-2.943255,1.423076,0.308030,,,
1211,10.091667,-2.943210,1.423120,0.307959,,,
1212,10.100000,-2.943235,1.423118,0.307995,,,
1213,10.108333,-2.943255,1.423153,0.308033,,,
1214,10.116667,-2.943265,1.423126,0.307966,,,
1215,10.125000,-2.943251,1.423126,0.307987,,,
1216,10.133333,-2.943285,1.423130,0.307947,,,
1217,10.141667,-2.943233,1.423131,0.307955,,,
1218,10.150000,-2.943243,1.423104,0.307979,,,
1219,10.158333,-2.943217,1.423125,0.307945,,,
1220,10.166667,-2.943261,1.423128,0.307972,,,
1221,10.175000,-2.943274,1.423148,0.307969,,,
1222,10.183333,-2.943318,1.423198,0.307913,,,
1223,10.191667,-2.943285,1.423096,0.307994,,,
1224,10.200000,-2.943285,1.423125,0.307965,,,
1225,10.208333,-2.943245,1.423070,0.308052,,,
1226,10.216667,-2.943335,1.423094,0.307954,,,
1227,10.225000,-2.943262,1.423080,0.307930,,,
1228,10.233333,-2.943237,1.423051,0.307950,,,
1229,10.241667,-2.943288,1.423141,0.307976,,,
1230,10.250000,-2.943210,1.423139,0.307967,,,
1231,10.258333,-2.943305,1.423200,0.308027,,,
1232,10.266667,-2.943262,1.423130,0.307995,,,
1233,10.275000,-2.943288,1.423159,0.307975,,,
1234,10.283333,-2.943251,1.423109,0.307984,,,
1235,10.291667,-2.943295,1.423181,0.307923,,,
1236,10.300000,-2.943235,1.423089,0.308035,,,
1237,10.308333,-2.943298,1.423138,0.307927,,,
1238,10.316667,-2.943237,1.423141,0.307964,,,
1239,10.325000,-2.943247,1.423134,0.307892,,,
1240,10.333333,-2.943214,1.423149,0.307894,,,
1241,10.341667,-2.943238,1.423127,0.307951,,,
1242,10.350000,-2.943238,1.423174,0.307885,,,
1243,10.358333,-2.943180,1.423093,0.307931,,,
1244,10.366667,-2.943239,1.423125,0.307907,,,
1245,10.375000,-2.943214,1.423110,0.307955,,,
1246,10.383333,-2.943311,1.423165,0.307878,,,
1247,10.391667,-2.943283,1.423130,0.307932,,,
1248,10.400000,-2.943292,1.423178,0.307859,,,
1249,10.408333,-2.943264,1.423079,0.307928,,,
1250,10.416667,-2.943290,1.423138,0.307855,,,
1251,10.425000,-2.943247,1.423120,0.307893,,,
1252,10.433333,-2.943310,1.423120,0.307921,,,
1253,10.441667,-2.943292,1.423088,0.307935,,,
1254,10.450000,-2.943244,1.423117,0.307908,,,
1255,10.458333,-2.943302,1.423169,0.307919,,,
1256,10.466667,-2.943281,1.423137,0.307906,,,
1257,10.475000,-2.943244,1.423142,0.307929,,,
1258,10.483333,-2.943188,1.423153,0.307964,,,
1259,10.491667,-2.943177,1.423109,0.307986,,,
1260,10.500000,-2.943298,1.423225,0.308005,,,
1261,10.508333,-2.943298,1.423261,0.307946,,,
1262,10.516667,-2.943287,1.423147,0.307973,,,
1263,10.525000,-2.943200,1.423109,0.308054,,,
1264,10.533333,-2.943237,1.423176,0.307925,,,
1265,10.541667,-2.943288,1.423170,0.307993,,,
1266,10.550000,-2.943268,1.423131,0.308054,,,
1267,10.558333,-2.943318,1.423136,0.308032,,,
1268,10.566667,-2.943255,1.423182,0.308133,,,
1269,10.575000,-2.943269,1.423136,0.308027,,,
1270,10.583333,-2.943287,1.423111,0.308027,,,
1271,10.591667,-2.943251,1.423118,0.308019,,,
1272,10.600000,-2.943220,1.423104,0.308043,,,
1273,10.608333,-2.943250,1.423101,0.307978,,,
1274,10.616667,-2.943235,1.423233,0.307990,,,
1275,10.625000,-2.943174,1.423205,0.308014,,,
1276,10.633333,-2.943241,1.423203,0.307914,,,
1277,10.641667,-2.943211,1.423124,0.307935,,,
1278,10.650000,-2.943153,1.423113,0.307986,,,
1279,10.658333,-2.943228,1.423195,0.308004,,,
1280,10.666667,-2.943296,1.423163,0.307954,,,
1281,10.675000,-2.943298,1.423164,0.307985,,,
1282,10.683333,-2.943282,1.423155,0.307962,,,
1283,10.691667,-2.943322,1.423161,0.307987,,,
1284,10.700000,-2.943321,1.423124,0.307971,,,
1285,10.708333,-2.943354,1.423120,0.307966,,,
1286,10.716667,-2.943245,1.423124,0.308026,,,
1287,10.725000,-2.943247,1.423151,0.307954,,,
1288,10.733333,-2.943217,1.423144,0.308008,,,
1289,10.741667,-2.943214,1.423138,0.308027,,,
1290,10.750000,-2.943199,1.423162,0.308071,,,
1291,10.758333,-2.943182,1.423176,0.308045,,,
1292,10.766667,-2.943191,1.423136,0.308076,,,
1293,10.775000,-2.943203,1.423164,0.308011,,,
1294,10.783333,-2.943209,1.423166,0.308126,,,
1295,10.791667,-2.943241,1.423198,0.308087,,,
1296,10.800000,-2.943253,1.423163,0.308152,,,
1297,10.808333,-2.943268,1.423135,0.308147,,,
1298,10.816667,-2.943312,1.423160,0.308112,,,
1299,10.825000,-2.943316,1.423164,0.308095,,,
1300,10.833333,-2.943264,1.423143,0.308162,,,
1301,10.841667,-2.943228,1.423131,0.308147,,,
1302,10.850000,-2.943206,1.423157,0.308110,,,
1303,10.858333,-2.943252,1.423221,0.308149,,,
1304,10.866667,-2.943228,1.423145,0.308021,,,
1305,10.875000,-2.943208,1.423178,0.308050,,,
1306,10.883333,-2.943214,1.423177,0.308049,,,
1307,10.891667,-2.943202,1.423194,0.308009,,,
1308,10.900000,-2.943236,1.423201,0.307971,,,
1309,10.908333,-2.943250,1.423138,0.308004,,,
1310,10.916667,-2.943250,1.423192,0.307955,,,
1311,10.925000,-2.943319,1.423198,0.307955,,,
1312,10.933333,-2.943273,1.423120,0.307917,,,
1313,10.941667,-2.943358,1.423151,0.307886,,,
1314,10.950000,-2.943328,1.423158,0.307883,,,
1315,10.958333,-2.943429,1.423215,0.307850,,,
1316,10.966667,-2.943326,1.423148,0.307873,,,
1317,10.975000,-2.943359,1.423159,0.307903,,,
1318,10.983333,-2.943308,1.423109,0.307888,,,
1319,10.991667,-2.943223,1.423027,0.307964,,,
1320,11.000000,-2.943273,1.423162,0.307959,,,
1321,11.008333,-2.943241,1.423110,0.308043,,,
1322,11.016667,-2.943304,1.423174,0.308086,,,
1323,11.025000,-2.943249,1.423190,0.308050,,,
1324,11.033333,-2.943255,1.423158,0.308133,,,
1325,11.041667,-2.943201,1.423109,0.308214,,,
1326,11.050000,-2.943208,1.423091,0.308382,,,
1327,11.058333,-2.943109,1.423028,0.308520,,,
1328,11.066667,-2.943097,1.423058,0.308648,,,
1329,11.075000,-2.943114,1.423082,0.308761,,,
1330,11.083333,-2.943035,1.423128,0.308930,,,
1331,11.091667,-2.942981,1.423062,0.309054,,,
1332,11.100000,-2.942960,1.423141,0.309215,,,
1333,11.108333,-2.942805,1.423051,0.309324,,,
1334,11.116667,-2.942735,1.423084,0.309424,,,
1335,11.125000,-2.942617,1.423123,0.309568,,,
1336,11.133333,-2.942514,1.423132,0.309828,,,
1337,11.141667,-2.942441,1.423130,0.310005,,,
1338,11.150000,-2.942325,1.423095,0.310106,,,
1339,11.158333,-2.942260,1.423085,0.310172,,,
1340,11.166667,-2.942187,1.423135,0.310393,,,
1341,11.175000,-2.942209,1.423162,0.310530,,,
1342,11.183333,-2.942135,1.423179,0.310722,,,
1343,11.191667,-2.942195,1.423144,0.310836,,,
1344,11.200000,-2.942320,1.423153,0.310923,,,
1345,11.208333,-2.942354,1.423196,0.311013,,,
1346,11.216667,-2.942655,1.423199,0.311021,,,
1347,11.225000,-2.942956,1.423184,0.310935,,,
1348,11.233333,-2.944719,1.423234,0.309019,,,
1349,11.241667,-2.945460,1.423408,0.308860,,,
1350,11.250000,-2.945779,1.423137,0.308953,,,
1351,11.258333,-2.946377,1.423139,0.308949,,,
1352,11.266667,-2.947016,1.423354,0.309364,,,
1353,11.275000,-2.947524,1.423347,0.309884,,,
1354,11.283333,-2.946952,1.423298,0.312533,,,
1355,11.291667,-2.947814,1.423311,0.313139,,,
1356,11.300000,-2.948601,1.423178,0.313765,,,
1357,11.308333,-2.949443,1.423219,0.314553,,,
1358,11.316667,-2.950075,1.423316,0.315138,,,
1359,11.325000,-2.950310,1.423346,0.315577,,,
1360,11.333333,-2.950769,1.423428,0.315972,,,
1361,11.341667,-2.951143,1.423504,0.316072,,,
1362,11.350000,-2.951747,1.423780,0.316311,,,
1363,11.358333,-2.952593,1.424345,0.316639,,,
1364,11.366667,-2.953646,1.425209,0.316855,,,
1365,11.375000,-2.954344,1.426122,0.317173,,,
1366,11.383333,-2.955153,1.427438,0.317861,,,
1367,11.391667,-2.955755,1.429093,0.318466,,,
1368,11.400000,-2.956853,1.431048,0.318978,,,
1369,11.408333,-2.957865,1.433048,0.319478,,,
1370,11.416667,-2.959371,1.435119,0.319202,,,
1371,11.425000,-2.961115,1.438296,0.319780,,,
1372,11.433333,-2.960820,1.440671,0.322653,,,
1373,11.441667,-2.961888,1.443820,0.324046,,,
1374,11.450000,-2.964298,1.447137,0.323254,,,
1375,11.458333,-2.963996,1.449826,0.326774,,,
1376,11.466667,-2.965020,1.453147,0.328463,,,
1377,11.475000,-2.966060,1.456574,0.330170,,,
1378,11.483333,-2.967187,1.459932,0.332126,,,
1379,11.491667,-2.968462,1.463471,0.334107,,,
1380,11.500000,-2.969373,1.466707,0.336233,,,
1381,11.508333,-2.970614,1.470243,0.338711,,,
1382,11.516667,-2.972289,1.473647,0.339849,,,
1383,11.525000,-2.972523,1.477492,0.343840,,,
1384,11.533333,-2.973844,1.481371,0.346814,,,
1385,11.541667,-2.975225,1.485319,0.349575,,,
1386,11.550000,-2.976612,1.489333,0.352698,,,
1387,11.558333,-2.979268,1.493546,0.354230,,,
1388,11.566667,-2.979223,1.497672,0.359408,,,
1389,11.575000,-2.980608,1.501889,0.363044,,,
1390,11.583333,-2.982153,1.506421,0.366734,,,
1391,11.591667,-2.983863,1.511304,0.370890,,,
1392,11.600000,-2.985679,1.516053,0.375260,,,
1393,11.608333,-2.988512,1.521357,0.378163,,,
1394,11.616667,-2.989621,1.526229,0.384621,,,
1395,11.625000,-2.991772,1.531468,0.389854,,,
1396,11.633333,-2.993694,1.536550,0.395268,,,
1397,11.641667,-2.996204,1.541832,0.400703,,,
1398,11.650000,-2.998324,1.547035,0.406645,,,
1399,11.658333,-3.001843,1.552635,0.410877,,,
1400,11.666667,-3.003246,1.557531,0.418838,,,
1401,11.675000,-3.006631,1.562960,0.423738,,,
1402,11.683333,-3.009333,1.568121,0.430695,,,
1403,11.691667,-3.011582,1.573329,0.437760,,,
1404,11.700000,-3.014398,1.578411,0.445212,,,
1405,11.708333,-3.016856,1.583699,0.452524,,,
1406,11.716667,-3.018989,1.588903,0.461658,,,
1407,11.725000,-3.022954,1.594026,0.467463,,,
1408,11.733333,-3.024227,1.598844,0.477953,,,
1409,11.741667,-3.027538,1.603610,0.485145,,,
1410,11.750000,-3.030237,1.608495,0.494103,,,
1411,11.758333,-3.033303,1.613149,0.502278,,,
1412,11.766667,-3.035391,1.617663,0.511242,,,
1413,11.775000,-3.036674,1.622352,0.522418,,,
1414,11.783333,-3.038937,1.626851,0.531320,,,
1415,11.791667,-3.041016,1.631411,0.541644,,,
1416,11.800000,-3.043142,1.635587,0.551435,,,
1417,11.808333,-3.044516,1.639483,0.561565,,,
1418,11.816667,-3.046383,1.643602,0.571599,,,
1419,11.825000,-3.049503,1.647563,0.579016,,,
1420,11.833333,-3.049998,1.650734,0.590627,,,
1421,11.841667,-3.051896,1.654768,0.600237,,,
1422,11.850000,-3.051831,1.658449,0.612792,,,
1423,11.858333,-3.053490,1.661780,0.621919,,,
1424,11.866667,-3.055197,1.665075,0.631014,,,
1425,11.875000,-3.056746,1.668986,0.641131,,,
1426,11.883333,-3.054528,1.670528,0.654911,,,
1427,11.891667,-3.056055,1.674633,0.666027,,,
1428,11.900000,-3.055187,1.676595,0.677631,,,
1429,11.908333,-3.055597,1.679438,0.688723,,,
1430,11.916667,-3.057348,1.683147,0.697705,,,
1431,11.925000,-3.056910,1.685684,0.709350,,,
1432,11.933333,-3.056121,1.688339,0.721101,,,
1433,11.941667,-3.057447,1.691057,0.730075,,,
1434,11.950000,-3.057156,1.693386,0.741029,,,
1435,11.958333,-3.055171,1.695271,0.753087,,,
1436,11.966667,-3.055108,1.697770,0.764035,,,
1437,11.975000,-3.053860,1.699523,0.775140,,,
1438,11.983333,-3.052802,1.702104,0.786790,,,
1439,11.991667,-3.051801,1.704288,0.798150,,,
1440,12.000000,-3.050480,1.706188,0.809400,,,
1441,12.008333,-3.049363,1.708313,0.821041,,,
1442,12.016667,-3.048515,1.710625,0.831808,,,
1443,12.025000,-3.046487,1.712289,0.843210,,,
1444,12.033333,-3.045417,1.714863,0.854157,,,
1445,12.041667,-3.043276,1.716692,0.865686,,,
1446,12.050000,-3.041696,1.719037,0.876449,,,
1447,12.058333,-3.039419,1.721027,0.888132,,,
1448,12.066667,-3.038248,1.723360,0.898579,,,
1449,12.075000,-3.035260,1.725220,0.910459,,,
1450,12.083333,-3.032568,1.727478,0.922325,,,
1451,12.091667,-3.030269,1.729711,0.933259,,,
1452,12.100000,-3.028661,1.731844,0.943082,,,
1453,12.108333,-3.026415,1.734126,0.954018,,,
1454,12.116667,-3.024069,1.736474,0.964908,,,
1455,12.125000,-3.021666,1.739101,0.975766,,,
1456,12.133333,-3.017732,1.741400,0.988386,,,
1457,12.141667,-3.015423,1.743670,0.998354,,,
1458,12.150000,-3.012985,1.745944,1.008709,,,
1459,12.158333,-3.010337,1.748667,1.019608,,,
1460,12.166667,-3.008184,1.751422,1.029734,,,
1461,12.175000,-3.004759,1.753442,1.040766,,,
1462,12.183333,-3.001660,1.755963,1.051641,,,
1463,12.191667,-2.999528,1.759110,1.061767,,,
1464,12.200000,-2.995956,1.761561,1.072843,,,
1465,12.208333,-2.993371,1.764563,1.082756,,,
1466,12.216667,-2.990244,1.767505,1.093371,,,
1467,12.225000,-2.986522,1.769732,1.104156,,,
1468,12.233333,-2.983026,1.772366,1.114832,,,
1469,12.241667,-2.981103,1.775721,1.123846,,,
1470,12.250000,-2.977508,1.778104,1.134410,,,
1471,12.258333,-2.974299,1.780921,1.144600,,,
1472,12.266667,-2.972631,1.784517,1.154066,,,
1473,12.275000,-2.969088,1.787395,1.164496,,,
1474,12.283333,-2.966985,1.790851,1.174136,,,
1475,12.291667,-2.963459,1.793552,1.184627,,,
1476,12.300000,-2.961567,1.797758,1.193785,,,
1477,12.308333,-2.958423,1.800918,1.204150,,,
1478,12.316667,-2.955205,1.803823,1.214284,,,
1479,12.325000,-2.952928,1.807321,1.223919,,,
1480,12.333333,-2.950392,1.811219,1.233482,,,
1481,12.341667,-2.948235,1.815169,1.243205,,,
1482,12.350000,-2.945136,1.818394,1.253403,,,
1483,12.358333,-2.942696,1.822232,1.262764,,,
1484,12.366667,-2.940538,1.826116,1.272380,,,
1485,12.375000,-2.937284,1.829454,1.282283,,,
1486,12.383333,-2.935081,1.833532,1.291324,,,
1487,12.391667,-2.932700,1.837232,1.300747,,,
1488,12.400000,-2.929720,1.840787,1.310073,,,
1489,12.408333,-2.927324,1.844493,1.319001,,,
1490,12.416667,-2.924937,1.848515,1.328084,,,
1491,12.425000,-2.921925,1.852129,1.337645,,,
1492,12.433333,-2.919699,1.856091,1.346245,,,
1493,12.441667,-2.917307,1.859658,1.355256,,,
1494,12.450000,-2.914208,1.863139,1.365018,,,
1495,12.458333,-2.911825,1.866851,1.373710,,,
1496,12.466667,-2.908477,1.869855,1.383281,,,
1497,12.475000,-2.907194,1.873928,1.391591,,,
1498,12.483333,-2.904099,1.877023,1.400921,,,
1499,12.491667,-2.901822,1.880383,1.409858,,,
1500,12.500000,-2.899189,1.883334,1.419049,,,
1501,12.508333,-2.896598,1.886055,1.428056,,,
1502,12.516667,-2.893729,1.888434,1.437537,,,
1503,12.525000,-2.891319,1.891006,1.446734,,,
1504,12.533333,-2.887555,1.892475,1.457037,,,
1505,12.541667,-2.886124,1.895432,1.465695,,,
1506,12.550000,-2.883793,1.897461,1.475295,,,
1507,12.558333,-2.880827,1.899336,1.485088,,,
1508,12.566667,-2.878786,1.901127,1.494368,,,
1509,12.575000,-2.876153,1.902521,1.504218,,,
1510,12.583333,-2.872874,1.903834,1.514482,,,
1511,12.591667,-2.871860,1.905881,1.523365,,,
1512,12.600000,-2.869142,1.906527,1.533448,,,
