Format Version,1.1,Take Name,Take 2016-04-07 09.30.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 09.30.11.679 PM,Total Frames,8363,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10008,Marker_10008,Marker_10008,Marker_10009,Marker_10009,Marker_10009,Marker_10010,Marker_10010,Marker_10010
,,"8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
3964,33.033333,-0.446018,2.151642,0.540428,,,,,,
3965,33.041667,-0.449524,2.151464,0.540422,,,,,,
3966,33.050000,-0.453070,2.151097,0.540149,,,,,,
3967,33.058333,-0.456891,2.150845,0.540106,,,,,,
3968,33.066667,-0.459968,2.150520,0.540022,,,,,,
3969,33.075000,-0.463259,2.150313,0.539849,,,,,,
3970,33.083333,-0.466406,2.150090,0.540103,,,,,,
3971,33.091667,-0.469521,2.149688,0.540277,,,,,,
3972,33.100000,-0.472082,2.149458,0.540557,,,,,,
3973,33.108333,-0.475372,2.149397,0.541195,,,,,,
3974,33.116667,-0.477981,2.149191,0.541652,,,,,,
3975,33.125000,-0.481298,2.148947,0.541737,,,,,,
3976,33.133333,-0.484444,2.148574,0.542211,,,,,,
3977,33.141667,-0.487788,2.148605,0.542253,,,,,,
3978,33.150000,-0.491126,2.148268,0.542789,,,,,,
3979,33.158333,-0.494456,2.148233,0.543289,,,,,,
3980,33.166667,-0.497706,2.147761,0.543673,,,,,,
3981,33.175000,-0.501094,2.147927,0.544201,,,,,,
3982,33.183333,-0.504424,2.147774,0.544311,,,,,,
3983,33.191667,-0.507515,2.147655,0.544876,,,,,,
3984,33.200000,-0.510818,2.147475,0.545121,,,,,,
3985,33.208333,-0.513506,2.147354,0.545433,,,,,,
3986,33.216667,-0.516601,2.147175,0.545838,,,,,,
3987,33.225000,-0.519503,2.147157,0.545640,,,,,,
3988,33.233333,-0.522122,2.146683,0.545783,,,,,,
3989,33.241667,-0.525124,2.146433,0.545664,,,,,,
3990,33.250000,-0.527450,2.146190,0.545415,,,,,,
3991,33.258333,-0.530069,2.145988,0.545260,,,,,,
3992,33.266667,-0.532168,2.145597,0.545044,,,,,,
3993,33.275000,-0.534600,2.145374,0.544458,,,,,,
3994,33.283333,-0.536976,2.145033,0.543966,,,,,,
3995,33.291667,-0.539208,2.144777,0.543395,,,,,,
3996,33.300000,-0.541235,2.144736,0.542651,,,,,,
3997,33.308333,-0.543474,2.144421,0.541534,,,,,,
3998,33.316667,-0.545556,2.144132,0.540368,,,,,,
3999,33.325000,-0.547583,2.143843,0.539213,,,,,,
4000,33.333333,-0.549552,2.143506,0.537709,,,,,,
4001,33.341667,-0.551178,2.143133,0.536120,,,,,,
4002,33.350000,-0.553292,2.142923,0.534116,,,,,,
4003,33.358333,-0.555149,2.142745,0.532354,,,,,,
4004,33.366667,-0.556596,2.142531,0.530467,,,,,,
4005,33.375000,-0.558488,2.142114,0.528364,,,,,,
4006,33.383333,-0.560153,2.141578,0.526428,,,,,,
4007,33.391667,-0.561731,2.141068,0.523964,,,,,,
4008,33.400000,-0.563412,2.140723,0.521470,,,,,,
4009,33.408333,-0.564982,2.140628,0.519389,,,,,,
4010,33.416667,-0.566812,2.140462,0.516677,,,,,,
4011,33.425000,-0.568398,2.140276,0.513815,,,,,,
4012,33.433333,-0.570066,2.140006,0.511017,,,,,,
4013,33.441667,-0.571669,2.139922,0.508414,,,,,,
4014,33.450000,-0.573486,2.139760,0.505230,,,,,,
4015,33.458333,-0.575624,2.139642,0.502301,,,,,,
4016,33.466667,-0.577238,2.139525,0.499273,,,,,,
4017,33.475000,-0.579397,2.139452,0.495641,,,,,,
4018,33.483333,-0.581249,2.139502,0.492643,,,,,,
4019,33.491667,-0.582966,2.139474,0.489144,,,,,,
4020,33.500000,-0.584707,2.139631,0.485394,,,,,,
4021,33.508333,-0.586235,2.139647,0.482060,,,,,,
4022,33.516667,-0.588073,2.139460,0.477778,,,,,,
4023,33.525000,-0.589615,2.139578,0.474439,,,,,,
4024,33.533333,-0.591409,2.139523,0.470242,,,,,,
4025,33.541667,-0.592626,2.139546,0.466472,,,,,,
4026,33.550000,-0.594169,2.139413,0.462316,,,,,,
4027,33.558333,-0.595425,2.139721,0.458539,,,,,,
4028,33.566667,-0.596922,2.139928,0.454217,,,,,,
4029,33.575000,-0.598480,2.140056,0.450201,,,,,,
4030,33.583333,-0.600070,2.140314,0.445684,,,,,,
4031,33.591667,-0.601503,2.140586,0.441740,,,,,,
4032,33.600000,-0.603232,2.141016,0.437370,,,,,,
4033,33.608333,-0.604975,2.141369,0.433225,,,,,,
4034,33.616667,-0.606811,2.141748,0.428591,,,,,,
4035,33.625000,-0.608667,2.142121,0.424533,,,,,,
4036,33.633333,-0.610727,2.142808,0.420081,,,,,,
4037,33.641667,-0.612548,2.143243,0.415881,,,,,,
4038,33.650000,-0.614467,2.143891,0.411198,,,,,,
4039,33.658333,-0.616124,2.143903,0.406825,,,,,,
4040,33.666667,-0.617783,2.144825,0.401978,,,,,,
4041,33.675000,-0.619310,2.145087,0.397771,,,,,,
4042,33.683333,-0.620852,2.145499,0.392877,,,,,,
4043,33.691667,-0.622256,2.145881,0.388610,,,,,,
4044,33.700000,-0.623694,2.146142,0.383791,,,,,,
4045,33.708333,-0.625034,2.146724,0.379299,,,,,,
4046,33.716667,-0.626524,2.146915,0.374503,,,,,,
4047,33.725000,-0.627805,2.147230,0.369851,,,,,,
4048,33.733333,-0.629266,2.147577,0.365244,,,,,,
4049,33.741667,-0.630541,2.147715,0.360408,,,,,,
4050,33.750000,-0.631707,2.148067,0.355840,,,,,,
4051,33.758333,-0.633210,2.148344,0.350830,,,,,,
4052,33.766667,-0.634258,2.148528,0.346234,,,,,,
4053,33.775000,-0.635648,2.148846,0.341397,,,,,,
4054,33.783333,-0.636815,2.148980,0.336606,,,,,,
4055,33.791667,-0.637686,2.149202,0.332348,,,,,,
4056,33.800000,-0.639043,2.149529,0.327401,,,,,,
4057,33.808333,-0.639918,2.149592,0.322747,,,,,,
4058,33.816667,-0.640954,2.149789,0.318173,,,,,,
4059,33.825000,-0.641629,2.149975,0.313570,,,,,,
4060,33.833333,-0.642327,2.150319,0.309435,,,,,,
4061,33.841667,-0.643405,2.150328,0.304345,,,,,,
4062,33.850000,-0.644056,2.150627,0.299965,,,,,,
4063,33.858333,-0.644658,2.150836,0.295556,,,,,,
4064,33.866667,-0.645540,2.150894,0.290700,,,,,,
4065,33.875000,-0.646378,2.151335,0.286480,,,,,,
4066,33.883333,-0.647141,2.151341,0.281807,,,,,,
4067,33.891667,-0.647772,2.151668,0.277557,,,,,,
4068,33.900000,-0.648429,2.151964,0.273049,,,,,,
4069,33.908333,-0.648989,2.152175,0.269114,,,,,,
4070,33.916667,-0.649891,2.152537,0.264539,,,,,,
4071,33.925000,-0.650270,2.152827,0.260514,,,,,,
4072,33.933333,-0.650717,2.152941,0.256504,,,,,,
4073,33.941667,-0.651419,2.153279,0.252153,,,,,,
4074,33.950000,-0.652045,2.153555,0.248367,,,,,,
4075,33.958333,-0.652386,2.153823,0.244442,,,,,,
4076,33.966667,-0.652794,2.154114,0.240883,,,,,,
4077,33.975000,-0.653436,2.154461,0.236922,,,,,,
4078,33.983333,-0.653724,2.154644,0.233343,,,,,,
4079,33.991667,-0.654078,2.154898,0.229847,,,,,,
4080,34.000000,-0.654404,2.155533,0.226377,,,,,,
4081,34.008333,-0.654919,2.155648,0.222337,,,,,,
4082,34.016667,-0.655084,2.155628,0.218882,,,,,,
4083,34.025000,-0.655329,2.155888,0.214987,,,,,,
4084,34.033333,-0.655580,2.156161,0.211726,,,,,,
4085,34.041667,-0.655793,2.156360,0.207926,,,,,,
4086,34.050000,-0.655962,2.156310,0.204466,,,,,,
4087,34.058333,-0.656005,2.156639,0.200883,,,,,,
4088,34.066667,-0.655710,2.156846,0.197545,,,,,,
4089,34.075000,-0.655411,2.157016,0.194497,,,,,,
4090,34.083333,-0.654952,2.157104,0.191223,,,,,,
4091,34.091667,-0.654533,2.157472,0.188313,,,,,,
4092,34.100000,-0.654097,2.157609,0.184794,,,,,,
4093,34.108333,-0.653638,2.157761,0.181610,,,,,,
4094,34.116667,-0.653066,2.157889,0.178383,,,,,,
4095,34.125000,-0.652711,2.158055,0.175177,,,,,,
4096,34.133333,-0.652296,2.158289,0.171866,,,,,,
4097,34.141667,-0.651683,2.158626,0.168862,,,,,,
4098,34.150000,-0.651043,2.158607,0.165732,,,,,,
4099,34.158333,-0.650609,2.159006,0.162623,,,,,,
4100,34.166667,-0.649925,2.159330,0.159886,,,,,,
4101,34.175000,-0.649268,2.159812,0.156659,,,,,,
4102,34.183333,-0.648394,2.160143,0.153775,,,,,,
4103,34.191667,-0.647710,2.160464,0.150992,,,,,,
4104,34.200000,-0.647238,2.160788,0.147976,,,,,,
4105,34.208333,-0.646747,2.161247,0.145218,,,,,,
4106,34.216667,-0.646257,2.161636,0.142072,,,,,,
4107,34.225000,-0.645498,2.161853,0.139518,,,,,,
4108,34.233333,-0.645017,2.162312,0.136426,,,,,,
4109,34.241667,-0.644534,2.162589,0.133963,,,,,,
4110,34.250000,-0.643969,2.163298,0.131392,,,,,,
4111,34.258333,-0.643638,2.163801,0.128571,,,,,,
4112,34.266667,-0.643200,2.164271,0.126240,,,,,,
4113,34.275000,-0.642991,2.164737,0.124292,,,,,,
4114,34.283333,-0.643168,2.165320,0.121970,,,,,,
4115,34.291667,-0.643363,2.165879,0.120068,,,,,,
4116,34.300000,-0.643472,2.166348,0.118095,,,,,,
4117,34.308333,-0.643760,2.166839,0.116440,,,,,,
4118,34.316667,-0.644215,2.167227,0.114567,,,,,,
4119,34.325000,-0.644575,2.167527,0.112738,,,,,,
4120,34.333333,-0.645128,2.167800,0.111005,,,,,,
4121,34.341667,-0.645555,2.168048,0.109221,,,,,,
4122,34.350000,-0.645820,2.168164,0.107675,,,,,,
4123,34.358333,-0.646037,2.168212,0.105958,,,,,,
4124,34.366667,-0.646312,2.168203,0.104637,,,,,,
4125,34.375000,-0.646350,2.168127,0.103411,,,,,,
4126,34.383333,-0.646363,2.167911,0.102177,,,,,,
4127,34.391667,-0.646431,2.167700,0.100872,,,,,,
4128,34.400000,-0.646679,2.167509,0.099451,,,,,,
4129,34.408333,-0.646886,2.167274,0.098116,,,,,,
4130,34.416667,-0.647153,2.166967,0.096798,,,,,,
4131,34.425000,-0.647698,2.166777,0.095448,,,,,,
4132,34.433333,-0.648214,2.166590,0.094276,,,,,,
4133,34.441667,-0.648737,2.166377,0.093307,,,,,,
4134,34.450000,-0.649653,2.166256,0.091894,,,,,,
4135,34.458333,-0.650696,2.166030,0.090355,,,,,,
4136,34.466667,-0.651802,2.165780,0.088784,,,,,,
4137,34.475000,-0.652674,2.165391,0.087240,,,,,,
4138,34.483333,-0.653601,2.164968,0.085734,,,,,,
4139,34.491667,-0.654566,2.164622,0.084269,,,,,,
4140,34.500000,-0.655745,2.164180,0.082510,,,,,,
4141,34.508333,-0.656857,2.163860,0.081094,,,,,,
4142,34.516667,-0.657902,2.163484,0.079722,,,,,,
4143,34.525000,-0.659149,2.163127,0.078318,,,,,,
4144,34.533333,-0.660538,2.162657,0.076777,,,,,,
4145,34.541667,-0.662110,2.162115,0.074947,,,,,,
4146,34.550000,-0.663512,2.161646,0.073307,,,,,,
4147,34.558333,-0.665239,2.161311,0.071600,,,,,,
4148,34.566667,-0.667009,2.160969,0.069997,,,,,,
4149,34.575000,-0.668818,2.160719,0.068385,,,,,,
4150,34.583333,-0.670947,2.160506,0.067004,,,,,,
4151,34.591667,-0.673157,2.160323,0.065244,,,,,,
4152,34.600000,-0.675710,2.159986,0.063402,,,,,,
4153,34.608333,-0.678389,2.159804,0.061905,,,,,,
4154,34.616667,-0.681246,2.159785,0.060473,,,,,,
4155,34.625000,-0.684381,2.159690,0.058539,,,,,,
4156,34.633333,-0.687451,2.159793,0.057097,,,,,,
4157,34.641667,-0.690780,2.159460,0.055454,,,,,,
4158,34.650000,-0.694060,2.159103,0.053735,,,,,,
4159,34.658333,-0.697374,2.159159,0.052321,,,,,,
4160,34.666667,-0.700658,2.159000,0.050400,,,,,,
4161,34.675000,-0.704065,2.159041,0.048822,,,,,,
4162,34.683333,-0.707749,2.158826,0.047125,,,,,,
4163,34.691667,-0.711100,2.158826,0.045598,,,,,,
4164,34.700000,-0.714997,2.158630,0.044006,,,,,,
4165,34.708333,-0.718641,2.158401,0.042528,,,,,,
4166,34.716667,-0.722568,2.157989,0.041023,,,,,,
4167,34.725000,-0.726687,2.157711,0.039221,,,,,,
4168,34.733333,-0.730887,2.157608,0.037832,,,,,,
4169,34.741667,-0.735054,2.157201,0.036056,,,,,,
4170,34.750000,-0.739388,2.156900,0.034554,,,,,,
4171,34.758333,-0.743624,2.156604,0.032989,,,,,,
4172,34.766667,-0.747976,2.156241,0.031655,,,,,,
4173,34.775000,-0.752579,2.155894,0.030410,,,,,,
4174,34.783333,-0.757013,2.155584,0.028755,,,,,,
4175,34.791667,-0.761822,2.155324,0.027753,,,,,,
4176,34.800000,-0.766548,2.155205,0.026548,,,,,,
4177,34.808333,-0.771637,2.154848,0.025184,,,,,,
4178,34.816667,-0.777082,2.154460,0.024034,,,,,,
4179,34.825000,-0.782108,2.154269,0.022964,,,,,,
4180,34.833333,-0.787296,2.153811,0.022020,,,,,,
4181,34.841667,-0.792792,2.153542,0.021124,,,,,,
4182,34.850000,-0.798310,2.153203,0.020054,,,,,,
4183,34.858333,-0.803862,2.153004,0.019180,,,,,,
4184,34.866667,-0.808891,2.152978,0.018693,,,,,,
4185,34.875000,-0.814617,2.152885,0.018149,,,,,,
4186,34.883333,-0.820165,2.152712,0.017434,,,,,,
4187,34.891667,-0.825817,2.152672,0.016857,,,,,,
4188,34.900000,-0.831669,2.152520,0.016219,,,,,,
4189,34.908333,-0.837525,2.152565,0.015745,,,,,,
4190,34.916667,-0.843613,2.152797,0.015378,,,,,,
4191,34.925000,-0.849435,2.152903,0.015148,,,,,,
4192,34.933333,-0.855387,2.153157,0.014898,,,,,,
4193,34.941667,-0.861406,2.153138,0.014664,,,,,,
4194,34.950000,-0.867345,2.153221,0.014397,,,,,,
4195,34.958333,-0.873393,2.153596,0.014206,,,,,,
4196,34.966667,-0.879483,2.153884,0.014307,,,,,,
4197,34.975000,-0.885380,2.154347,0.014371,,,,,,
4198,34.983333,-0.891482,2.154674,0.014344,,,,,,
4199,34.991667,-0.897590,2.154974,0.014314,,,,,,
4200,35.000000,-0.903733,2.155249,0.014206,,,,,,
4201,35.008333,-0.909972,2.155478,0.014310,,,,,,
4202,35.016667,-0.916403,2.156096,0.014444,,,,,,
4203,35.025000,-0.922900,2.156618,0.014588,,,,,,
4204,35.033333,-0.929124,2.156964,0.014806,,,,,,
4205,35.041667,-0.935452,2.157371,0.014995,,,,,,
4206,35.050000,-0.942424,2.157786,0.015069,,,,,,
4207,35.058333,-0.948944,2.158344,0.015184,,,,,,
4208,35.066667,-0.955657,2.158792,0.015170,,,,,,
4209,35.075000,-0.962348,2.159171,0.015035,,,,,,
4210,35.083333,-0.968839,2.159444,0.015220,,,,,,
4211,35.091667,-0.975395,2.159680,0.015316,,,,,,
4212,35.100000,-0.981798,2.160076,0.015297,,,,,,
4213,35.108333,-0.988308,2.160279,0.015197,,,,,,
4214,35.116667,-0.994724,2.160720,0.015261,,,,,,
4215,35.125000,-1.000948,2.161075,0.015416,,,,,,
4216,35.133333,-1.007301,2.161346,0.015726,,,,,,
4217,35.141667,-1.013818,2.161731,0.015812,,,,,,
4218,35.150000,-1.020470,2.161778,0.015813,,,,,,
4219,35.158333,-1.026950,2.162192,0.015881,,,,,,
4220,35.166667,-1.033765,2.162456,0.015885,,,,,,
4221,35.175000,-1.040639,2.162703,0.015620,,,,,,
4222,35.183333,-1.047389,2.162801,0.015461,,,,,,
4223,35.191667,-1.054069,2.162772,0.015223,,,,,,
4224,35.200000,-1.060730,2.162937,0.014872,,,,,,
4225,35.208333,-1.067431,2.163118,0.014501,,,,,,
4226,35.216667,-1.074024,2.163261,0.014026,,,,,,
4227,35.225000,-1.080467,2.163397,0.013660,,,,,,
4228,35.233333,-1.086887,2.163378,0.013413,,,,,,
4229,35.241667,-1.093229,2.163397,0.013062,,,,,,
4230,35.250000,-1.099427,2.163510,0.012789,,,,,,
4231,35.258333,-1.105780,2.163644,0.012312,,,,,,
4232,35.266667,-1.112074,2.163730,0.011530,,,,,,
4233,35.275000,-1.118380,2.163850,0.010936,,,,,,
4234,35.283333,-1.124801,2.163741,0.010382,,,,,,
4235,35.291667,-1.131142,2.163676,0.009569,,,,,,
4236,35.300000,-1.137448,2.163656,0.009021,,,,,,
4237,35.308333,-1.143739,2.163748,0.008271,,,,,,
4238,35.316667,-1.149809,2.163641,0.007141,,,,,,
4239,35.325000,-1.155737,2.163777,0.006364,,,,,,
4240,35.333333,-1.161423,2.163690,0.005734,,,,,,
4241,35.341667,-1.167610,2.163814,0.005002,,,,,,
4242,35.350000,-1.173163,2.163582,0.004088,,,,,,
4243,35.358333,-1.178821,2.163480,0.003253,,,,,,
4244,35.366667,-1.184727,2.163507,0.002336,,,,,,
4245,35.375000,-1.190177,2.163406,0.001497,,,,,,
4246,35.383333,-1.195648,2.163353,0.000597,,,,,,
4247,35.391667,-1.200978,2.163221,-0.000281,,,,,,
4248,35.400000,-1.206673,2.162996,-0.001325,,,,,,
4249,35.408333,-1.212228,2.162829,-0.002355,,,,,,
4250,35.416667,-1.217654,2.162607,-0.003429,,,,,,
4251,35.425000,-1.223391,2.162549,-0.004304,,,,,,
4252,35.433333,-1.229008,2.162448,-0.005074,,,,,,
4253,35.441667,-1.234579,2.162335,-0.005804,,,,,,
4254,35.450000,-1.240422,2.162313,-0.006241,,,,,,
4255,35.458333,-1.246054,2.162066,-0.006750,,,,,,
4256,35.466667,-1.252190,2.162132,-0.007094,,,,,,
4257,35.475000,-1.257935,2.162062,-0.007420,,,,,,
4258,35.483333,-1.263610,2.162204,-0.007829,,,,,,
4259,35.491667,-1.269833,2.162566,-0.008186,,,,,,
4260,35.500000,-1.276088,2.162637,-0.008344,,,,,,
4261,35.508333,-1.282470,2.162819,-0.008553,,,,,,
4262,35.516667,-1.289008,2.162970,-0.008613,,,,,,
4263,35.525000,-1.295912,2.163172,-0.008643,,,,,,
4264,35.533333,-1.302581,2.163376,-0.008738,,,,,,
4265,35.541667,-1.309231,2.163619,-0.008729,,,,,,
4266,35.550000,-1.315782,2.163754,-0.008609,,,,,,
4267,35.558333,-1.322539,2.163914,-0.008575,,,,,,
4268,35.566667,-1.329367,2.164038,-0.008288,,,,,,
4269,35.575000,-1.336027,2.164169,-0.008009,,,,,,
4270,35.583333,-1.342543,2.164250,-0.007914,,,,,,
4271,35.591667,-1.348922,2.164399,-0.007671,,,,,,
4272,35.600000,-1.355456,2.164412,-0.007315,,,,,,
4273,35.608333,-1.361883,2.164596,-0.006923,,,,,,
4274,35.616667,-1.368207,2.164702,-0.006712,,,,,,
4275,35.625000,-1.374338,2.164679,-0.006412,,,,,,
4276,35.633333,-1.380343,2.164558,-0.006074,,,,,,
4277,35.641667,-1.386587,2.164561,-0.005909,,,,,,
4278,35.650000,-1.392783,2.164640,-0.005653,,,,,,
4279,35.658333,-1.398681,2.164627,-0.005188,,,,,,
4280,35.666667,-1.404671,2.164698,-0.004734,,,,,,
4281,35.675000,-1.410857,2.164884,-0.004675,,,,,,
4282,35.683333,-1.416840,2.165090,-0.004492,,,,,,
4283,35.691667,-1.422732,2.165173,-0.004115,,,,,,
4284,35.700000,-1.428777,2.165295,-0.003815,,,,,,
4285,35.708333,-1.434969,2.165431,-0.003394,,,,,,
4286,35.716667,-1.440835,2.165691,-0.002833,,,,,,
4287,35.725000,-1.446383,2.165826,-0.002270,,,,,,
4288,35.733333,-1.452282,2.165910,-0.002096,,,,,,
4289,35.741667,-1.458053,2.166205,-0.001823,,,,,,
4290,35.750000,-1.463734,2.166446,-0.001371,,,,,,
4291,35.758333,-1.469671,2.166779,-0.001243,,,,,,
4292,35.766667,-1.475321,2.167099,-0.001161,,,,,,
4293,35.775000,-1.480802,2.167276,-0.001038,,,,,,
4294,35.783333,-1.486485,2.167384,-0.000691,,,,,,
4295,35.791667,-1.492535,2.167526,-0.000645,,,,,,
4296,35.800000,-1.497796,2.167538,-0.000290,,,,,,
4297,35.808333,-1.503035,2.167529,0.000311,,,,,,
4298,35.816667,-1.508624,2.167645,0.000763,,,,,,
4299,35.825000,-1.514030,2.167719,0.000942,,,,,,
4300,35.833333,-1.519383,2.167771,0.001269,,,,,,
4301,35.841667,-1.524536,2.168006,0.001797,,,,,,
4302,35.850000,-1.529871,2.168243,0.001782,,,,,,
4303,35.858333,-1.535122,2.168408,0.002235,,,,,,
4304,35.866667,-1.540457,2.168418,0.002767,,,,,,
4305,35.875000,-1.545411,2.168626,0.003388,,,,,,
4306,35.883333,-1.550936,2.168767,0.003727,,,,,,
4307,35.891667,-1.556541,2.168928,0.004575,,,,,,
4308,35.900000,-1.561717,2.169132,0.005341,,,,,,
4309,35.908333,-1.566906,2.169280,0.006031,,,,,,
4310,35.916667,-1.572523,2.169351,0.006587,,,,,,
4311,35.925000,-1.577996,2.169584,0.007269,,,,,,
4312,35.933333,-1.583421,2.169826,0.007511,,,,,,
4313,35.941667,-1.588597,2.170114,0.008078,,,,,,
4314,35.950000,-1.594050,2.170059,0.008593,,,,,,
4315,35.958333,-1.599305,2.170297,0.008982,,,,,,
4316,35.966667,-1.604629,2.170365,0.009240,,,,,,
4317,35.975000,-1.609763,2.170417,0.009988,,,,,,
4318,35.983333,-1.615129,2.170551,0.010519,,,,,,
4319,35.991667,-1.620872,2.170731,0.010799,,,,,,
4320,36.000000,-1.626339,2.170850,0.011313,,,,,,
4321,36.008333,-1.631475,2.170838,0.012160,,,,,,
4322,36.016667,-1.637142,2.171016,0.012500,,,,,,
4323,36.025000,-1.642976,2.171266,0.012926,,,,,,
4324,36.033333,-1.648409,2.171408,0.013516,,,,,,
4325,36.041667,-1.653876,2.171654,0.013753,,,,,,
4326,36.050000,-1.659437,2.171808,0.014191,,,,,,
4327,36.058333,-1.665219,2.171956,0.014557,,,,,,
4328,36.066667,-1.670696,2.171921,0.014838,,,,,,
4329,36.075000,-1.676274,2.171998,0.015027,,,,,,
4330,36.083333,-1.681988,2.172063,0.015471,,,,,,
4331,36.091667,-1.687361,2.172217,0.016210,,,,,,
4332,36.100000,-1.693024,2.172292,0.016380,,,,,,
4333,36.108333,-1.698549,2.172255,0.016442,,,,,,
4334,36.116667,-1.703906,2.172434,0.016685,,,,,,
4335,36.125000,-1.709323,2.172602,0.016950,,,,,,
4336,36.133333,-1.714784,2.172810,0.017144,,,,,,
4337,36.141667,-1.720348,2.172821,0.016840,,,,,,
4338,36.150000,-1.725962,2.173040,0.017037,,,,,,
4339,36.158333,-1.731935,2.173165,0.017328,,,,,,
4340,36.166667,-1.737863,2.173229,0.016985,,,,,,
4341,36.175000,-1.743586,2.173404,0.016753,,,,,,
4342,36.183333,-1.749514,2.173518,0.016885,,,,,,
4343,36.191667,-1.755740,2.173659,0.016833,,,,,,
4344,36.200000,-1.761870,2.173757,0.016502,,,,,,
4345,36.208333,-1.767696,2.173849,0.016117,,,,,,
4346,36.216667,-1.773579,2.173789,0.015914,,,,,,
4347,36.225000,-1.779460,2.173768,0.015708,,,,,,
4348,36.233333,-1.785190,2.173762,0.015641,,,,,,
4349,36.241667,-1.790830,2.173759,0.015294,,,,,,
4350,36.250000,-1.796738,2.173619,0.014929,,,,,,
4351,36.258333,-1.802496,2.173723,0.014819,,,,,,
4352,36.266667,-1.808452,2.173629,0.014857,,,,,,
4353,36.275000,-1.814791,2.173689,0.014510,,,,,,
4354,36.283333,-1.821102,2.173493,0.014186,,,,,,
4355,36.291667,-1.827375,2.173391,0.014192,,,,,,
4356,36.300000,-1.833838,2.173322,0.014350,,,,,,
4357,36.308333,-1.840627,2.173171,0.014221,,,,,,
4358,36.316667,-1.847431,2.173093,0.014066,,,,,,
4359,36.325000,-1.854326,2.172945,0.014105,,,,,,
4360,36.333333,-1.861125,2.172976,0.013807,,,,,,
4361,36.341667,-1.867828,2.172734,0.013225,,,,,,
4362,36.350000,-1.874297,2.172576,0.012994,,,,,,
4363,36.358333,-1.880909,2.172523,0.012940,,,,,,
4364,36.366667,-1.887575,2.172247,0.012916,,,,,,
4365,36.375000,-1.894125,2.172239,0.012910,,,,,,
4366,36.383333,-1.900599,2.172004,0.012750,,,,,,
4367,36.391667,-1.906827,2.171863,0.012924,,,,,,
4368,36.400000,-1.913163,2.171860,0.012852,,,,,,
4369,36.408333,-1.919588,2.171763,0.012747,,,,,,
4370,36.416667,-1.926090,2.171798,0.012774,,,,,,
4371,36.425000,-1.932668,2.171700,0.012831,,,,,,
4372,36.433333,-1.939158,2.171852,0.012793,,,,,,
4373,36.441667,-1.945947,2.171741,0.012470,,,,,,
4374,36.450000,-1.952498,2.171793,0.012373,,,,,,
4375,36.458333,-1.959246,2.171843,0.012306,,,,,,
4376,36.466667,-1.966227,2.171760,0.011962,,,,,,
4377,36.475000,-1.973240,2.171801,0.011807,,,,,,
4378,36.483333,-1.979996,2.171771,0.011960,,,,,,
4379,36.491667,-1.986689,2.171758,0.011889,,,,,,
4380,36.500000,-1.993529,2.171582,0.011756,,,,,,
4381,36.508333,-2.000005,2.171506,0.012022,,,,,,
4382,36.516667,-2.006281,2.171372,0.012052,,,,,,
4383,36.525000,-2.012843,2.171263,0.011934,,,,,,
4384,36.533333,-2.018966,2.171227,0.012132,,,,,,
4385,36.541667,-2.025238,2.171121,0.012380,,,,,,
4386,36.550000,-2.031526,2.171146,0.012144,,,,,,
4387,36.558333,-2.037854,2.171014,0.011692,,,,,,
4388,36.566667,-2.044053,2.170958,0.011684,,,,,,
4389,36.575000,-2.050075,2.170799,0.011639,,,,,,
4390,36.583333,-2.056549,2.170549,0.011446,,,,,,
4391,36.591667,-2.062836,2.170488,0.011455,,,,,,
4392,36.600000,-2.068918,2.170372,0.011795,,,,,,
4393,36.608333,-2.075104,2.170183,0.011825,,,,,,
4394,36.616667,-2.081373,2.170026,0.011934,,,,,,
4395,36.625000,-2.087624,2.170053,0.012340,,,,,,
4396,36.633333,-2.093884,2.170206,0.012557,,,,,,
4397,36.641667,-2.100298,2.170164,0.012353,,,,,,
4398,36.650000,-2.106373,2.170251,0.012297,,,,,,
4399,36.658333,-2.112474,2.170229,0.012349,,,,,,
4400,36.666667,-2.118627,2.170286,0.012348,,,,,,
4401,36.675000,-2.124990,2.170260,0.012071,,,,,,
4402,36.683333,-2.130956,2.170323,0.012016,,,,,,
4403,36.691667,-2.136883,2.170244,0.012194,,,,,,
4404,36.700000,-2.143069,2.170296,0.012300,,,,,,
4405,36.708333,-2.149358,2.170439,0.012085,,,,,,
4406,36.716667,-2.155272,2.170601,0.012372,,,,,,
4407,36.725000,-2.161087,2.170793,0.012421,,,,,,
4408,36.733333,-2.167057,2.170724,0.012275,,,,,,
4409,36.741667,-2.173075,2.170835,0.012521,,,,,,
4410,36.750000,-2.179167,2.170813,0.012652,,,,,,
4411,36.758333,-2.184987,2.170971,0.012573,,,,,,
4412,36.766667,-2.190888,2.170812,0.012647,,,,,,
4413,36.775000,-2.196942,2.170851,0.013000,,,,,,
4414,36.783333,-2.202857,2.170929,0.013092,,,,,,
4415,36.791667,-2.208629,2.171010,0.013100,,,,,,
