Format Version,1.1,Take Name,Take 2016-04-07 08.33.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.14.076 PM,Total Frames,3720,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10014,Marker_10014,Marker_10014,Marker_10015,Marker_10015,Marker_10015,Marker_10016,Marker_10016,Marker_10016,Marker_10017,Marker_10017,Marker_10017,Marker_10019,Marker_10019,Marker_10019
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702723","8392B20CF49E35702723","8392B20CF49E35702723"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1963,16.358333,0.413882,1.837974,-1.834429,,,,,,,,,,,,,,,
1964,16.366667,0.414811,1.851477,-1.814893,,,,,,,,,,,,,,,
1965,16.375000,0.415694,1.864861,-1.796261,,,,,,,,,,,,,,,
1966,16.383333,0.416511,1.878504,-1.777633,,,,,,,,,,,,,,,
1967,16.391667,0.417201,1.892930,-1.758227,,,,,,,,,,,,,,,
1968,16.400000,0.417822,1.907133,-1.739577,,,,,,,,,,,,,,,
1969,16.408333,0.418305,1.921688,-1.720691,,,,,,,,,,,,,,,
1970,16.416667,0.418983,1.936716,-1.701028,,,,,,,,,,,,,,,
1971,16.425000,0.419534,1.951497,-1.682508,,,,,,,,,,,,,,,
1972,16.433333,0.420031,1.966615,-1.663134,,,,,,,,,,,,,,,
1973,16.441667,0.420521,1.981962,-1.644220,,,,,,,,,,,,,,,
1974,16.450000,0.420571,1.997349,-1.625705,,,,,,,,,,,,,,,
1975,16.458333,0.420609,2.013405,-1.606595,,,,,,,,,,,,,,,
1976,16.466667,0.420170,2.029074,-1.587736,,,,,,,,,,,,,,,
1977,16.475000,0.419543,2.044642,-1.569836,,,,,,,,,,,,,,,
1978,16.483333,0.418865,2.060920,-1.550669,,,,,,,,,,,,,,,
1979,16.491667,0.418153,2.077319,-1.531950,,,,,,,,,,,,,,,
1980,16.500000,0.416776,2.093488,-1.514054,,,,,,,,,,,,,,,
1981,16.508333,0.414855,2.110263,-1.495325,,,,,,,,,,,,,,,
1982,16.516667,0.412735,2.126475,-1.477786,,,,,,,,,,,,,,,
1983,16.525000,0.409992,2.142916,-1.459738,,,,,,,,,,,,,,,
1984,16.533333,0.407137,2.159459,-1.441764,,,,,,,,,,,,,,,
1985,16.541667,0.403883,2.176097,-1.424137,,,,,,,,,,,,,,,
1986,16.550000,0.399999,2.192993,-1.406186,,,,,,,,,,,,,,,
1987,16.558333,0.396007,2.209542,-1.388923,,,,,,,,,,,,,,,
1988,16.566667,0.391691,2.226810,-1.371482,,,,,,,,,,,,,,,
1989,16.575000,0.387273,2.244195,-1.354745,,,,,,,,,,,,,,,
1990,16.583333,0.382275,2.262105,-1.337730,,,,,,,,,,,,,,,
1991,16.591667,0.377360,2.280081,-1.321662,,,,,,,,,,,,,,,
1992,16.600000,0.371658,2.298781,-1.305442,,,,,,,,,,,,,,,
1993,16.608333,0.366248,2.316945,-1.290282,,,,,,,,,,,,,,,
1994,16.616667,0.360151,2.335730,-1.274593,,,,,,,,,,,,,,,
1995,16.625000,0.353830,2.354858,-1.259592,,,,,,,,,,,,,,,
1996,16.633333,0.347075,2.374137,-1.244891,,,,,,,,,,,,,,,
1997,16.641667,0.340205,2.393815,-1.230068,,,,,,,,,,,,,,,
1998,16.650000,0.332834,2.412977,-1.216695,,,,,,,,,,,,,,,
1999,16.658333,0.325288,2.432751,-1.202397,,,,,,,,,,,,,,,
2000,16.666667,0.317032,2.452397,-1.188445,,,,,,,,,,,,,,,
2001,16.675000,0.308711,2.472217,-1.174796,,,,,,,,,,,,,,,
2002,16.683333,0.300666,2.491670,-1.162011,,,,,,,,,,,,,,,
2003,16.691667,0.292420,2.511289,-1.149467,,,,,,,,,,,,,,,
2004,16.700000,0.284184,2.530892,-1.136745,,,,,,,,,,,,,,,
2005,16.708333,0.275915,2.550648,-1.124178,,,,,,,,,,,,,,,
2006,16.716667,0.268059,2.570241,-1.111864,,,,,,,,,,,,,,,
2007,16.725000,0.260761,2.589691,-1.099588,,,,,,,,,,,,,,,
2008,16.733333,0.253191,2.609417,-1.087252,,,,,,,,,,,,,,,
2009,16.741667,0.245919,2.629567,-1.074947,,,,,,,,,,,,,,,
2010,16.750000,0.238570,2.649659,-1.062903,,,,,,,,,,,,,,,
2011,16.758333,0.231347,2.669839,-1.050810,,,,,,,,,,,,,,,
2012,16.766667,0.220808,2.690122,-1.038236,,,,,,,,,,,,,,,
2013,16.775000,0.213602,2.710175,-1.026091,,,,,,,,,,,,,,,
2014,16.783333,0.206478,2.729856,-1.014051,,,,,,,,,,,,,,,
2015,16.791667,0.199761,2.749375,-1.001834,,,,,,,,,,,,,,,
2016,16.800000,0.193152,2.768871,-0.989395,,,,,,,,,,,,,,,
2017,16.808333,0.186918,2.788058,-0.976847,,,,,,,,,,,,,,,
2018,16.816667,0.180530,2.807177,-0.964490,,,,,,,,,,,,,,,
2019,16.825000,0.174284,2.826101,-0.951635,,,,,,,,,,,,,,,
2020,16.833333,0.168254,2.844539,-0.939056,,,,,,,,,,,,,,,
2021,16.841667,0.162411,2.862873,-0.926210,,,,,,,,,,,,,,,
2022,16.850000,0.158664,2.880210,-0.912651,,,,,,,,,,,,,,,
2023,16.858333,0.152080,2.897777,-0.899386,,,,,,,,,,,,,,,
2024,16.866667,0.144483,2.914872,-0.888865,,,,,,,,,,,,,,,
2025,16.875000,0.140844,2.930394,-0.874634,,,,,,,,,,,,,,,
2026,16.883333,0.135598,2.946067,-0.862747,,,,,,,,,,,,,,,
2027,16.891667,0.129691,2.960868,-0.850174,,,,,,,,,,,,,,,
2028,16.900000,0.123925,2.975219,-0.837787,,,,,,,,,,,,,,,
2029,16.908333,0.117871,2.989015,-0.825272,,,,,,,,,,,,,,,
2030,16.916667,0.112144,3.002099,-0.812726,,,,,,,,,,,,,,,
2031,16.925000,0.106175,3.014657,-0.800606,,,,,,,,,,,,,,,
2032,16.933333,0.100612,3.026545,-0.788060,,,,,,,,,,,,,,,
2033,16.941667,0.092678,3.038114,-0.776710,,,,,,,,,,,,,,,
2034,16.950000,0.088648,3.048064,-0.763472,,,,,,,,,,,,,,,
2035,16.958333,0.082348,3.057745,-0.750895,,,,,,,,,,,,,,,
2036,16.966667,0.076101,3.066734,-0.738608,,,,,,,,,,,,,,,
2037,16.975000,0.069888,3.074485,-0.726626,,,,,,,,,,,,,,,
2038,16.983333,0.063693,3.081704,-0.714515,,,,,,,,,,,,,,,
2039,16.991667,0.057171,3.088055,-0.702284,,,,,,,,,,,,,,,
2040,17.000000,0.050964,3.093696,-0.689992,,,,,,,,,,,,,,,
2041,17.008333,0.044612,3.098420,-0.677998,,,,,,,,,,,,,,,
2042,17.016667,0.037908,3.102284,-0.665749,,,,,,,,,,,,,,,
2043,17.025000,0.031509,3.105146,-0.653901,,,,,,,,,,,,,,,
2044,17.033333,0.024966,3.107293,-0.642027,,,,,,,,,,,,,,,
2045,17.041667,0.018274,3.108578,-0.630216,,,,,,,,,,,,,,,
2046,17.050000,0.011625,3.108828,-0.618430,,,,,,,,,,,,,,,
2047,17.058333,0.004903,3.108240,-0.606707,,,,,,,,,,,,,,,
2048,17.066667,-0.001802,3.106586,-0.595234,,,,,,,,,,,,,,,
2049,17.075000,-0.008541,3.104452,-0.583354,,,,,,,,,,,,,,,
2050,17.083333,-0.015329,3.101098,-0.572173,,,,,,,,,,,,,,,
2051,17.091667,-0.022170,3.096883,-0.560951,,,,,,,,,,,,,,,
2052,17.100000,-0.028886,3.091871,-0.549059,,,,,,,,,,,,,,,
2053,17.108333,-0.035794,3.086230,-0.537873,,,,,,,,,,,,,,,
2054,17.116667,-0.042446,3.079349,-0.526555,,,,,,,,,,,,,,,
2055,17.125000,-0.049316,3.071914,-0.515317,,,,,,,,,,,,,,,
2056,17.133333,-0.055967,3.063583,-0.503753,,,,,,,,,,,,,,,
2057,17.141667,-0.062392,3.054579,-0.492532,,,,,,,,,,,,,,,
2058,17.150000,-0.068968,3.044606,-0.480821,,,,,,,,,,,,,,,
2059,17.158333,-0.075146,3.033774,-0.469323,,,,,,,,,,,,,,,
2060,17.166667,-0.081628,3.022304,-0.457598,,,,,,,,,,,,,,,
2061,17.175000,-0.087526,3.009806,-0.445878,,,,,,,,,,,,,,,
2062,17.183333,-0.093402,2.996396,-0.433805,,,,,,,,,,,,,,,
2063,17.191667,-0.099260,2.982453,-0.422420,,,,,,,,,,,,,,,
2064,17.200000,-0.104771,2.967402,-0.410480,,,,,,,,,,,,,,,
2065,17.208333,-0.110086,2.952008,-0.398706,,,,,,,,,,,,,,,
2066,17.216667,-0.115190,2.935955,-0.386632,,,,,,,,,,,,,,,
2067,17.225000,-0.119983,2.920651,-0.373010,,,,,,,,,,,,,,,
2068,17.233333,-0.124773,2.905103,-0.358826,,,,,,,,,,,,,,,
2069,17.241667,-0.129224,2.890155,-0.343514,,,,,,,,,,,,,,,
2070,17.250000,-0.133318,2.875105,-0.327393,,,,,,,,,,,,,,,
2071,17.258333,-0.137048,2.859968,-0.311186,,,,,,,,,,,,,,,
2072,17.266667,-0.140595,2.844594,-0.294694,,,,,,,,,,,,,,,
2073,17.275000,-0.143886,2.829196,-0.277259,,,,,,,,,,,,,,,
2074,17.283333,-0.147009,2.813680,-0.259450,,,,,,,,,,,,,,,
2075,17.291667,-0.149910,2.798282,-0.240880,,,,,,,,,,,,,,,
2076,17.300000,-0.152747,2.783261,-0.221023,,,,,,,,,,,,,,,
2077,17.308333,-0.155601,2.768291,-0.201108,,,,,,,,,,,,,,,
2078,17.316667,-0.158309,2.753490,-0.180097,,,,,,,,,,,,,,,
2079,17.325000,-0.160832,2.738355,-0.158763,,,,,,,,,,,,,,,
2080,17.333333,-0.162969,2.723507,-0.136679,,,,,,,,,,,,,,,
2081,17.341667,-0.164822,2.708339,-0.114120,,,,,,,,,,,,,,,
2082,17.350000,-0.166725,2.693407,-0.090947,,,,,,,,,,,,,,,
2083,17.358333,-0.168591,2.678005,-0.067608,,,,,,,,,,,,,,,
2084,17.366667,-0.170120,2.662833,-0.044035,,,,,,,,,,,,,,,
2085,17.375000,-0.171565,2.647241,-0.019753,,,,,,,,,,,,,,,
2086,17.383333,-0.173815,2.631847,0.004413,,,,,,,,,,,,,,,
2087,17.391667,-0.175555,2.616184,0.028943,,,,,,,,,,,,,,,
2088,17.400000,-0.177461,2.600495,0.054028,,,,,,,,,,,,,,,
2089,17.408333,-0.178794,2.584469,0.079410,,,,,,,,,,,,,,,
2090,17.416667,-0.180997,2.568443,0.105127,,,,,,,,,,,,,,,
2091,17.425000,-0.182818,2.552222,0.131174,,,,,,,,,,,,,,,
2092,17.433333,-0.185054,2.535806,0.157044,,,,,,,,,,,,,,,
2093,17.441667,-0.187358,2.519591,0.183550,,,,,,,,,,,,,,,
2094,17.450000,-0.189657,2.502688,0.209971,,,,,,,,,,,,,,,
2095,17.458333,-0.191665,2.485985,0.236270,,,,,,,,,,,,,,,
2096,17.466667,-0.194020,2.468690,0.262651,,,,,,,,,,,,,,,
2097,17.475000,-0.196104,2.451423,0.289358,,,,,,,,,,,,,,,
2098,17.483333,-0.198878,2.434032,0.315717,,,,,,,,,,,,,,,
2099,17.491667,-0.202185,2.416575,0.341654,,,,,,,,,,,,,,,
2100,17.500000,-0.205249,2.398920,0.367950,,,,,,,,,,,,,,,
2101,17.508333,-0.208326,2.381050,0.394227,,,,,,,,,,,,,,,
2102,17.516667,-0.211819,2.363077,0.419981,,,,,,,,,,,,,,,
2103,17.525000,-0.215294,2.345411,0.445374,,,,,,,,,,,,,,,
2104,17.533333,-0.218972,2.327451,0.470446,,,,,,,,,,,,,,,
2105,17.541667,-0.222914,2.309162,0.495120,,,,,,,,,,,,,,,
2106,17.550000,-0.226890,2.291156,0.519618,,,,,,,,,,,,,,,
2107,17.558333,-0.231308,2.273349,0.544076,,,,,,,,,,,,,,,
2108,17.566667,-0.235821,2.255567,0.568408,,,,,,,,,,,,,,,
2109,17.575000,-0.240512,2.237470,0.592908,,,,,,,,,,,,,,,
2110,17.583333,-0.245030,2.219440,0.616724,,,,,,,,,,,,,,,
2111,17.591667,-0.249973,2.201455,0.639894,,,,,,,,,,,,,,,
2112,17.600000,-0.254699,2.183471,0.662972,,,,,,,,,,,,,,,
2113,17.608333,-0.259498,2.165489,0.685383,,,,,,,,,,,,,,,
2114,17.616667,-0.264458,2.147615,0.707227,,,,,,,,,,,,,,,
2115,17.625000,-0.269665,2.129626,0.728951,,,,,,,,,,,,,,,
2116,17.633333,-0.274970,2.111902,0.750419,,,,,,,,,,,,,,,
2117,17.641667,-0.280591,2.094354,0.770986,,,,,,,,,,,,,,,
2118,17.650000,-0.285845,2.076622,0.791557,,,,,,,,,,,,,,,
2119,17.658333,-0.291477,2.059164,0.811490,,,,,,,,,,,,,,,
2120,17.666667,-0.296925,2.041860,0.830994,,,,,,,,,,,,,,,
2121,17.675000,-0.302179,2.024356,0.850122,,,,,,,,,,,,,,,
2122,17.683333,-0.307807,2.006959,0.868856,,,,,,,,,,,,,,,
2123,17.691667,-0.313387,1.989849,0.887215,,,,,,,,,,,,,,,
2124,17.700000,-0.319463,1.972994,0.905162,,,,,,,,,,,,,,,
2125,17.708333,-0.325155,1.956210,0.923144,,,,,,,,,,,,,,,
2126,17.716667,-0.331543,1.939747,0.939961,,,,,,,,,,,,,,,
2127,17.725000,-0.337602,1.923416,0.956927,,,,,,,,,,,,,,,
2128,17.733333,-0.343948,1.907386,0.973414,,,,,,,,,,,,,,,
2129,17.741667,-0.350292,1.891446,0.990246,,,,,,,,,,,,,,,
2130,17.750000,-0.356926,1.876033,1.006300,,,,,,,,,,,,,,,
2131,17.758333,-0.363740,1.860497,1.022136,,,,,,,,,,,,,,,
2132,17.766667,-0.370641,1.845560,1.037840,,,,,,,,,,,,,,,
2133,17.775000,-0.377511,1.830563,1.053504,,,,,,,,,,,,,,,
2134,17.783333,-0.384716,1.815653,1.068873,,,,,,,,,,,,,,,
2135,17.791667,-0.391792,1.801274,1.083857,,,,,,,,,,,,,,,
2136,17.800000,-0.398988,1.787125,1.098745,,,,,,,,,,,,,,,
2137,17.808333,-0.406237,1.772802,1.113787,,,,,,,,,,,,,,,
2138,17.816667,-0.413822,1.758834,1.129201,,,,,,,,,,,,,,,
2139,17.825000,-0.420893,1.744681,1.144234,,,,,,,,,,,,,,,
2140,17.833333,-0.428317,1.730925,1.159270,,,,,,,,,,,,,,,
2141,17.841667,-0.435701,1.717112,1.174433,,,,,,,,,,,,,,,
2142,17.850000,-0.442976,1.703080,1.189519,,,,,,,,,,,,,,,
2143,17.858333,-0.450219,1.689460,1.204885,,,,,,,,,,,,,,,
2144,17.866667,-0.457839,1.675656,1.219871,,,,,,,,,,,,,,,
2145,17.875000,-0.465436,1.662299,1.235232,,,,,,,,,,,,,,,
2146,17.883333,-0.472832,1.648914,1.250836,,,,,,,,,,,,,,,
2147,17.891667,-0.480210,1.635524,1.266410,,,,,,,,,,,,,,,
2148,17.900000,-0.487815,1.621914,1.281624,,,,,,,,,,,,,,,
2149,17.908333,-0.495618,1.608545,1.296835,,,,,,,,,,,,,,,
2150,17.916667,-0.503550,1.594612,1.312640,,,,,,,,,,,,,,,
2151,17.925000,-0.511230,1.581284,1.328003,,,,,,,,,,,,,,,
2152,17.933333,-0.518481,1.568011,1.343199,,,,,,,,,,,,,,,
2153,17.941667,-0.525660,1.555061,1.358069,,,,,,,,,,,,,,,
2154,17.950000,-0.533104,1.541963,1.373145,,,,,,,,,,,,,,,
2155,17.958333,-0.540495,1.529041,1.388271,,,,,,,,,,,,,,,
2156,17.966667,-0.548284,1.516302,1.403123,,,,,,,,,,,,,,,
2157,17.975000,-0.556120,1.503808,1.417591,,,,,,,,,,,,,,,
2158,17.983333,-0.563521,1.491176,1.432159,,,,,,,,,,,,,,,
2159,17.991667,-0.571070,1.478958,1.446803,,,,,,,,,,,,,,,
2160,18.000000,-0.578657,1.466714,1.461119,,,,,,,,,,,,,,,
2161,18.008333,-0.586476,1.454453,1.475296,,,,,,,,,,,,,,,
2162,18.016667,-0.593807,1.442346,1.490067,,,,,,,,,,,,,,,
2163,18.025000,-0.601281,1.430129,1.504874,,,,,,,,,,,,,,,
2164,18.033333,-0.609106,1.418187,1.518998,,,,,,,,,,,,,,,
2165,18.041667,-0.616939,1.406527,1.533442,,,,,,,,,,,,,,,
2166,18.050000,-0.624783,1.394650,1.547463,,,,,,,,,,,,,,,
2167,18.058333,-0.632818,1.383442,1.560874,,,,,,,,,,,,,,,
2168,18.066667,-0.640614,1.372344,1.574762,,,,,,,,,,,,,,,
2169,18.075000,-0.648755,1.360802,1.587597,,,,,,,,,,,,,,,
2170,18.083333,-0.656858,1.349994,1.600577,,,,,,,,,,,,,,,
2171,18.091667,-0.664389,1.338940,1.612563,,,,,,,,,,,,,,,
2172,18.100000,-0.672642,1.327868,1.625766,,,,,,,,,,,,,,,
2173,18.108333,-0.681950,1.317514,1.638177,,,,,,,,,,,,,,,
2174,18.116667,-0.690333,1.307035,1.650340,,,,,,,,,,,,,,,
2175,18.125000,-0.698791,1.296610,1.662684,,,,,,,,,,,,,,,
2176,18.133333,-0.707524,1.286620,1.674578,,,,,,,,,,,,,,,
2177,18.141667,-0.716275,1.276700,1.686374,,,,,,,,,,,,,,,
2178,18.150000,-0.725265,1.267116,1.697854,,,,,,,,,,,,,,,
2179,18.158333,-0.734262,1.257858,1.709800,,,,,,,,,,,,,,,
2180,18.166667,-0.743415,1.248678,1.721101,,,,,,,,,,,,,,,
2181,18.175000,-0.752600,1.239700,1.732741,,,,,,,,,,,,,,,
2182,18.183333,-0.762396,1.231188,1.743785,,,,,,,,,,,,,,,
2183,18.191667,-0.772164,1.222809,1.755474,,,,,,,,,,,,,,,
2184,18.200000,-0.782412,1.214683,1.766459,,,,,,,,,,,,,,,
2185,18.208333,-0.792389,1.206648,1.778009,,,,,,,,,,,,,,,
2186,18.216667,-0.802740,1.199013,1.788609,,,,,,,,,,,,,,,
2187,18.225000,-0.812998,1.191504,1.799583,,,,,,,,,,,,,,,
2188,18.233333,-0.824048,1.184554,1.810399,,,,,,,,,,,,,,,
2189,18.241667,-0.835146,1.177542,1.820652,,,,,,,,,,,,,,,
2190,18.250000,-0.845960,1.170782,1.831627,,,,,,,,,,,,,,,
2191,18.258333,-0.857301,1.164693,1.841740,,,,,,,,,,,,,,,
2192,18.266667,-0.868513,1.158487,1.852504,,,,,,,,,,,,,,,
2193,18.275000,-0.880330,1.153123,1.862902,,,,,,,,,,,,,,,
2194,18.283333,-0.892236,1.147595,1.872855,,,,,,,,,,,,,,,
2195,18.291667,-0.904080,1.142365,1.883407,,,,,,,,,,,,,,,
2196,18.300000,-0.916279,1.137197,1.893294,,,,,,,,,,,,,,,
2197,18.308333,-0.928278,1.132527,1.903381,,,,,,,,,,,,,,,
2198,18.316667,-0.940904,1.128074,1.913497,,,,,,,,,,,,,,,
2199,18.325000,-0.953200,1.123738,1.923356,,,,,,,,,,,,,,,
2200,18.333333,-0.966118,1.119568,1.932925,,,,,,,,,,,,,,,
2201,18.341667,-0.978952,1.115830,1.943146,,,,,,,,,,,,,,,
2202,18.350000,-0.992107,1.112232,1.952749,,,,,,,,,,,,,,,
2203,18.358333,-1.005521,1.109395,1.962422,,,,,,,,,,,,,,,
2204,18.366667,-1.018953,1.106630,1.972543,,,,,,,,,,,,,,,
2205,18.375000,-1.032506,1.103870,1.982467,,,,,,,,,,,,,,,
2206,18.383333,-1.046365,1.101818,1.992559,,,,,,,,,,,,,,,
2207,18.391667,-1.060440,1.100208,2.002872,,,,,,,,,,,,,,,
2208,18.400000,-1.074777,1.098219,2.012746,,,,,,,,,,,,,,,
2209,18.408333,-1.089259,1.096908,2.023316,,,,,,,,,,,,,,,
2210,18.416667,-1.103542,1.095680,2.033781,,,,,,,,,,,,,,,
2211,18.425000,-1.118116,1.094954,2.044376,,,,,,,,,,,,,,,
2212,18.433333,-1.133047,1.094499,2.054847,,,,,,,,,,,,,,,
2213,18.441667,-1.147948,1.094729,2.065346,,,,,,,,,,,,,,,
2214,18.450000,-1.162717,1.095520,2.075581,,,,,,,,,,,,,,,
2215,18.458333,-1.178075,1.096926,2.085231,,,,,,,,,,,,,,,
2216,18.466667,-1.193228,1.098973,2.094942,,,,,,,,,,,,,,,
2217,18.475000,-1.208709,1.101606,2.104310,,,,,,,,,,,,,,,
2218,18.483333,-1.223879,1.104393,2.113529,,,,,,,,,,,,,,,
2219,18.491667,-1.239060,1.107713,2.122690,,,,,,,,,,,,,,,
2220,18.500000,-1.254330,1.111569,2.131735,,,,,,,,,,,,,,,
2221,18.508333,-1.269560,1.115681,2.140946,,,,,,,,,,,,,,,
2222,18.516667,-1.284707,1.119987,2.149996,,,,,,,,,,,,,,,
2223,18.525000,-1.299984,1.125050,2.158853,,,,,,,,,,,,,,,
2224,18.533333,-1.315304,1.130592,2.167365,,,,,,,,,,,,,,,
2225,18.541667,-1.330403,1.136470,2.175800,,,,,,,,,,,,,,,
2226,18.550000,-1.345511,1.143100,2.184125,,,,,,,,,,,,,,,
2227,18.558333,-1.360668,1.150107,2.192157,,,,,,,,,,,,,,,
2228,18.566667,-1.375454,1.157559,2.200205,,,,,,,,,,,,,,,
2229,18.575000,-1.390370,1.165509,2.208090,,,,,,,,,,,,,,,
2230,18.583333,-1.405710,1.173904,2.215533,,,,,,,,,,,,,,,
2231,18.591667,-1.420345,1.182476,2.223078,,,,,,,,,,,,,,,
2232,18.600000,-1.435409,1.191633,2.230272,,,,,,,,,,,,,,,
2233,18.608333,-1.450455,1.201896,2.237476,,,,,,,,,,,,,,,
2234,18.616667,-1.465251,1.211864,2.244076,,,,,,,,,,,,,,,
2235,18.625000,-1.480352,1.222583,2.250412,,,,,,,,,,,,,,,
2236,18.633333,-1.495008,1.233749,2.256874,,,,,,,,,,,,,,,
2237,18.641667,-1.509817,1.245618,2.263053,,,,,,,,,,,,,,,
2238,18.650000,-1.524457,1.257844,2.268918,,,,,,,,,,,,,,,
2239,18.658333,-1.539178,1.270624,2.274486,,,,,,,,,,,,,,,
2240,18.666667,-1.553955,1.283540,2.279495,,,,,,,,,,,,,,,
2241,18.675000,-1.568129,1.297018,2.284888,,,,,,,,,,,,,,,
2242,18.683333,-1.582524,1.310862,2.289717,,,,,,,,,,,,,,,
2243,18.691667,-1.596810,1.325151,2.294246,,,,,,,,,,,,,,,
2244,18.700000,-1.610988,1.339898,2.298522,,,,,,,,,,,,,,,
2245,18.708333,-1.624791,1.355119,2.302414,,,,,,,,,,,,,,,
2246,18.716667,-1.638513,1.370613,2.305942,,,,,,,,,,,,,,,
2247,18.725000,-1.652309,1.386486,2.309281,,,,,,,,,,,,,,,
2248,18.733333,-1.666121,1.402999,2.312249,,,,,,,,,,,,,,,
2249,18.741667,-1.679335,1.419530,2.315070,,,,,,,,,,,,,,,
2250,18.750000,-1.692115,1.435876,2.317047,,,,,,,,,,,,,,,
2251,18.758333,-1.705713,1.453123,2.319816,,,,,,,,,,,,,,,
2252,18.766667,-1.718747,1.470304,2.321921,,,,,,,,,,,,,,,
2253,18.775000,-1.731372,1.487747,2.323808,,,,,,,,,,,,,,,
2254,18.783333,-1.743895,1.505541,2.325334,,,,,,,,,,,,,,,
2255,18.791667,-1.756123,1.523609,2.326759,,,,,,,,,,,,,,,
2256,18.800000,-1.767975,1.541767,2.327859,,,,,,,,,,,,,,,
2257,18.808333,-1.779906,1.560205,2.328920,,,,,,,,,,,,,,,
2258,18.816667,-1.791753,1.578755,2.329715,,,,,,,,,,,,,,,
2259,18.825000,-1.803319,1.597372,2.330074,,,,,,,,,,,,,,,
2260,18.833333,-1.814626,1.616204,2.330274,,,,,,,,,,,,,,,
2261,18.841667,-1.825743,1.635018,2.330349,,,,,,,,,,,,,,,
2262,18.850000,-1.836785,1.653899,2.330207,,,,,,,,,,,,,,,
2263,18.858333,-1.847716,1.673099,2.329918,,,,,,,,,,,,,,,
2264,18.866667,-1.858130,1.692185,2.329389,,,,,,,,,,,,,,,
2265,18.875000,-1.868530,1.711295,2.328823,,,,,,,,,,,,,,,
2266,18.883333,-1.878697,1.730413,2.328151,,,,,,,,,,,,,,,
2267,18.891667,-1.888891,1.749972,2.327078,,,,,,,,,,,,,,,
2268,18.900000,-1.898696,1.769211,2.325818,,,,,,,,,,,,,,,
2269,18.908333,-1.908236,1.788558,2.324648,,,,,,,,,,,,,,,
2270,18.916667,-1.917520,1.807879,2.322767,,,,,,,,,,,,,,,
2271,18.925000,-1.926954,1.827131,2.320953,,,,,,,,,,,,,,,
2272,18.933333,-1.935457,1.846383,2.318991,,,,,,,,,,,,,,,
2273,18.941667,-1.944103,1.865663,2.316758,,,,,,,,,,,,,,,
2274,18.950000,-1.952827,1.884720,2.314455,,,,,,,,,,,,,,,
2275,18.958333,-1.960863,1.903713,2.311601,,,,,,,,,,,,,,,
2276,18.966667,-1.968875,1.922708,2.308905,,,,,,,,,,,,,,,
2277,18.975000,-1.976894,1.941849,2.305594,,,,,,,,,,,,,,,
2278,18.983333,-1.984320,1.960735,2.301987,,,,,,,,,,,,,,,
2279,18.991667,-1.991478,1.979655,2.297911,,,,,,,,,,,,,,,
2280,19.000000,-1.998222,1.998632,2.293474,,,,,,,,,,,,,,,
2281,19.008333,-2.004659,2.017456,2.289019,,,,,,,,,,,,,,,
2282,19.016667,-2.011150,2.036374,2.284175,,,,,,,,,,,,,,,
2283,19.025000,-2.017571,2.055237,2.278963,,,,,,,,,,,,,,,
2284,19.033333,-2.023751,2.073865,2.273387,,,,,,,,,,,,,,,
2285,19.041667,-2.029202,2.092366,2.267940,,,,,,,,,,,,,,,
2286,19.050000,-2.034661,2.111011,2.262220,,,,,,,,,,,,,,,
2287,19.058333,-2.039741,2.129179,2.256233,,,,,,,,,,,,,,,
2288,19.066667,-2.044426,2.147192,2.250309,,,,,,,,,,,,,,,
2289,19.075000,-2.049080,2.165095,2.243987,,,,,,,,,,,,,,,
2290,19.083333,-2.053349,2.182857,2.237447,,,,,,,,,,,,,,,
2291,19.091667,-2.057182,2.200411,2.230683,,,,,,,,,,,,,,,
2292,19.100000,-2.060784,2.218034,2.223870,,,,,,,,,,,,,,,
2293,19.108333,-2.064305,2.235407,2.216655,,,,,,,,,,,,,,,
2294,19.116667,-2.067326,2.252846,2.209232,,,,,,,,,,,,,,,
2295,19.125000,-2.070091,2.270205,2.201959,,,,,,,,,,,,,,,
2296,19.133333,-2.072405,2.287096,2.194623,,,,,,,,,,,,,,,
2297,19.141667,-2.074974,2.304128,2.186693,,,,,,,,,,,,,,,
2298,19.150000,-2.076673,2.320655,2.179133,,,,,,,,,,,,,,,
2299,19.158333,-2.078409,2.337075,2.171043,,,,,,,,,,,,,,,
2300,19.166667,-2.080110,2.353206,2.162790,,,,,,,,,,,,,,,
2301,19.175000,-2.081474,2.369261,2.154575,,,,,,,,,,,,,,,
2302,19.183333,-2.082696,2.384932,2.145947,,,,,,,,,,,,,,,
2303,19.191667,-2.083691,2.400652,2.137313,,,,,,,,,,,,,,,
