Format Version,1.1,Take Name,Take 2016-04-07 08.33.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.14.076 PM,Total Frames,3720,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10014,Marker_10014,Marker_10014,Marker_10015,Marker_10015,Marker_10015,Marker_10016,Marker_10016,Marker_10016,Marker_10017,Marker_10017,Marker_10017,Marker_10019,Marker_10019,Marker_10019
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702723","8392B20CF49E35702723","8392B20CF49E35702723"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2304,19.200000,-2.084430,2.416174,2.128933,,,,,,,,,,,,,,,
2305,19.208333,-2.084956,2.431287,2.120419,,,,,,,,,,,,,,,
2306,19.216667,-2.085451,2.446238,2.111629,,,,,,,,,,,,,,,
2307,19.225000,-2.085806,2.461101,2.103119,,,,,,,,,,,,,,,
2308,19.233333,-2.086077,2.475658,2.094313,,,,,,,,,,,,,,,
2309,19.241667,-2.086162,2.489862,2.085740,,,,,,,,,,,,,,,
2310,19.250000,-2.086423,2.504050,2.076989,,,,,,,,,,,,,,,
2311,19.258333,-2.086445,2.517822,2.068452,,,,,,,,,,,,,,,
2312,19.266667,-2.086422,2.531500,2.059741,,,,,,,,,,,,,,,
2313,19.275000,-2.086000,2.544845,2.051289,,,,,,,,,,,,,,,
2314,19.283333,-2.085880,2.557853,2.042572,,,,,,,,,,,,,,,
2315,19.291667,-2.085645,2.570684,2.034138,,,,,,,,,,,,,,,
2316,19.300000,-2.085200,2.582927,2.025514,,,,,,,,,,,,,,,
2317,19.308333,-2.084766,2.594949,2.017224,,,,,,,,,,,,,,,
2318,19.316667,-2.084167,2.606516,2.008803,,,,,,,,,,,,,,,
2319,19.325000,-2.083809,2.617968,2.000689,,,,,,,,,,,,,,,
2320,19.333333,-2.083283,2.628904,1.992355,,,,,,,,,,,,,,,
2321,19.341667,-2.082556,2.639393,1.984722,,,,,,,,,,,,,,,
2322,19.350000,-2.081802,2.649961,1.976846,,,,,,,,,,,,,,,
2323,19.358333,-2.081277,2.659859,1.968833,,,,,,,,,,,,,,,
2324,19.366667,-2.080397,2.669763,1.961378,,,,,,,,,,,,,,,
2325,19.375000,-2.079474,2.678824,1.953655,,,,,,,,,,,,,,,
2326,19.383333,-2.078916,2.687705,1.946232,,,,,,,,,,,,,,,
2327,19.391667,-2.078076,2.696462,1.938645,,,,,,,,,,,,,,,
2328,19.400000,-2.077155,2.704605,1.930868,,,,,,,,,,,,,,,
2329,19.408333,-2.076366,2.712394,1.923779,,,,,,,,,,,,,,,
2330,19.416667,-2.075806,2.719886,1.916567,,,,,,,,,,,,,,,
2331,19.425000,-2.075279,2.727149,1.909438,,,,,,,,,,,,,,,
2332,19.433333,-2.074752,2.734022,1.902728,,,,,,,,,,,,,,,
2333,19.441667,-2.073624,2.739875,1.897683,,,,,,,,,,,,,,,
2334,19.450000,-2.072941,2.746011,1.890486,,,,,,,,,,,,,,,
2335,19.458333,-2.073211,2.752514,1.881520,,,,,,,,,,,,,,,
2336,19.466667,-2.072810,2.758230,1.874761,,,,,,,,,,,,,,,
2337,19.475000,-2.072602,2.763556,1.867560,,,,,,,,,,,,,,,
2338,19.483333,-2.072177,2.768587,1.861165,,,,,,,,,,,,,,,
2339,19.491667,-2.072220,2.773400,1.854533,,,,,,,,,,,,,,,
2340,19.500000,-2.072242,2.777737,1.848033,,,,,,,,,,,,,,,
2341,19.508333,-2.072585,2.781698,1.841487,,,,,,,,,,,,,,,
2342,19.516667,-2.072717,2.785522,1.835162,,,,,,,,,,,,,,,
2343,19.525000,-2.073087,2.788949,1.828895,,,,,,,,,,,,,,,
2344,19.533333,-2.073553,2.792008,1.822567,,,,,,,,,,,,,,,
2345,19.541667,-2.073898,2.794597,1.816292,,,,,,,,,,,,,,,
2346,19.550000,-2.074496,2.797120,1.810402,,,,,,,,,,,,,,,
2347,19.558333,-2.075273,2.799369,1.804482,,,,,,,,,,,,,,,
2348,19.566667,-2.076132,2.801172,1.798467,,,,,,,,,,,,,,,
2349,19.575000,-2.077098,2.802851,1.792654,,,,,,,,,,,,,,,
2350,19.583333,-2.078176,2.804061,1.786767,,,,,,,,,,,,,,,
2351,19.591667,-2.079377,2.805002,1.781210,,,,,,,,,,,,,,,
2352,19.600000,-2.081079,2.805700,1.775218,,,,,,,,,,,,,,,
2353,19.608333,-2.082479,2.806106,1.769900,,,,,,,,,,,,,,,
2354,19.616667,-2.084240,2.806411,1.764186,,,,,,,,,,,,,,,
2355,19.625000,-2.086093,2.806065,1.758861,,,,,,,,,,,,,,,
2356,19.633333,-2.087994,2.805932,1.753641,,,,,,,,,,,,,,,
2357,19.641667,-2.090105,2.805177,1.748504,,,,,,,,,,,,,,,
2358,19.650000,-2.092399,2.804335,1.743302,,,,,,,,,,,,,,,
2359,19.658333,-2.094698,2.803274,1.738492,,,,,,,,,,,,,,,
2360,19.666667,-2.097071,2.801905,1.733647,,,,,,,,,,,,,,,
2361,19.675000,-2.099930,2.800482,1.728791,,,,,,,,,,,,,,,
2362,19.683333,-2.102752,2.798726,1.724245,,,,,,,,,,,,,,,
2363,19.691667,-2.105758,2.797093,1.719711,,,,,,,,,,,,,,,
2364,19.700000,-2.108993,2.794953,1.715329,,,,,,,,,,,,,,,
2365,19.708333,-2.112366,2.792990,1.711106,,,,,,,,,,,,,,,
2366,19.716667,-2.115997,2.790559,1.707067,,,,,,,,,,,,,,,
2367,19.725000,-2.119661,2.787855,1.702896,,,,,,,,,,,,,,,
2368,19.733333,-2.123217,2.785272,1.699134,,,,,,,,,,,,,,,
2369,19.741667,-2.127135,2.782428,1.694933,,,,,,,,,,,,,,,
2370,19.750000,-2.130873,2.779285,1.691256,,,,,,,,,,,,,,,
2371,19.758333,-2.134708,2.775955,1.687577,,,,,,,,,,,,,,,
2372,19.766667,-2.138853,2.772659,1.684018,,,,,,,,,,,,,,,
2373,19.775000,-2.143135,2.769057,1.680585,,,,,,,,,,,,,,,
2374,19.783333,-2.147593,2.765480,1.676707,,,,,,,,,,,,,,,
2375,19.791667,-2.151962,2.761479,1.673312,,,,,,,,,,,,,,,
2376,19.800000,-2.156602,2.757483,1.670055,,,,,,,,,,,,,,,
2377,19.808333,-2.161526,2.753257,1.666599,,,,,,,,,,,,,,,
2378,19.816667,-2.166245,2.749038,1.663397,,,,,,,,,,,,,,,
2379,19.825000,-2.171249,2.744644,1.660405,,,,,,,,,,,,,,,
2380,19.833333,-2.176430,2.740165,1.657171,,,,,,,,,,,,,,,
2381,19.841667,-2.181447,2.735270,1.654081,,,,,,,,,,,,,,,
2382,19.850000,-2.186881,2.730494,1.651254,,,,,,,,,,,,,,,
2383,19.858333,-2.191899,2.725487,1.648231,,,,,,,,,,,,,,,
2384,19.866667,-2.197449,2.720243,1.645269,,,,,,,,,,,,,,,
2385,19.875000,-2.202931,2.715028,1.642312,,,,,,,,,,,,,,,
2386,19.883333,-2.208204,2.709824,1.639683,,,,,,,,,,,,,,,
2387,19.891667,-2.213913,2.704126,1.636831,,,,,,,,,,,,,,,
2388,19.900000,-2.219646,2.698470,1.634198,,,,,,,,,,,,,,,
2389,19.908333,-2.224895,2.692395,1.632600,,,,,,,,,,,,,-2.405071,1.907456,1.856033
2390,19.916667,-2.231420,2.687083,1.628854,,,,,,,,,,,,,-2.408988,1.899348,1.850664
2391,19.925000,-2.237547,2.680956,1.626373,,,,,,,,,,,,,,,
2392,19.933333,-2.243690,2.675052,1.623652,,,,,,,,,,,,,-2.427190,1.891873,1.837861
2393,19.941667,-2.250060,2.668734,1.621051,,,,,,,,,,,,,,,
2394,19.950000,-2.256313,2.662469,1.618739,,,,,,,,,,,,,,,
2395,19.958333,-2.262743,2.656024,1.616198,,,,,,,,,,,,,,,
2396,19.966667,-2.269291,2.649658,1.613891,,,,,,,,,,,,,,,
2397,19.975000,-2.275911,2.642829,1.611464,,,,,,,,,,,,,,,
2398,19.983333,-2.282394,2.636324,1.609587,,,,,,,,,,,,,,,
2399,19.991667,-2.289272,2.629609,1.607300,,,,,,,,,,,,,,,
2400,20.000000,-2.296047,2.622648,1.605124,,,,,,,,,,,,,,,
2401,20.008333,-2.303142,2.615545,1.602975,,,,,,,,,,,,,,,
2402,20.016667,-2.310255,2.608168,1.600915,,,,,,,,,,,,,,,
2403,20.025000,-2.317142,2.600883,1.598984,,,,,,,,,,,,,,,
2404,20.033333,-2.324250,2.593275,1.597201,,,,,,,,,,,,,,,
2405,20.041667,-2.331504,2.585396,1.595241,,,,,,,,,,,,,,,
2406,20.050000,-2.338742,2.577434,1.593212,,,,,,,,,,,,,,,
2407,20.058333,-2.346119,2.569352,1.591626,,,,,,,,,,,,,,,
2408,20.066667,-2.353580,2.561036,1.590018,,,,,,,,,,,,,,,
2409,20.075000,-2.360932,2.552513,1.588542,,,,,,,,,,,,,,,
2410,20.083333,-2.368412,2.543870,1.586919,,,,,,,,,,,,,,,
2411,20.091667,-2.375810,2.535037,1.585597,,,,,,,,,,,,,,,
2412,20.100000,-2.383240,2.525980,1.584400,,,,,,,,,,,,,,,
2413,20.108333,-2.390635,2.516587,1.583276,,,,,,,,,,,,,,,
2414,20.116667,-2.397925,2.506894,1.582407,,,,,,,,,,,,,,,
2415,20.125000,-2.405521,2.497354,1.581509,,,,,,,,,,,,,,,
2416,20.133333,-2.413099,2.487606,1.580744,,,,,,,,,,,,,,,
2417,20.141667,-2.420791,2.477302,1.579692,,,,,,,,,,,,,,,
2418,20.150000,-2.428201,2.466925,1.579026,,,,,,,,,,,,,,,
2419,20.158333,-2.436092,2.456625,1.578111,,,,,,,,,,,,,,,
2420,20.166667,-2.443733,2.446074,1.577518,,,,,,,,,,,,,,,
2421,20.175000,-2.451225,2.435374,1.577148,,,,,,,,,,,,,,,
2422,20.183333,-2.458988,2.424470,1.576386,,,,,,,,,,,,,,,
2423,20.191667,-2.466480,2.413519,1.576088,,,,,,,,,,,,,,,
2424,20.200000,-2.474200,2.402638,1.575645,,,,,,,,,,,,,,,
2425,20.208333,-2.481382,2.391282,1.575311,,,,,,,,,,,,,,,
2426,20.216667,-2.488878,2.379831,1.574783,,,,,,,,,,,,,,,
2427,20.225000,-2.496090,2.368674,1.574816,,,,,,,,,,,,,,,
2428,20.233333,-2.503504,2.357005,1.574527,,,,,,,,,,,,,,,
2429,20.241667,-2.510706,2.345379,1.574283,,,,,,,,,,,,,,,
2430,20.250000,-2.517935,2.333548,1.574128,,,,,,,,,,,,,,,
2431,20.258333,-2.525101,2.321570,1.573830,,,,,,,,,,,,,,,
2432,20.266667,-2.532499,2.309724,1.573412,,,,,,,,,,,,,,,
2433,20.275000,-2.539480,2.297593,1.573146,,,,,,,,,,,,,,,
2434,20.283333,-2.546671,2.285470,1.572744,,,,,,,,,,,,,,,
2435,20.291667,-2.553706,2.273277,1.572376,,,,,,,,,,,,,,,
2436,20.300000,-2.560530,2.260853,1.571912,,,,,,,,,,,,,,,
2437,20.308333,-2.567167,2.248464,1.571841,,,,,,,,,,,,,,,
2438,20.316667,-2.573534,2.235884,1.571288,,,,,,,,,,,,,,,
2439,20.325000,-2.580132,2.223355,1.570919,,,,,,,,,,,,,,,
2440,20.333333,-2.586114,2.210397,1.570779,,,,,,,,,,,,,,,
2441,20.341667,-2.592533,2.197816,1.570217,,,,,,,,,,,,,,,
2442,20.350000,-2.598544,2.184695,1.569613,,,,,,,,,,,,,,,
2443,20.358333,-2.604535,2.171819,1.569262,,,,,,,,,,,,,,,
2444,20.366667,-2.610506,2.158583,1.568196,,,,,,,,,,,,,,,
2445,20.375000,-2.616280,2.145590,1.567833,,,,,,,,,,,,,,,
2446,20.383333,-2.622254,2.132109,1.566603,,,,,,,,,,,,,,,
2447,20.391667,-2.627810,2.118749,1.565868,,,,,,,,,,,,,,,
2448,20.400000,-2.633697,2.105556,1.564796,,,,,,,,,,,,,,,
2449,20.408333,-2.639209,2.091799,1.563732,,,,,,,,,,,,,,,
2450,20.416667,-2.644422,2.078286,1.562582,,,,,,,,,,,,,,,
2451,20.425000,-2.649783,2.064650,1.561679,,,,,,,,,,,,,,,
2452,20.433333,-2.654745,2.050889,1.560704,,,,,,,,,,,,,,,
2453,20.441667,-2.659829,2.037318,1.559554,,,,,,,,,,,,,,,
2454,20.450000,-2.664739,2.023535,1.558569,,,,,,,,,,,,,,,
2455,20.458333,-2.669882,2.009844,1.557187,,,,,,,,,,,,,,,
2456,20.466667,-2.674527,1.996330,1.556381,,,,,,,,,,,,,,,
2457,20.475000,-2.679374,1.982449,1.554852,,,,,,,,,,,,,,,
2458,20.483333,-2.683953,1.969038,1.553558,,,,,,,,,,,,,,,
2459,20.491667,-2.688469,1.955448,1.552311,,,,,,,,,,,,,,,
2460,20.500000,-2.692908,1.942023,1.550838,,,,,,,,,,,,,,,
2461,20.508333,-2.697143,1.928793,1.549603,,,,,,,,,,,,,,,
2462,20.516667,-2.701283,1.915580,1.548310,,,,,,,,,,,,,,,
2463,20.525000,-2.705243,1.902471,1.546880,,,,,,,,,,,,,,,
2464,20.533333,-2.708990,1.889816,1.545412,,,,,,,,,,,,,,,
2465,20.541667,-2.712492,1.877084,1.544082,,,,,,,,,,,,,,,
2466,20.550000,-2.715893,1.864779,1.542693,,,,,,,,,,,,,,,
2467,20.558333,-2.719133,1.852501,1.541235,,,,,,,,,,,,,,,
2468,20.566667,-2.722346,1.840496,1.539627,,,,,,,,,,,,,,,
2469,20.575000,-2.725185,1.828753,1.538313,,,,,,,,,,,,,,,
2470,20.583333,-2.728098,1.816923,1.536433,,,,,,,,,,,,,,,
2471,20.591667,-2.731059,1.805597,1.534777,,,,,,,,,,,,,,,
2472,20.600000,-2.733612,1.794498,1.532924,,,,,,,,,,,,,,,
2473,20.608333,-2.735976,1.783573,1.531339,,,,,,,,,,,,,,,
2474,20.616667,-2.738541,1.772786,1.529122,,,,,,,,,,,,,,,
2475,20.625000,-2.740751,1.762152,1.527094,,,,,,,,,,,,,,,
2476,20.633333,-2.742894,1.751817,1.525063,,,,,,,,,,,,,,,
2477,20.641667,-2.745148,1.741755,1.522736,,,,,,,,,,,,,,,
2478,20.650000,-2.747044,1.731957,1.520469,,,,,,,,,,,,,,,
2479,20.658333,-2.749012,1.722003,1.517874,,,,,,,,,,,,,,,
2480,20.666667,-2.750790,1.712394,1.515337,,,,,,,,,,,,,,,
2481,20.675000,-2.752746,1.702985,1.512659,,,,,,,,,,,,,,,
2482,20.683333,-2.754582,1.693668,1.509954,,,,,,,,,,,,,,,
2483,20.691667,-2.756350,1.684442,1.506903,,,,,,,,,,,,,,,
2484,20.700000,-2.757883,1.675436,1.503927,,,,,,,,,,,,,,,
2485,20.708333,-2.759454,1.666604,1.500482,,,,,,,,,,,,,,,
2486,20.716667,-2.760633,1.658062,1.497301,,,,,,,,,,,,,,,
2487,20.725000,-2.762099,1.649698,1.494139,,,,,,,,,,,,,,,
2488,20.733333,-2.763242,1.641287,1.490562,,,,,,,,,,,,,,,
2489,20.741667,-2.764312,1.632931,1.487057,,,,,,,,,,,,,,,
2490,20.750000,-2.765391,1.625117,1.483590,,,,,,,,,,,,,,,
2491,20.758333,-2.766170,1.617013,1.480287,,,,,,,,,,,,,,,
2492,20.766667,-2.766677,1.609539,1.476158,,,,,,,,,,,,,,,
2493,20.775000,-2.767153,1.602287,1.472272,,,,,,,,,,,,,,,
2494,20.783333,-2.767580,1.595114,1.468444,,,,,,,,,,,,,,,
2495,20.791667,-2.768038,1.588129,1.464715,,,,,,,,,,,,,,,
2496,20.800000,-2.768164,1.581347,1.460509,,,,,,,,,,,,,,,
2497,20.808333,-2.768044,1.572167,1.459877,,,,,,,,,,,,,,,
2498,20.816667,-2.768366,1.567224,1.453295,,,,,,,,,,,,,,,
2499,20.825000,-2.768342,1.561129,1.448769,,,,,,,,,,,,,,,
2500,20.833333,-2.768009,1.554825,1.444578,,,,,,,,,,,,,,,
2501,20.841667,-2.767782,1.548490,1.440843,,,,,,,,,,,,,,,
2502,20.850000,-2.767309,1.542474,1.437143,,,,,,,,,,,,,,,
2503,20.858333,-2.766682,1.536733,1.433769,,,,,,,,,,,,,,,
2504,20.866667,-2.766099,1.531291,1.430152,,,,,,,,,,,,,,,
2505,20.875000,-2.765472,1.525850,1.426896,,,,,,,,,,,,,,,
2506,20.883333,-2.764837,1.520868,1.423440,,,,,,,,,,,,,,,
2507,20.891667,-2.763982,1.515858,1.420020,,,,,,,,,,,,,,,
2508,20.900000,-2.763011,1.511135,1.416665,,,,,,,,,,,,,,,
2509,20.908333,-2.762054,1.506568,1.413476,,,,,,,,,,,,,,,
2510,20.916667,-2.761061,1.502357,1.410323,,,,,,,,,,,,,,,
2511,20.925000,-2.759779,1.498250,1.407063,,,,,,,,,,,,,,,
2512,20.933333,-2.758779,1.494489,1.403901,,,,,,,,,,,,,,,
2513,20.941667,-2.757221,1.490968,1.401091,,,,,,,,,,,,,,,
2514,20.950000,-2.755819,1.487654,1.397970,,,,,,,,,,,,,,,
2515,20.958333,-2.754575,1.484511,1.394862,,,,,,,,,,,,,,,
2516,20.966667,-2.752882,1.481644,1.391900,,,,,,,,,,,,,,,
2517,20.975000,-2.751210,1.478887,1.388988,,,,,,,,,,,,,,,
2518,20.983333,-2.749156,1.476403,1.386263,,,,,,,,,,,,,,,
2519,20.991667,-2.747230,1.474120,1.383305,,,,,,,,,,,,,,,
2520,21.000000,-2.745103,1.471959,1.380474,,,,,,,,,,,,,,,
2521,21.008333,-2.742872,1.469888,1.378039,,,,,,,,,,,,,,,
2522,21.016667,-2.740590,1.468222,1.375210,,,,,,,,,,,,,,,
2523,21.025000,-2.738161,1.466335,1.372882,,,,,,,,,,,,,,,
2524,21.033333,-2.735670,1.464595,1.370259,,,,,,,,,,,,,,,
2525,21.041667,-2.733247,1.463199,1.367900,,,,,,,,,,,,,,,
2526,21.050000,-2.730495,1.461655,1.365849,,,,,,,,,,,,,,,
2527,21.058333,-2.728059,1.460280,1.363298,,,,,,,,,,,,,,,
2528,21.066667,-2.725080,1.458809,1.361724,,,,,,,,,,,,,,,
2529,21.075000,-2.722207,1.457628,1.359738,,,,,,,,,,,,,,,
2530,21.083333,-2.719370,1.456273,1.358121,,,,,,,,,,,,,,,
2531,21.091667,-2.716203,1.455038,1.356453,,,,,,,,,,,,,,,
2532,21.100000,-2.713377,1.453462,1.354939,,,,,,,,,,,,,,,
2533,21.108333,-2.710171,1.452572,1.353779,,,,,,,,,,,,,,,
2534,21.116667,-2.707150,1.451104,1.352594,,,,,,,,,,,,,,,
2535,21.125000,-2.703781,1.449815,1.351793,,,,,,,,,,,,,,,
2536,21.133333,-2.700838,1.448685,1.351184,,,,,,,,,,,,,,,
2537,21.141667,-2.697560,1.447398,1.350579,,,,,,,,,,,,,,,
2538,21.150000,-2.694607,1.446327,1.350045,,,,,,,,,,,,,,,
2539,21.158333,-2.691391,1.444969,1.349954,,,,,,,,,,,,,,,
2540,21.166667,-2.688300,1.443692,1.349633,,,,,,,,,,,,,,,
2541,21.175000,-2.684868,1.442500,1.349612,,,,,,,,,,,,,,,
2542,21.183333,-2.681990,1.441387,1.349247,,,,,,,,,,,,,,,
2543,21.191667,-2.678651,1.440073,1.349619,,,,,,,,,,,,,,,
2544,21.200000,-2.675776,1.439030,1.349758,,,,,,,,,,,,,,,
2545,21.208333,-2.672655,1.438019,1.350471,,,,,,,,,,,,,,,
2546,21.216667,-2.669780,1.436823,1.350899,,,,,,,,,,,,,,,
2547,21.225000,-2.666909,1.435959,1.351443,,,,,,,,,,,,,,,
2548,21.233333,-2.664015,1.435016,1.351996,,,,,,,,,,,,,,,
2549,21.241667,-2.661184,1.433865,1.352989,,,,,,,,,,,,,,,
2550,21.250000,-2.658173,1.432922,1.353825,,,,,,,,,,,,,,,
2551,21.258333,-2.655430,1.431913,1.354672,,,,,,,,,,,,,,,
2552,21.266667,-2.652606,1.430922,1.355661,,,,,,,,,,,,,,,
2553,21.275000,-2.649979,1.429907,1.356616,,,,,,,,,,,,,,,
2554,21.283333,-2.647033,1.429268,1.357829,,,,,,,,,,,,,,,
2555,21.291667,-2.644203,1.428101,1.358946,,,,,,,,,,,,,,,
2556,21.300000,-2.641435,1.427289,1.360246,,,,,,,,,,,,,,,
2557,21.308333,-2.639068,1.426363,1.361201,,,,,,,,,,,,,,,
2558,21.316667,-2.636290,1.425484,1.362629,,,,,,,,,,,,,,,
2559,21.325000,-2.633420,1.424835,1.364239,,,,,,,,,,,,,,,
2560,21.333333,-2.630840,1.424961,1.365565,,,,,,,,,,,,,,,
2561,21.341667,-2.628845,1.424895,1.366022,,,,,,,,,,,,,,,
2562,21.350000,-2.627492,1.424904,1.366531,,,,,,,,,,,,,,,
2563,21.358333,-2.626429,1.424914,1.367228,,,,,,,,,,,,,,,
2564,21.366667,-2.625357,1.425148,1.367334,,,,,,,,,,,,,,,
2565,21.375000,-2.624346,1.425170,1.366997,,,,,,,,,,,,,,,
2566,21.383333,-2.623533,1.425150,1.366920,,,,,,,,,,,,,,,
2567,21.391667,-2.622715,1.425012,1.366878,,,,,,,,,,,,,,,
2568,21.400000,-2.621997,1.425021,1.366348,,,,,,,,,,,,,,,
2569,21.408333,-2.621527,1.425076,1.365508,,,,,,,,,,,,,,,
2570,21.416667,-2.621130,1.425086,1.365026,,,,,,,,,,,,,,,
2571,21.425000,-2.620838,1.425166,1.364369,,,,,,,,,,,,,,,
2572,21.433333,-2.620590,1.425205,1.363307,,,,,,,,,,,,,,,
2573,21.441667,-2.620414,1.425187,1.362119,,,,,,,,,,,,,,,
2574,21.450000,-2.620478,1.425226,1.361277,,,,,,,,,,,,,,,
2575,21.458333,-2.620549,1.425161,1.360292,,,,,,,,,,,,,,,
2576,21.466667,-2.620758,1.425135,1.359117,,,,,,,,,,,,,,,
2577,21.475000,-2.620975,1.425047,1.358177,,,,,,,,,,,,,,,
2578,21.483333,-2.621293,1.425043,1.357272,,,,,,,,,,,,,,,
2579,21.491667,-2.621730,1.425129,1.356346,,,,,,,,,,,,,,,
2580,21.500000,-2.622265,1.425299,1.355408,,,,,,,,,,,,,,,
2581,21.508333,-2.622771,1.425400,1.354521,,,,,,,,,,,,,,,
2582,21.516667,-2.623452,1.425457,1.353651,,,,,,,,,,,,,,,
2583,21.525000,-2.624232,1.425364,1.352525,,,,,,,,,,,,,,,
2584,21.533333,-2.624938,1.425309,1.351767,,,,,,,,,,,,,,,
2585,21.541667,-2.625645,1.425307,1.350823,,,,,,,,,,,,,,,
2586,21.550000,-2.626311,1.425314,1.350034,,,,,,,,,,,,,,,
2587,21.558333,-2.626772,1.425292,1.349508,,,,,,,,,,,,,,,
2588,21.566667,-2.627289,1.425246,1.349096,,,,,,,,,,,,,,,
2589,21.575000,-2.627773,1.425236,1.348610,,,,,,,,,,,,,,,
2590,21.583333,-2.628390,1.425221,1.348209,,,,,,,,,,,,,,,
2591,21.591667,-2.629036,1.425152,1.347820,,,,,,,,,,,,,,,
2592,21.600000,-2.629648,1.425119,1.347566,,,,,,,,,,,,,,,
2593,21.608333,-2.630354,1.425045,1.347318,,,,,,,,,,,,,,,
2594,21.616667,-2.631181,1.425135,1.347295,,,,,,,,,,,,,,,
2595,21.625000,-2.631967,1.425204,1.347395,,,,,,,,,,,,,,,
2596,21.633333,-2.632540,1.425168,1.347581,,,,,,,,,,,,,,,
2597,21.641667,-2.633291,1.425057,1.347786,,,,,,,,,,,,,,,
2598,21.650000,-2.634322,1.425030,1.347759,,,,,,,,,,,,,,,
2599,21.658333,-2.635271,1.424916,1.347857,,,,,,,,,,,,,,,
2600,21.666667,-2.636184,1.424893,1.347961,,,,,,,,,,,,,,,
2601,21.675000,-2.637118,1.425006,1.348023,,,,,,,,,,,,,,,
2602,21.683333,-2.637962,1.424967,1.348369,,,,,,,,,,,,,,,
2603,21.691667,-2.638830,1.425153,1.349090,,,,,,,,,,,,,,,
2604,21.700000,-2.639708,1.425092,1.349831,,,,,,,,,,,,,,,
2605,21.708333,-2.640337,1.425107,1.350471,,,,,,,,,,,,,,,
2606,21.716667,-2.640915,1.425084,1.351258,,,,,,,,,,,,,,,
2607,21.725000,-2.641546,1.425118,1.351956,,,,,,,,,,,,,,,
2608,21.733333,-2.642083,1.425048,1.352677,,,,,,,,,,,,,,,
2609,21.741667,-2.642446,1.424896,1.353628,,,,,,,,,,,,,,,
2610,21.750000,-2.642937,1.424837,1.354520,,,,,,,,,,,,,,,
2611,21.758333,-2.643410,1.424781,1.355063,,,,,,,,,,,,,,,
2612,21.766667,-2.643639,1.424805,1.355781,,,,,,,,,,,,,,,
2613,21.775000,-2.643893,1.424764,1.356226,,,,,,,,,,,,,,,
2614,21.783333,-2.644039,1.424805,1.356701,,,,,,,,,,,,,,,
2615,21.791667,-2.644166,1.424752,1.357073,,,,,,,,,,,,,,,
2616,21.800000,-2.644184,1.424773,1.357319,,,,,,,,,,,,,,,
2617,21.808333,-2.644100,1.424713,1.357596,,,,,,,,,,,,,,,
2618,21.816667,-2.644067,1.424770,1.357884,,,,,,,,,,,,,,,
2619,21.825000,-2.643873,1.424734,1.358228,,,,,,,,,,,,,,,
2620,21.833333,-2.643782,1.424657,1.358488,,,,,,,,,,,,,,,
2621,21.841667,-2.643619,1.424633,1.358672,,,,,,,,,,,,,,,
2622,21.850000,-2.643558,1.424692,1.358827,,,,,,,,,,,,,,,
2623,21.858333,-2.643410,1.424709,1.359025,,,,,,,,,,,,,,,
2624,21.866667,-2.643302,1.424716,1.359116,,,,,,,,,,,,,,,
2625,21.875000,-2.643225,1.424689,1.359128,,,,,,,,,,,,,,,
2626,21.883333,-2.643141,1.424680,1.359176,,,,,,,,,,,,,,,
2627,21.891667,-2.643081,1.424700,1.359150,,,,,,,,,,,,,,,
2628,21.900000,-2.643065,1.424695,1.359141,,,,,,,,,,,,,,,
2629,21.908333,-2.643148,1.424766,1.359039,,,,,,,,,,,,,,,
2630,21.916667,-2.643149,1.424703,1.359033,,,,,,,,,,,,,,,
2631,21.925000,-2.643100,1.424695,1.359066,,,,,,,,,,,,,,,
2632,21.933333,-2.643126,1.424684,1.358988,,,,,,,,,,,,,,,
2633,21.941667,-2.643156,1.424701,1.358991,,,,,,,,,,,,,,,
2634,21.950000,-2.643123,1.424718,1.358976,,,,,,,,,,,,,,,
2635,21.958333,-2.643191,1.424680,1.358844,,,,,,,,,,,,,,,
2636,21.966667,-2.643173,1.424752,1.358797,,,,,,,,,,,,,,,
2637,21.975000,-2.643151,1.424766,1.358842,,,,,,,,,,,,,,,
2638,21.983333,-2.643111,1.424735,1.358858,,,,,,,,,,,,,,,
2639,21.991667,-2.643050,1.424742,1.358891,,,,,,,,,,,,,,,
2640,22.000000,-2.643026,1.424775,1.359080,,,,,,,,,,,,,,,
2641,22.008333,-2.642926,1.424709,1.359288,,,,,,,,,,,,,,,
2642,22.016667,-2.642960,1.424691,1.359470,,,,,,,,,,,,,,,
2643,22.025000,-2.642920,1.424633,1.359743,,,,,,,,,,,,,,,
2644,22.033333,-2.643006,1.424701,1.360046,,,,,,,,,,,,,,,
